text,labels
I'm not feeling so well.,0
My best friend moved across the country this week.,0
I am really sad because me and my brother got into a fight.,0
I'm certainly not at my best.,0
"My mother just died, and I can't stop crying.",0
"Not so great, down, bummed out.",0
I feel sad. My heart is broken.,0
"i am distressed, i have been sick for many years and i cannot find a cure",0
I am totally feeling very bad,0
Nothing is well,0
I am feeling down,0
"Honestly, not great.  My cat just passed away.",0
Not feeling well. My mom was in hospital last night.,0
I can't stop crying.,0
"i am sad, i fought with my boyfriend",0
I'm down in the dumps. Everything that could go wrong has gone wrong. Kill me now.,0
I had a bad day,0
I'm feeling depressed,0
"She just won't talk to me anymore, I don't know what to do.",0
I am having a bad day today.,0
I am feeling frustrated because I can't find a way to relax.,0
"Nothing is going my way, I never have enough money for everything.",0
"I am very sad today, I lost a dear friend last night.",0
I am not feeling great at this time I am so sad,0
I'm not enjoying myself.,0
Could be better. My wife and family seem distant lately,0
I'm depressed due to a fight with my friend.,0
"I 've lost motivation, it just seems like I'll never be able to bring my grades up, I'm so sad.",0
Not good really. I think my marriage is over.,0
I have lost a loved one and I haven't really felt happy since.,0
I am feeling kinda weak and depressed.,0
"I'm bored, I am home alone",0
I am feeling lonely,0
Today is one of those days where I would love to be a nail hammered into a wall. And just stand there,0
I am overwhelmed by grief,0
I feel like a wet rag,0
"I am glad you asked, 'cause I really feel like shit lately. I think I am depressed.",0
since he left me I don't really want to live anymore,0
"Very sad, I donÃt have energy today.",0
I am feeling blue today as I have had an unpleasant review from one of my customers today,0
"Really low, I find it hard to get out of bed most days.",0
I feel like I am at the bottom of a pit: I have just lost my job,0
I'm feeling rather sad at the moment,0
I'm quite down. I had a disagreement with my sister.,0
"Could be better, I'd rather the day was over already.",0
"My boyfriend broke up with me, so I'm pretty sad today",0
I'm sad as it's a long weekend but I have to work.,0
I can't stop crying because I miss my mom so much.,0
I have been feeling quite low the last few days.,0
I'm feeling a bit down. I failed a test today.,0
I've been better. Feeling kind of miserable.,0
Not good at all. I'm really doubting myself lately.,0
"Not great, honestly. I just can't seem to have any positive feelings lately.",0
I can't handle daily tasks and I feel very overwhelmed,0
I think I am coming down with something.,0
Not good at all. I just want to hide in my room and sleep from all of the turmoil in the world.,0
I am feeling very blue today for some reason.,0
I am really down today,0
Not great. I had to work two hours overtime today.,0
I'm really down about myself today.,0
I'm devastated. I can't stop crying. My dog was hit by a car today and died.,0
I'm not feeling good at all.  Things are just going wrong.,0
I am not as happy as I want to be.,0
I am so sad today,0
I'm depressed,0
I feel a bit hopeless.,0
I am not so good because I was scolded by my superior.,0
My life is a mess.,0
I lost a close friend today and feel really sad and lonely.,0
I feel tired; everything feels like an effort.,0
I'm feeling really upset and kind of hopeless. I think I'm depressed.,0
"So very sad, I am reliving a sad day on its anniversary.",0
"Terrible, someone broke into my house last night.",0
My heart is heavy today.,0
I feel disappointed. I got betrayed by a friend.,0
I didn't feel like eating breakfast because I was so sad.,0
I am not okay. I just don't feel like getting up today.,0
Down in the dumps. My husband has gone back to the office to work and I'm alone.,0
Kind of terrible. My dad is sick and in hospital.,0
"Just okay, I guess. Feeling more down than up.",0
I could be much better,0
I've got a bad case of the blues.,0
"I am not doing well, the person I love talking to the most will not even acknowledge me anymore.",0
I can't seem to ever feel happy anymore because I have been saddened from losing my job.,0
"Kind of blue, really. I can't seem to enjoy anything.",0
I'm not feeling so great. I lost my favorite toy and I can't find it,0
I just don't see the point in getting out of bed. Nothing feels good.,0
I am not coping. I just feel like I could cry all the time.,0
I can't seem to get out of this low mood.,0
i'm not feeling great today,0
"Not good, I've been really low since X left.",0
"I feel terribly lonely, I don't have any friends, or a boyfriend",0
I wish I could be happy.,0
 Feeling kind of blah today as I got some bad news about some financial issues.,0
I am very upset right now,0
"Pretty bad, my girlfriend dumped me.",0
I am a little upset and depressed this afternoon.,0
Sad,0
I feel lazy,0
I feel kind of alone and sad today.,0
I am feeling sad today.,0
My car needs serious repairs and I'm broke.,0
I am hurt right now because my best friend lied to me.,0
Today's not a good day.,0
I don't think anyone loves me.,0
Kind of feeling a dark cloud over me today.,0
It's not a good time for me.,0
"I'm depressed, I've never been able to get a girlfriend",0
I am having a worst day,0
I'm not fine,0
I am super sad,0
I'm on the verge of tears.  I just lost my job recently and the stress is really getting to me.,0
Not so great. I failed my final exam.,0
Like there's a black cloud hanging over me.,0
"i am not feeling good, i broke up",0
"Having just read the news this morning, I'm devastated.",0
I feel like crap,0
I don't know what I'm feeling,0
"Bummed out I guess, I'm just tired...you know?  Tired of it all.",0
I got into a fight with my boyfriend today.,0
I am very sad. My dog died and I can't handle the hurt.,0
Terrible. Car wouldnt start and it is really putting me down.,0
"I feel very sad, I had an accident and my car broke down.",0
I feel lonely in my life so I am very sad,0
I don't feel like doing anything.,0
A little sad. My father passed on recently.,0
I am unable to stay focus and I'm feeling lonely.,0
"I feel awful, my girlfriend dumped me, now I have no one, I am truly feeling down.",0
"I'm so sad every day, I've just been miserable since the accident.",0
"I am really down, I feel depressed and devoid of motivation.",0
I don't have much energy to do anything.,0
I suffered a loss due to the pandemic,0
I am feeling down,0
even more useless than usual,0
I feel sad and depressed,0
I am not well at all... I am totally disheartened,0
"Okay, where do I even start. I am so sad that I am having a hard time typing.",0
"I can't carry on like this, the pain is too much",0
"So so, my mood is very dark today.",0
I am feeling devastated as I have lost my grandfather recently,0
"So so, nothing really seems to make me happy at the moment.",0
I feel very lonely as my friends will not make it to my birthday party.,0
I am totally irritated about the actions of my friend,1
I am really angry,1
I am disgusted with the customer service executive as she refused to see reason as I narrated my problem,1
I am feeling angry. I lost my money,1
I'm mad because I can't find my debit card.,1
I'm so pissed off at my co-worker for taking credit for my work.,1
"Not very good, I have had a very frustrating day.",1
Not great. I'm pissed at a coworker of mine.,1
I've been pushed to the point of aggravation and lost my cool.,1
I'm furious. Nothing is going right!,1
"I'm pretty angry right now. My partner cheated on me, and it's driving me up the wall.",1
I'm pissed because I was fired for no reason,1
I'm very disappointed.,1
I have been beeling so much anger and hate lately towards the political situations going on.,1
I'm really annoyed right now. I just had an argument with someone who accused me of something I didn't do.,1
I have begun to feel really angry again,1
"Actually, I am mad about having to work overtime all this week.",1
I'm just really mad all the time,1
I'm pissed off because my brother stole fifty dollars from me.,1
I'm pissed.  My boss wrote me up!,1
I am upset.,1
I am not feeling good today.,1
I'm very mad,1
I am fucking pissed.,1
I feel very angry because a stranger attacked me.,1
"Everyone is against me - my boss, my husband and my kids.",1
I am angry with my friend because he disobeyed me.,1
I'm pissed off.,1
I'm so pissed off right now and I don't know why.,1
Terrible,1
I feel angry right now.,1
I'm not good at all. Pretty upset actually.,1
I am not fine. I have too much work pressure on my head .,1
My boss just fired me for some bullshit!,1
I am pissed off.,1
My best friend found someone else to hang out with all the time.,1
I'm really upset. I unfairly lost out on a big promotion at work.,1
I failed another class and I'm so mad at myself for it.,1
I'm pissed,1
I'm really pissed at my ex.,1
I can't stand my life and apparently neither can my partner because she's gone.,1
I am so mad that my friend was flirting with my boyfriend and I don't know how to handle it.,1
Terrible - I feel like I need to hurt someone.,1
"I'm not fine, my team was disqualified and I lost $100 on the bet with my friend and I'm really mad. It's the team's fault that I feel this way.",1
"I'm feeling crap, I just got some really irritating news",1
I am mad at my boss for embarassing me in front of my coworkers.,1
I can't take it anymore.,1
I'm angry with my spouse,1
Furious. Everyone is bugging me non stop at work.,1
I am so pissed off at my boyfriend for not telling me the truth.,1
I'm super pissed.,1
I am livid at what is going on with my roommate,1
I'm very upset,1
I'm so angry for something that happened today.,1
I am pretty pissed off to be honest.,1
That is not your business,1
I feel really upset about how I have been treated.,1
I'm just in a pissed off mood.,1
I am mad.,1
My manager scolded me so i am angry,1
I am furious right now because I failed my test,1
I'm pissed.,1
"Some idiot just almost caused a car accident, and I'm pissed about it.",1
"I feel terrible, angry, hateful.",1
I am not okay. I don't know why all this is happening to me.,1
"I'm really pissed, they made fun of me at school but I couldn't do anything about it",1
I am so angry for something that happened today.,1
"I'm not OK, I'm very angry at my partner because he said some irritating sentence",1
I am pissed,1
Not great.  Everything seems to be frustrating me lately and it's taking a lot of effort for me to remain calm.,1
Extremely angry! My wife left me!,1
I'm very angry,1
"i am not ok, i got really angry when a stranger hit my car",1
I need to take a social media break,1
I'm disgusted with the world,1
I'm angry,1
"I'm pissed at my parents, they're always trying to control me.",1
I am feeling worked up about something that happened at work last week.,1
I am pissed at myself.,1
"Pissed, completely over all this. I just walked out on my job.",1
Leave me alone,1
i am not good because my friends are bullying me,1
I hate my day so far.,1
Not too good. I feel like quitting my job.,1
I'm really pissed off today.,1
"I'm mad as a hornet, I want to punch someone.",1
"I'm really annoyed, I couldn't get anything done at work today.",1
"I am so mad right now, I can't believe I was taken for a fool.",1
I am way pissed off today.,1
Fuck off,1
I am not ok,1
I have had better days,1
I am angry with my boss as he always shouts at me,1
Today i feel like crap!,1
"I am angry at my boss, she's always so demanding and does not think about people's mental health at all",1
"everything sucks, I hate my life",1
"Not good, I had a very bad day today.",1
I started thinking about when my brother left and got angry ,1
Really Annoyed! My boss doesn't respect my time at all!,1
"I feel very stressed out, I am mad at my boyfriend because he is always late without letting me know in advance.",1
I started thinking about when my partner left me and I got very angry,1
I feel bad,1
I am annoyed with my son as he did not eat his lunch today,1
I'm very  irritated,1
I'm very upset because I dropped my phone and now it's cracked.,1
My roommate is driving me mad with her sloppiness!,1
I'm pretty pissed right now.,1
I'm really mad at my husband for arguing with me.,1
To be honest I feel mad and like I could hurt someone.,1
I can't stand anyone in my life right now.,1
"I just want to punch someone, really. I'm so fed up with everything right now.",1
"I'm infuriated with my partner, I found out they cheated",1
I'm not at all fine.,1
I just feel like smashing something. My boss has been very difficult lately.,1
"I'm so frustrated! My parents just don't understand me, no matter what I say.",1
Just pissed off about everything,1
"Not so good, because the bank messed up my checking account.",1
I don't even want to talk about it,1
I want to smash someone's face in. People are such assholes these days.,1
I'm angry as hell. I lost a big bet.,1
I am enraged.,1
I am feeling angry for my co-workers actions.,1
I want to shout,1
I am sick and tired of this shit.,1
I feel very angry because my son does not obey my instructions.,1
I am so mad I could kill someone.,1
I am angry with my  brother.,1
I just feel really angry lately.,1
I feel so mad I could explode -- My brother really knows how to push my buttons.,1
I'm pissed off,1
I am angry.,1
I am quite angry at the moment.,1
I am not in the mood to talk to someone.,1
I punched my ex's car window right through.,1
I just dont want to deal with this right now.,1
A classmate took my project suggestion as her own.,1
Not good. I found out my husband is cheating on me.,1
"Terrible. I'm angry at my brother, who I believe is trying to turn the rest of my family against me.",1
I'm a bit mad,1
My ex ruined my life and I am MAD.,1
I'm livid that I've been totally dumped by my ex and ghosted.,1
I am not good because I am so angry that my husband purchased an expensive vehicle and never talked to me about it first. He has made me so upset.,1
Like a volcano that's about to erupt.,1
"I'm bad! I got fired from my job, I'm really angry. I did everything right in my job, it's their fault I feel that way.",1
"Pretty shit today, everything is going wrong.",1
I just feel angry all the time. I think I deserve better than this to be honest.,1
I am incredibly frustrated.,1
I'm feeling very bad,1
I'm really annoyed! Today has been one thing after another.,1
I am mad because my cats have ruined my favourite rug,1
I am really mad.,1
I am so angry with my coworkers,1
I am angry,1
I am annoyed by the way my partner behaves.,1
"I' m not great - in fact, I am very angry right now.",1
Do you have any use to know about this,1
Today is really taking a toll on me and i'm exhausted.,1
I'm mad about my job. I feel stuck in it and it frustrates me.,1
I'm furious.,1
My parents fought with me so i am angry,1
I am mad because I broke a plate and the pieces went all over the floor.,1
I feel ready to fight.,1
I'm upset about something my best friend said to me.,1
"I feel furious, like I can't even think straight.",1
Like I need to chill,1
"I'm very angry, people in my work group exclude me for nothing",1
I am totally irritated about my friend's actions.,1
"I'm not cool today, I'm angry",1
I am really unhappy,1
I keep finding myself involuntarily clenching my fists.  I feel like my nerves are shot and I'm about to explode.,1
Terrible! my roommate stole my necklace!,1
"i feel very irritated, i got in a bar fight and got banned from there",1
It's a very bad moment,1
Not at all well!,1
I don't f* know,1
"I can't believe she cheated on me, I'm so hurt and mad right now.",1
"I am thinking about a fight that I had with my mother recently, and it made me mad.",1
I am so mad at my boss for writing me up.,1
Annoyed and angry. Nobody around me is listening to me.,1
Don't bother me,1
"i am not ok, thinking about my children i got very angry",1
Everything sucks today.,1
I feel very irritable.,1
It's a very bad day.,1
"I'm always getting kicked down, I'm really mad!",1
"Pissed off, my friend is being really annoying.",1
"I am really, really angry. I feel I could burst.",1
I hate this country!,1
I would like to bring back to life my friend who killed himself to kill him,1
I feel stressed,1
Do you have a bonus question?,1
I am angry at myself because I can't lose weight and have no self control,1
I am angry at the whole world!,1
I am mad at my partner for doing nothing around the house,1
"Oh, don't even get me started!",1
"Frustrated, IÃm angry and I donÃt know why.",1
I am very angry today,1
"Pissed off! The traffic was a nightmare, some guy cut me off and I almost crashed into them!",1
I am so pissed off because my dog tore my favourite couch apart while I was out working.,1
It's their fault that I feel the way I do.,1
My mood is off,1
I am angry with my neigbor as he is making a ruckus,1
I'm feeling very short tempered,1
I'm kind of pissed off because James did not do his part of the assignment.,1
"If someone else tries to cut me off in traffic, I'm going to explode!",1
Nothing seems to be going right and I can't get anybody to listen to me.,1
I feel crappy. I've been fighting with my friend.,1
My emotions are boiling over and I'm about to explode.,1
I hate everyone I come in contact with.,1
"I'm very mad. My boss chewed me out, and my friend keeps asking me for favors I can't help him with.",1
"My family is driving me nuts, I can't stand them",1
I'm not in the mood of talking.,1
If I'm being honest I could probably break something at the moment. I have failed one of my classes.,1
"I'm livid, my landlord just gave me some terrible news.",1
"I thought that I was getting better, but I have been really mad about things again",1
"Actually, I am mad about how much it will cost to buy heating oil this winter.",1
I just have these outbursts randomly,1
"Someone scratched up my car when it was parked in the grocery store parking lot, and I'm furious.",1
I'm mad. I'm sick and tired of my wife.,1
I am angry at someone.,1
Really fed up a lot with this.,1
I'm very upset,1
I am flat out mad.,1
I feel very angry because my sister hurt me a lot.,1
I feel so angry about the situation in my hometown.,1
I am angry at my friend's misconduct.,1
I have a lot of stuff going on; I'm mad.,1
I'm angry and feel like nobody respects me.,1
I'm not happy at all,1
I am pissed off and want to feel better.,1
"I am not that good, I want to be left alone.",1
I feel like I want to hit someone.,1
"I am angry, what do you think. Stop asking these questions.",1
My father is always calling me stupid and lazy.,1
Terrible. My mother in law won't stop overstepping boundaries.,1
"I'm really angry at my neighbor, who picked another fight with me this morning for no reason at all.",1
I am pretty angry,1
I'm really upset about the way my former partner and I split.,1
I'm irate at my ex-girlfriend and I can't believe I screwed up our relationship.,1
Terrible! I am furious because my neighbor called my child a bad name because she was mad at him for going into her yard. I think she is a ridiculous person!,1
"I'm mad as hell, and I can't take much more of this.",1
"I'm not fine, I had a fight with my parents and I left the house, I'm very angry. It's their fault I feel like this.",1
"Obviously I'm not good, I really hurt myself earlier",1
I have lost a significant amount of money and I am mad at myself. I feel like punching myself.,1
I hate everyone today.,1
I am not ok today,1
"I'm annoyed. Evey time I think I'm on top of things, something else comes along.",1
I am incredibly frustrated with my work lately.,1
I am angry and I don't know how to change it.,1
I am just mad at life because nothing ever seems to go right for me.,1
I am annoyed,1
"Horrible, my deadbeat dad beat me as usual",1
I am not happy and a little upset at the moment.,1
You don't have the right to ask this question,1
I am so angry I could scream.,1
My best friend has been acting like a jerk and I am angry at her.,1
I feel resentful and spiteful.,1
My patner disappointed me so i am angry,1
I am pissed off because my best friend did not show up at my birthday party.,1
I'm mad at everything right now.,1
"I'm really angry right now. I just got passed up for a promotion at work, and it's because one of my colleagues took credit for my idea.",1
"I feel pissed off, like life is unfair and I am helpless with it.",1
Angry,1
"I'm so hateful, the person I trusted the most betrayed me in a way I couldn't even imagine",1
I am annoyed by the way my partner behaves.,1
I'm feeling very angry today,1
I hate everything,1
I can't say I feel great.  I'm as irritable as I've ever been and I'm afraid of doing or saying something I might regret.,1
Very disappointed! my teacher wrongfully accused me of cheating,1
"i am really angry, i saw my husband cheating on me",1
It's a very tense moment,1
How could I be in such a situation?,1
I feel like punching someone,1
"My boss belittles me all the time, I can't take it anymore.",1
I am mad that my boss passed me up for a raise.,1
"I have never felt so angry before, I just got falsely accused of stealing.",1
"Not good at all. Im furious, just got into a fight with my partner.",1
Like a sucker,1
i am very angry with my boss because he is pushy,1
Today is waning my patience.,1
I am being persecuted.,1
My friend's behaviour makes me angry.,1
"So sick of being treated badly, I've never been so angry!",1
Angry. People at work expect me to do everything!,1
I am mad at my partner for lying to me.,1
"I am mad at the situation here, I really hate career politicians.",1
I hate my girl,1
I am tired,1
Worse than yesterday,1
I am angry because life is just so unfair,1
"Look, if I could I would break everything, including this f***ing computer!",1
"I work, I cook and I clean, what else do they want me to do ffs!",1
Im sooo mad right now I'd punch someone,1
"Ok, but I feel irritated.",1
I cannot control myself in this moment,1
I'm so stressed! I haven't had a minute for myself all week!,1
"I am so mad, I have just discovered that my husband is cheating on me with a coworker.",1
I'm good thanks!,2
I am feeling quite good as I have just found out I passed my exam,2
I feel as if all is right with the world.,2
Brilliant! I am having the best day!!,2
I feel really great actually.,2
Absolutely brilliant!,2
I'm great! It's a beautiful day!,2
I am feeling relaxed and at ease today,2
Great! My lottery numbers came up last night and I'm quitting my job.,2
I'm feeling great!,2
"I'm feeling great, things are fantastic at work!",2
I'm feeling great. No complaints,2
I'm feeling good thanks!,2
"I'm feeling good, thanks!",2
Pretty good,2
I am feeling alive and blessed.,2
Pretty good.,2
I'm feeling great. I have just returned from a mini break.,2
"Pretty good, things are going well",2
I'm feeling wonderful thank you.,2
So chill.,2
I am particular pleased today with my stock market portfolio performance.,2
"I'm great, how are you?",2
I'm feeling wonderful thank you!,2
I feel brilliant!,2
I am really happy today.,2
I am feeling great thank you.,2
I'm feeling good to be fair,2
"Thank you for asking, I feel really happy today",2
"Really good, got a good night's rest.",2
I'm great,2
I'm feeling grand. Its a lovely day out. How are you?,2
I couldn't be happier,2
I'm feeling happy horses have won,2
"I'm feeling great, things are going really well at the moment",2
optimistic,2
"I'm feeling great, thanks.",2
Today's a good day for me.,2
Really great,2
All good,2
I am over the moon!,2
I feel great.,2
I am feeling well.,2
I'm doing great!,2
"Good, thank you! I just found my favorite hat I thought I had lost.",2
"I am quite relaxed today, it's my day off",2
I'm doing really well actually. Thanks.,2
I'm feeling on top of the world.,2
I am delighted with my new apartment and its location,2
"I'm feeling good, happy in my skin",2
"I'm feeling good today, I passed my exam!",2
I am feeling great today,2
"Fantastic, really fantastic",2
Great! Managed to get all of my tasks checked off my list today.,2
Great thanks. You?,2
"I'm good, thank you.",2
I'm great.,2
"I'm good thank you, I have just received a piece of good news",2
Great. Thank you.,2
Great!,2
I am happy to be where I am,2
Feeling really good,2
I am doing well today as I went for a walk in the park,2
I feel good,2
"I'm well thank you, i thank God for life",2
"I am feeling wonderful thank you, I have just been told that I am being nominated for an award.",2
Great,2
The sun is out and I have a feeling this is going to be a great day!,2
great,2
I'm feeling great thanks,2
"I am doing great, just got my long awaited promotion",2
I feel happy,2
I am great.,2
I am fantastic and feel I am accomplishing a lot today.,2
I'm good!,2
I am feeling amazing!,2
I'm feeling really good!,2
"I am feeling great today, this sun is shining and it's a good day.",2
"I feel great, i'm in my happy place.",2
I'm feeling great.,2
"I am feeling over the moon today, nothing can bring me down.",2
I am happy today because am on holiday tomorrow.,2
"On top of the world, mate!",2
I am feeling great.,2
"I'm doing well, thank you! Just started my vacation and it's been relaxing.",2
"I'm great thanks very much, I've had a good day",2
"I am feeling great today, thank you!",2
Great I've just won the lotto,2
Pretty good.,2
Life is good.,2
I am feeling great today! Thank you.,2
Hopeful,2
"It is a wonderful day, and I am feeling great.",2
Top of the world,2
"I'm doing great, thanks for asking!",2
I feel very happy for getting a promotion,2
"I'm feeling pretty good, thanks!",2
I feel great.,2
I am having a fantastic day.,2
"very happy, my heart is full.",2
"Feeling great today, slept well!",2
I am feeling happy because I got into my dream university,2
Not too bad at all.,2
"All good thanks, no complaints!",2
I feel really positive,2
Amazing thank you for asking!,2
I feel so happy. I have everything I want in life right now.,2
I am feeling in control and at peace today,2
I'm so relieved. My test results came back yesterday and I'm all clear.,2
I'm feeling on top of the world!,2
"Things are good, the new house looks fantastic!",2
I feel fantastic,2
Great!,2
"I'm having a good day, no complaints here.",2
Today is a good day,2
I am positive and grateful.,2
"Everything feels smooth and happy, thanks!",2
All is good. I have had a lovely day walking in the mountains.,2
I'm doing well,2
Life is great!,2
"I'm good, thanks.",2
The weather has been very good today and we had an enjoyable leisurely walk in the park.,2
Feeling awesome,2
Very well thank you,2
I'm feeling great!,2
"Today, I'm really content.",2
Couldn't feel better if I tried,2
Great. How about you?,2
"I'm feeling great thank you, perfectly content",2
"Feeling great today, looking forward to the afternoon.",2
"Fine thanks, and you?",2
"Good, life is going well lately and I'm feeling quiet content",2
I feel like I have achieved everything I wanted to today,2
I feel contented I have finished work for this week and can now relax,2
"I feel good, I've got a nice feeling inside for the first time in a while",2
positive,2
Not bad. Feeling happy today.,2
I feel really happy today.,2
All good with me,2
Great,2
I am ecstatic today.,2
I haven't felt this good in a long time!,2
I am feeling fantastic.,2
I'm feeling good today.,2
"I am feeling great, thanks for asking! I got a great sleep last night.",2
I am happy because yesterday it was my birthday and I received lots of presents,2
Much better. There is a lot to be grateful for right now.,2
Things are going my way these days.,2
I am glad that my boss chose me for that promotion,2
"I'm feeling great, life is good",2
I'm feeling excited to see my family today.,2
It's such a lovely sunny day,2
Doing great thanks,2
"I'm feeling good, only 30 minutes left and then I log off work for two whole weeks.",2
I actually am!,2
I'm feeling fulfilled.,2
I'm astounding.,2
"Fantastic thank you, I'm currently preparing for a date with my crush",2
Fantastic. It's a good day so far!,2
"Pretty good, actually!",2
I am content in my life,2
Excellent thanks for asking,2
I'm feeling happy because I went out with my friends,2
"Yeah, I'm sweet",2
"I am good, i cannot complain",2
"I am good thank you, feeling quite happy with my life at the moment - I just met someone remarkable. How are you feeling today?",2
I'm well thank you,2
Today I am overwhelmed with joy. My results came back negative.,2
amazeballs,2
"All is going well, Im delighted to say",2
"The day has a been a good one, my son got got a championship",2
I feel overjoyed,2
I am delighted.,2
I am elated I just passed my exam.,2
