text,labels
I feel like I'm on top of the world.,2
I fell out with my friend yesterday.,0
I'm feeling down.,0
I'm not sure if I'm feeling good or bad.,3
My mother in law is not going to stop.,1
I am so angry that my friend was flirting with my boyfriend and I don't know how to handle it.,1
I'm angry because people in my work group exclude me.,1
I'm worried about my career.,3
I am worried that my child may have contracted a disease.,3
I feel great today.,2
I can't find a job and I'm feeling depressed.,0
I can't control myself.,1
I just got some really bad news.,1
I hurt myself earlier and I'm not good.,1
I'm really happy.,2
"I found my lost hat, good!",2
Everything is good for me.,2
I am angry with my coworkers.,1
I hate everyone.,1
I'm not going to change my mind as the school year is coming to an end.,0
I might lose my job.,3
I'm feeling lonely.,0
I am not doing well and the person I love talking to won't even acknowledge me anymore.,0
I feel very afraid of the world.,3
Why do you ask that?,3
I dropped a dress size and am feeling great.,2
"I feel terrible, nothing seems to have meaning since my dad died.",0
Thank you for everything.,2
I feel good.,2
I feel bad because of my health condition.,0
I'm very nervous.,3
I can feel that today will be a good day.,2
I am afraid that my child is sick.,3
I'm worried because my business has declined.,3
My friend is being annoying.,1
The new house looks great.,2
I am not sure what to think.,3
Really bad.,0
"Thank you, I'm feeling great.",2
I'm all caught up at work.,2
My football team won today and that makes me happy.,2
"Everything is going well today, I'm so happy.",2
I'm afraid of losing my job.,3
I'm not sure if it's because I'm not sure if something bad is going to happen or if I'm just thinking about it.,3
I can't seem to get out of this low mood.,0
I think I failed a test.,0
nervous,3
I'm angry because my partner cheated on me.,1
I feel like everything is not possible.,0
"Today has been difficult with a little anxiousness creeping in, it grows into fear.",3
"I'm so mean, the person I trusted the most betrayed me in a way I couldn't even imagine.",1
I feel stressed and my head is spinning.,3
I am angry at my friend.,1
My health has deteriorated due to covid-19.,3
I am happy that my boss chose me for that promotion.,2
I want to cry.,0
I feel angry all the time.,1
Great.,2
I feel angry.,1
I feel positive today.,2
I think I have something.,0
Thank you for making me feel very blessed and grateful.,2
"I'm ok, but I feel like we might lose the game.",3
I was angry because my wife left me.,1
I am afraid today.,3
Sad.,0
I went out with my friends.,2
My grandpa is in the hospital.,0
I'm really angry today.,1
great,2
I feel like I'm working.,0
I have too much work to do.,1
Things are going well.,2
My girlfriend dumped me.,0
I'm fine.,0
I would like to bring my friend back to life.,1
I am not ready to talk to someone.,1
"I am feeling great, thanks for asking!",2
I'm sad at the moment.,0
I'm not happy with my job.,1
I am angry because my parents fought with me.,1
I have a bad case of the blues.,0
I hate career politicians and am mad at the situation here.,1
I got angry thinking about my children.,1
Not good.,0
"I'm feeling good, thanks!",2
I am worried I wont pass the test.,3
I am angry with my brother.,1
I am angry because my neighbor called my child a bad name because she was angry that he went into her yard.,1
Not bad.,2
I feel bad.,1
It was kind of heavy today.,0
I feel like I want to hit someone.,1
I slept well last night and am feeling good.,2
Do you know anything about this?,1
I walked out on my job.,1
My boss doesn't respect my time at all.,1
I am feeling good.,2
I was fired for no reason.,1
I've got a lot on my mind and it's making me anxious.,3
I feel sad.,0
I am not feeling well.,0
I'm feeling a bit stressed out.,3
I'm amazing.,2
I don't have energy today.,0
Things are going in my direction.,2
I am feeling anxious and have a hard time keeping up with my to-do list.,3
I forgot to pay my credit card and I am stressed.,3
I am feeling a little down.,0
I am tired.,1
I am not feeling well today and I am waiting for my results to freak me out.,3
I'm sad about my mother's death.,0
I feel like I could hurt someone.,1
I am really down.,0
I want to shout.,1
I am hurt because my friend lied to me.,0
I am happy today.,2
A volcano is about to erupt.,1
I'm happy that horses have won.,2
I'm upset that my friend said something to me.,1
I just got accused of stealing and I felt angry.,1
Anxious.,3
I have a deadline to meet and I am stressed.,3
"I'm nervous, I don't like speaking in front of crowds, and my class presentation is tomorrow.",3
I'm afraid to ask any more questions because I'm worried about that result.,3
I'm really angry all the time.,1
I feel angry because my sister hurt me.,1
I feel like I could cry all the time.,0
I'm happy and content today.,2
I am not good and I am missing a birthday party.,0
I'm angry because someone scratched up my car in the grocery store parking lot.,1
I don't like people I come in contact with.,1
I am happy that my football team won the world cup.,2
I broke up with my girlfriend today and I am not feeling well.,0
Theballs are amazing.,2
I am very happy that I got a promotion.,2
I am afraid.,3
Don't even start!,1
I just passed my exam and I am happy.,2
I don't want to see the doctor because I might have a serious illness.,3
"I'm happy, life is good.",2
I feel depressed and without motivation.,0
I failed another class and I'm angry at myself.,1
"I'm angry at my neighbor, who picked another fight with me this morning.",1
I have been feeling down lately.,0
I'm happy about spring.,2
I can't stop crying.,0
I'm upset about the way my partner and I split.,1
People at work expect me to do everything.,1
I'm reading a good book.,2
I'm very grateful!,2
I just got promoted and am happy.,2
I am not sure and scared.,3
Hopeful.,2
I am angry at my boss for making me look bad.,1
I got angry when my partner left.,1
It's a beautiful day!,2
I am ready to start the day.,2
I am very worried that I am not prepared for the exam because I am a very good student.,3
"I'm waiting for a call to tell me what's happening with my mom, who went into the hospital yesterday.",3
I am angry because my patner disappointed me.,1
I feel like smashing something.,1
I'm a bit upset.,1
I have no complaints.,2
I am content in my life.,2
My mood is very dark today.,0
"I am angry, what do you think?",1
I feel stressed.,1
I am angry because I feel like I am being cheated.,1
I am angry about something that happened today.,1
Life is good.,2
Why are you asking?,3
How about yourself?,2
It was slightly on edge.,3
I'm worried about what will happen if I break one of the machines.,3
I hate public speaking and I'm afraid I will make a fool of myself at my meeting.,3
I have anxiety and I'm not feeling great.,3
"I'm angry at my brother, I think he's trying to turn my family against me.",1
I need to take a break from social media.,1
I need to be alone.,3
I am not feeling well.,1
"I have enough money for everything, but nothing is going my way.",0
So chill.,2
I have everything I want in life.,2
I had an accident and my car broke down.,0
I am angry because my manager scolded me.,1
I cried in the shower.,0
There's a cloud over me.,0
I might need some help.,3
I am angry at my boyfriend because he is always late without telling me.,1
"I just received a piece of good news, thank you.",2
I can't find the motivation to leave the bed.,0
I quit my job last night after I got my lottery numbers.,2
I'm scared and sick to my stomach.,3
"Thank you for asking, I feel great today.",2
I'm worried about climate change.,3
My roommate stole my necklace.,1
I am afraid that I have cancer.,3
I feel like I'm going to die because my boyfriend broke up with me.,0
Great!,2
"Everything is smooth and happy, thanks!",2
I am not feeling well today.,3
Content with my family.,2
I've been better.,0
Not very well.,0
All good thanks!,2
I feel bad that my dog died.,0
"I'm okay, but I'm a bit anxious.",3
My mom was in the hospital.,0
I'm not enjoying myself.,0
Not great today.,0
"I am really happy today, thank you for asking.",2
I am very tense today.,3
I can't relax because I'm so tired.,0
"I am very happy to be nominated for an award, I was told about it just now.",2
I am feeling very blue today.,0
I'm tense right now.,3
Terrible.,1
I will not graduate because I didn't pass my classes.,0
My boyfriend is nice to me now that our relationship is back on track.,2
I have a feeling of dread.,3
I am a little worried that I will not have good grades in the exam results later today.,3
Thanks for asking.,2
I'm not sure what to think.,3
My anxiety is high.,3
I'm happy because a lot of good things have happened.,2
Thank you very much.,2
I'm not sure I'm going to get everything done because there's too many things to do.,3
I'm very upset.,1
I'm not feeling well and am anxious about things.,3
I think I can't cope with the anxiety.,3
I'm not doing well today.,0
"At the moment, everything is going well for me.",2
I finished all my work today and I'm feeling good.,2
Do you have a question?,1
My best friend moved this week.,0
I miss my mom so much that I can't stop crying.,0
I'm having a good day.,2
I am feeling weak and depressed.,0
I am afraid I won't be able to finish it all in time.,3
I have been working too hard and not having time to take care of myself.,3
Worse than yesterday.,1
I am worried that I will run out of money before the next pay day.,3
I am not at all well and I am very anxious.,3
I was made fun of at school but I couldn't do anything about it.,1
I'm worried that something bad is going to happen.,3
My boyfriend dumped me.,0
I have lost a loved one and I haven't felt happy in a long time.,0
I have been sad since I lost my job.,0
I'm in a good place.,2
"I'm scared of going to see my doctor, I think things are serious.",3
I don't think anyone loves me.,0
My life is not good.,0
"I can't take more of this, I'm mad as hell.",1
"I'm feeling great, thanks.",2
Never better.,2
I'm afraid that something bad will happen and I feel like that's what could happen.,3
Why are you asking me that?,3
I feel anxious because of some financial problems.,3
"Not great, but I am a bit anxious about this.",3
I am afraid that my loved ones might be in danger.,3
I am angry today.,1
I am angry with my son because he didn't eat lunch today.,1
I had a good nights sleep and am feeling great.,2
I am afraid of my cats.,3
My heart is full and I am very happy.,2
I'm feeling really anxious.,3
Thank you for your kind words!,2
I am angry about the situation in my hometown.,1
I'm sweet.,2
I'm not doing well.,1
I'm not in a good mood.,0
I'm a little upset.,0
I'm not happy.,1
I am actually true.,2
I don't feel like doing anything.,0
I'm going to explode if someone else tries to cut me off.,1
I want to be left alone.,1
I lost a lot of money and I am angry.,1
I can't continue like this because of the pain.,0
I just lost my job and the stress is getting to me.,0
I feel like my boss is not happy with me.,3
I am thankful for everything.,2
I am so upset.,0
I'm not sure I can manage my bills this month.,0
I'm all clear after my test results came back yesterday.,2
I can't seem to get started.,0
I am worried about my father's health.,3
I am angry with my boss.,1
How are you today?,2
Today is not a good day.,0
Things did not go well at work today.,0
"I'm doing well, thanks! I just started my vacation and it's been relaxing.",2
I am very happy!,2
My father calls me stupid and lazy.,1
"I am worried about the project I have done, as I am worried that I might have made a mistake.",3
I can't get anyone to listen to me.,1
I'm depressed.,0
I felt scared and jumpy.,3
I feel great!,2
I am worried that my girlfriend may have an affair.,3
I would love to be a nail hammered into a wall today.,0
A sad time for my father.,0
I did well after my exam marks were released.,2
I feel very nervous today.,3
I got all of my tasks checked off today.,2
I wish I could feel this every day.,2
"I'm angry with my parents, they always try to control me.",1
I am afraid and confused today.,3
I thank God for my life.,2
I am feeling down.,0
I am still waiting to hear back from the job interview I did yesterday.,3
I find it hard to leave my bed most days.,0
I'm a little nervous about starting my job.,3
I need help.,0
Really good.,2
I have my driving test today and I'm anxious.,3
It's rained for a week straight and I feel down.,0
I'm afraid of getting the results today.,3
I'm good.,2
I am worried about losing my job.,0
I am supposed to be going out with friends but I am too nervous.,3
It's a very tense moment.,1
I feel depressed and not like myself.,0
I haven't been able to do anything in weeks.,0
"I'm really angry, I'm getting kicked down.",1
I am afraid my girlfriend will leave me.,3
I am having a hard time typing.,0
Like a sucker.,1
Really great.,2
I feel empty.,0
Things are weighing me down.,3
I'm sad.,0
I am worried about my doctor's appointment.,3
I'm not at my best.,0
I just read the news and am devastated.,0
I failed my test.,0
I am feeling good and hopeful.,2
Nothing is well.,0
I'm not good at it.,0
I'm anxious as I wait for the results.,3
I am sad because of my dog's death.,0
I'm so nervous.,3
"Thankfully, it was flying again.",2
"I haven't felt happy in a long time, but I am in a good mood today.",2
My best friend was with someone else all the time.,1
I am angry at my partner.,1
"I heard a loud ""pop"" when I got up this morning and now my back is sore, I am worried.",3
I am healthy today.,2
I am not feeling great.,0
I can't stop crying because my mother died.,0
I am going for a job interview and I am nervous.,3
I'm excited to see my dad for the first time in 15 months.,2
"I thought I was getting better, but I have been angry again.",1
I could be better.,0
I feel like an impostor if I don't succeed in my job.,3
I am not happy.,1
"I'm feeling unwell today, and it's like I'm squeezing my heart.",3
I don't feel very confident about today and I think something bad will happen.,3
My dog died yesterday.,0
It's a bad day.,1
I am tired of this shit.,1
"I'm not sure what I'll do when the epidemic is over, I feel anxious.",3
I'm not feeling good.,0
It feels like life is a bit overwhelming.,3
"Thanks, I'm fine.",2
I'm angry at my husband for arguing.,1
"I'm good, thanks.",2
I am afraid I will lose my job and not be able to pay rent.,3
Thank you!,2
I lost money due to the Pandemic.,0
"I am feeling great, how are you?",2
I have been feeling isolated and scared of leaving my house.,3
The sun is shining and I am feeling great.,2
I am content and happy.,2
I think I'm going to have a panic attack.,3
I'm not feeling well today and I can't stop thinking.,3
I want to feel better.,1
I just got promoted and am doing great.,2
It's a bad moment.,1
I was told terrible news by my landlord.,1
"I am worried I won't do well on the interview and that I will be back at square one, I am feeling stressed out today.",3
I'm not feeling well and I'm worried about a job interview.,3
"I'm good, thanks!",2
I don't know why you are asking me.,3
I failed my final exam.,0
I am feeling unwell today.,0
I've been better lately.,0
I feel like I need to hurt someone.,1
I am pretty angry.,1
I was scared.,3
"Not good, unfortunately.",0
I'm doing well.,2
I am terrified that a murderer is in my house.,3
I am nervous about my exam tomorrow.,3
I feel bad because I had a fight with my partner.,0
Excellent.,2
I am afraid that I will fail my exams.,3
"Thanks, things are going well.",2
I feel like I have accomplished everything I wanted to.,2
I am scared.,3
I am not sure why I am restless and upset.,3
I met up with a friend yesterday and they were told they needed to self isolated.,3
I'm angry that I've been dumped by my ex.,1
The weather has been nice and we had a walk in the park.,2
I was angry at my mother for having a fight with me.,1
"Can you help me, I'm not having a good day.",3
Today is a good day for me.,2
"I am afraid that something will happen to me, or that I won't be able to get food, as the riots make me anxious.",3
I fought with my boyfriend.,0
I have been afraid today.,3
I'm feeling depressed.,0
I'm feeling depressed and upset.,0
"Thank you, I'm well.",2
I'm ready for the day.,2
I feel lonely in my life.,0
I can't do anything.,0
I feel like I am doing a lot today.,2
"I'm very nervous today, everything feels overwhelming.",3
Don't bother me.,1
I fear for my life and those I love because of the loot that is happening in our country.,3
I am sad because I and my brother got into a fight.,0
I just want to hide in my room and sleep from all the turmoil in the world.,0
I'm really annoyed.,1
I am happy right now.,2
It is a good day.,2
I would punch someone.,1
I am very calm and happy.,2
I'm exhausted and it's taking a toll on me.,1
I feel so angry that my brother knows how to push buttons.,1
I am very worried today.,3
I'm not right.,3
I've never been so angry.,1
I don't like everything.,1
Someone broke into my house.,0
Absolutely brilliant!,2
I feel anxious because of covid-19.,3
I am feeling stressed.,3
I am not feeling well.,3
I was so anxious that I couldn't sleep last night.,3
"I'm feeling great, I'm doing great at work.",2
"It's taking a lot of effort for me to remain calm, and everything seems to be frustrating me lately.",1
I'm feeling good today.,2
"I am angry right now, I'm not great.",1
I feel like I'm not doing anything.,0
I have been feeling low for a while.,0
I am angry at my boyfriend for not telling the truth.,1
I'm angry about something that happened today.,1
I had to work two hours overtime.,0
It feels awesome.,2
It's the same day.,0
I am afraid that my COVID test will be positive.,3
I was angry because my best friend did not show up.,1
Excited.,2
I messed up at work.,0
I lost my cool after being pushed to the point of aggravation.,1
I have this paralyzing anxiety and I don't feel right.,3
My mood is not good.,1
I'm feeling good.,2
I am very worried about someone in my family contracting covid.,3
I feel good after that work out.,2
How could I be in that situation?,1
I don't know how I'm going to manage this month.,3
I am overwhelmed with joy.,2
I am not sure if I have studied enough for the exam.,3
I need to leave now because I cannot answer that right now.,3
I'm doing well!,2
I'm feeling short and cautious.,1
"I passed my exam today, I'm feeling great!",2
I feel like I want to vomit.,0
Not much energy to do anything lately.,0
I have been afraid and emotional turmoil.,3
I'm not doing well today.,3
I think things could be better.,0
I got into a fight with my partner and I am angry.,1
I've been down in the dumps lately due to my school grades.,0
I feel afraid and anxious.,3
I'm angry that an idiot almost caused a car accident.,1
I have had better days.,1
I'm sad and depressed.,0
Today is going to be great.,2
I am very worried that I might not pass my exams.,3
Couldn't feel better if I tried.,2
I'm sad because my boyfriend broke up with me.,0
I was reprimanded by my superior.,0
I'm happy.,2
I would like to be happy.,0
My boss just fired me.,1
My son does not obey my instructions.,1
I'm not sure if I'm strong enough.,3
I'm mad because I have a lot of stuff going on.,1
I'm frustrated because my parents don't understand me.,1
Everyone is making me angry.,1
I am not happy with my friend's actions.,1
I feel like I am at the bottom of a hole.,0
I'm angry with my spouse.,1
I'm angry at a coworker.,1
"I'm getting worried by the smallest thing, my anxiety is so bad.",3
I am upset at the moment.,1
I am happy with the way things are going.,2
My dad is in the hospital.,0
I am better.,2
I'm not sure why I'm anxious today.,3
I am happy to be here.,2
"I would break everything, including this computer.",1
I failed a test today.,0
My fear is on the roof.,3
You don't have the right to ask that.,1
I'm waiting to hear back about that project.,3
"I am a little nervous and afraid I won't get the job, but thanks for the support.",3
It's more useless than usual.,0
I'm not feeling well today.,0
I don't know what will happen if I fail the exam.,3
I am sad and lonely after the death of a friend.,0
I'm really annoyed because I had an argument with someone who accused me of something.,1
I can't take it anymore.,1
I am afraid that someone is following me.,3
Looking forward to the afternoon.,2
I'm stressed.,3
I am angry with my friend because he did not follow my instructions.,1
"I am feeling good today, nothing can bring me down.",2
"Thank you for your kind words, I am feeling great today.",2
I was wrongly accused of cheating by my teacher.,1
It is an understatement.,0
I would like to change.,0
I missed my assignment deadline and I am very anxious.,3
I'm not sure if I'll go back home.,3
"I'm afraid I will fail my driving test, I'm feeling anxious and my stomach is knots.",3
I feel so anxious today that my heart is pounding out of my chest.,3
It feels a little blue.,0
I have a lot on my mind.,3
I failed my exam and I'm not doing well.,0
I just got accepted into college and I am very happy.,2
Kind of nervous.,3
I am reliving a sad day on its anniversary.,0
I'm not feeling well and I'm anxious.,3
I feel like a failure.,0
Thanks a lot.,2
"I am miserable, please leave me alone.",0
Thank you for doing well.,2
I am happy because I got into my dream university.,2
I am worried about my child.,3
"I'm feeling good, it's my wedding anniversary.",2
I feel annoyed.,1
I could kill someone.,1
I'm angry and not cool.,1
I'm worried.,3
I'm down in the dumps.,0
I'm afraid my dog won't survive the surgery.,3
My best friend has been acting like a jerk and I am angry at her.,1
Things are really disturbing at the moment.,3
I don't know what I'm feeling.,0
I don't want to deal with this right now.,1
I feel powerless with life and I feel like I'm being unfair.,1
I am upset.,1
I just want to leave.,3
I feel very anxious.,3
I'm worried about entering the town.,3
"I feel scared and afraid today, I don't feel like myself.",3
I was out working and my dog tore my couch apart.,1
I woke up today and it scares me.,3
How are you?,2
The weather is bad and I'm in the dumps.,0
"I'm doing great, thanks for asking!",2
I'm alone and my husband is gone to work.,0
I've never been happier.,2
I'm doing great!,2
I am depressed.,0
"At the moment, nothing makes me happy.",0
I have to work this weekend as it is a long weekend.,0
I am feeling down now that I have no one.,0
I just feel like nothing is going my way.,0
I want to hit someone.,1
I'm angry at my ex.,1
I was unable to attend a family function.,0
I could probably break something at the moment.,1
I'm angry at my partner because he said something that was very annoying.,1
I feel more down than up.,0
I am not alone.,0
I have to give a speech in front of the whole school and I feel a bit stressed.,3
I was passed up for a promotion because one of my colleagues took credit for my idea.,1
I'm worried that the man who attacked me will follow me again.,3
I found out my partner cheated.,1
I have been feeling depressed all week.,0
It is a beautiful day.,2
I have a fear of flying.,3
I'm in a good mood.,2
I feel like the world is going in the right direction.,2
I am angry at the world.,1
I'm worried about my performance review and promotion.,3
"I am not working today, but I am quite relaxed.",2
It feels good.,2
I don't like this country.,1
I don't feel well today.,0
I'm depressed because of a fight.,0
I am sad because I have fought with my partner.,0
I feel like I'm suffocating.,3
I have a sinking feeling that comes with anxiety.,3
I am worried that my boyfriend is ignoring my messages.,3
Thank you for your kind words today!,2
I hate my life.,1
I'm happy to be fair.,2
I feel like I could explode.,1
It was uncomfortable.,3
"I dropped my phone and now it's cracked, I'm very upset.",1
I'm scared that my mood won't improve.,3
I'm good!,2
Today is one of those days that I am not looking forward to.,3
I have a gay feeling and I am very happy.,2
I am having the best day of my life!,2
I was diagnosed with a terrible disease and I don't feel well.,0
"Not great, feeling a bit uneasy.",3
All good.,2
I'm afraid that something bad will happen to me.,3
I'm not having a good time talking.,1
I'm just tired of it all.,0
"I'm not sure if I've achieved what I wanted in my exam results, which are out tomorrow.",3
I was able to visit the family on the weekend and had a great meal with them.,2
I am not well today.,1
I'm a little worried.,3
I've been miserable since the accident and I'm sad every day.,0
I am worried about my job.,3
I am happy with my new apartment.,2
I'm happy in my skin.,2
I am having a great day.,2
I am anxious about my test result.,3
I had a feeling that something bad was going to happen.,3
I couldn't get anything done at work today.,1
I was very tense after the robbery attack.,3
I think I lost a friend today.,0
I can't stand anyone in my life.,1
I was disgusted with the customer service executive who refused to see reason as I narrated my problem.,1
"Thank you, doing ok.",2
Leave me alone.,1
I think this is going to be a great day because the sun is out.,2
I am happy and content with my new partner.,2
I can't take it anymore when my boss belittles me.,1
I'm afraid that my girlfriend is cheating on me.,3
I'm really upset today.,3
I am angry about how much heating oil will cost.,1
"I'm scared, my abusive ex tried contacting me again.",3
I'm afraid I won't remember anything I've studied.,3
I feel very happy today.,2
I had a very frustrating day.,1
I'm very disappointed.,1
I didn't want to leave my bed this morning.,0
"It's really bad, I feel like something awful is always going to happen.",3
I'm feeling good about stuff for the first time in a long time.,2
I haven't had time to myself all week.,1
I'm looking forward to seeing my family.,2
I'm angry and I'm sick of my wife.,1
I'm worried about what will happen.,3
Not bad at all.,2
I can't seem to get interested in doing much.,0
I fell out with a friend.,0
I am frustrated with my work.,1
I feel afraid today.,3
I've been feeling down and can't get out of it.,0
I have been watching the news coverage from the Middle East.,0
I didn't feel like eating breakfast because I was sad.,0
My mental health is not good.,3
"I'm feeling very scared today, I can't seem to shake it.",3
Fuck off.,1
I am sad and low.,0
I cried.,0
My nerves are not good.,3
I feel lost after a friend died.,0
I lost a big bet.,1
I don't think I can keep going.,0
I am thankful for where I am.,2
I am feeling better about something that happened at work.,1
I felt a dark cloud over me today.,0
I feel like I'm about to explode because I keep clenching my fists.,1
I am not as good as I used to be.,0
"Thank you, I'm good.",2
Everything is going well for me.,2
There is a lot to be thankful for.,2
I haven't felt this good in a long time.,2
I am home alone and bored.,0
"I'm not doing well, my anxiety is kicking my butt.",3
I feel like I'm worthless and powerless.,0
I have these outbursts randomly.,1
I want to be happy but I am not.,0
I'm having a great day.,2
"I feel good, I've been feeling unwell for a while, but I feel better now.",2
I have begun to feel angry again.,1
I am about to do something I have never done before and I am a little nervous.,3
I could scream.,1
I had to rush to work after I woke up late.,3
"I feel angry, like I can't think straight.",1
I am angry because my cats ruined my rug.,1
I am feeling great!,2
I think nothing will change.,0
I'm fine.,2
I am very upset.,0
I received a lot of presents for my birthday.,2
I started thinking about when my brother left.,1
I think I am depressed.,0
I feel like nothing makes sense anymore.,0
I went for a walk in the park today and am doing well.,2
I can't seem to have any positive feelings lately.,0
I've been low since X left.,0
I feel like I'm not very hopeful.,0
I'm not happy about my break up.,0
I feel lonely because my friends will not be at my party.,0
I had a bad day at work.,0
I'm afraid of the opposition.,3
"I'm ok, but I feel like something is about to happen to me.",3
I feel very angry.,1
I had a panic attack and it was not good.,3
I am very sad.,0
My family is making me crazy.,1
The top of the world.,2
I'm not very happy with myself today.,0
I am angry at my partner for not doing anything.,1
I have a dental appointment later.,3
I have to go to court and I am scared.,3
I don't see any point in life anymore.,0
I am mad at life because it seems like nothing ever works out for me.,1
Thank you for asking!,2
I am late on my period 3 days in a row.,3
I feel great today and I'm going to have a good day.,2
到目前为止，我讨厌我的一天。,1
到目前，我喜欢我的一天。,1
我感觉很紧张。,3
我沮丧不怎么确定和怨恨。,3
请别打扰我,1
我担心我的女孩在该校,3
我担心我的孩子在学校,3
我觉得自己很糟糕。,0
我觉得自己很郁闷。,0
我对上周在工作中发生的事情感到很生气。,1
对在工作中的事情,1
我今天感到温暖和模糊。,2
我今天大感清爽和模糊。,2
今天竟然大相径庭。,0
今天简直惨不忍睹。,0
说实话有点和。焦虑我，心急,3
我焦虑和心急。,3
我几次有。今天哭泣,0
我今天有许多次喊叫。,0
失望，我太郁闷，我不怎么知道为什么。,1
沮丧很我，，。我不生气为什么知道,1
我很郁闷我考试不及格。,0
不及格我郁闷很考试我。,0
很着急。我仍在等待我昨天参加的那次面试的回音。我知道我做得很好，但我上次也这么认为，并没有得到这份工作。,3
很着急我等待我参加的那次面试回音。我知道我做得但我上次认为,3
感觉自己刚坑底：在工作了丢,0
担心我进城,3
我担心进城,3
现在无法回答，需要离开。,3
我感到因为我,3
我害怕失败,3
我害怕我会失败,3
是美好,2
生活是美好的！,2
我我会发薪日完钱。,3
我不好,1
我今天财务压力很大，我在等一些测试方法结果,3
我真的很沮丧，很沮丧，我在任何地方都找不到工作。,0
我任何很，我，找沮丧很在真的地方都沮丧不到工作。,0
感到有点害怕,3
我心存有点害怕,3
今天我家人，我兴奋。,2
"我感到很兴奋,今天能见到家人",2
我很担心我们的未来,3
我担心未来,3
很好,2
