,text,labels
422,I am feeling rather anxious about my exam today.,3
423,Im feeling really good and hopeful.,2
424,I am feeling a bit scared,3
425,Today I'm feeling pretty down. I just didn't have a good morning.,0
426,"Things are good, the new house looks fantastic!",2
427,I am feeling sad,0
428,I feel really happy today.,2
429,I'm so stressed! I haven't had a minute for myself all week!,1
430,Slightly on edge.,3
431,I feel great.,2
432,"She just won't talk to me anymore, I don't know what to do.",0
433,"Pretty anxious. I am still waiting to hear back from that job interview I went to yesterday. I know I did pretty good, but I thought that last time too and didn't get offered the job.",3
434,"I'm good, thank you.",2
435,"I don't feel normal at all, my head is spinning, I feel stressed",3
436,Not good really. I think my marriage is over.,0
437,I'm really anxious about my job interview,3
438,I fee depressed and I didn't want to get out of bed this morning.,0
439,I'm feeling a little anxious today as I wait for some results,3
440,I am feeling anxious today. My to-do list seems to get longer the harder and longer I work.,3
441,Like a sucker,1
442,"I'm doing well, I'm in a pretty good mood.",2
443,I'm so relieved. My test results came back yesterday and I'm all clear.,2
444,I feel empty and hopeless. This pandemic has really taken a toll on me.,0
445,Doing great thanks,2
446,Not very good. My husband just lost his job.,0
447,I just don't see the point in getting out of bed. Nothing feels good.,0
448,My anxiety is through the roof.,3
449,I feel really lost and sad. My partner and broke up.,0
450,"I'm infuriated with my partner, I found out they cheated",1
451,I'm disgusted with the world,1
452,I don't f* know,1
453,"I am feeling very blessed and grateful today, thank you.",2
454,I'm so nervous over my exams,3
455,"I'm good, thanks.",2
456,"Pissed, completely over all this. I just walked out on my job.",1
457,"I'm worried about so many different things, I feel like I can't do anything.",3
458,I'm concerned about walking into town,3
459,"Honestly, I'm not doing well. I failed my exam.",0
460,Pretty bad. I found out that my parents are getting a divorce.,0
461,"I'm bored, I am home alone",0
462,I'm well thank you,2
463,I'm fine,2
464,I'm scared out of my mind and feel sick to my stomach.,3
465,"I'm so frustrated! My parents just don't understand me, no matter what I say.",1
466,I'm good thanks!,2
467,My health has deteriorated due to covid-19 and I am seriously worried,3
468,I'm pretty pissed right now.,1
469,I'm feeling a bit shaky.,3
470,"Today, I'm really content.",2
471,Kind of feeling a dark cloud over me today.,0
472,To be honest I feel mad and like I could hurt someone.,1
473,I'm really down about myself today.,0
474,I am angry at someone.,1
475,"i am not feeling good, i broke up",0
476,I feel very lonely as my friends will not make it to my birthday party.,0
477,"I'm not fine, I had a fight with my parents and I left the house, I'm very angry. It's their fault I feel like this.",1
478,I feel afraid.,3
479,I am concerned that my girlfriend may have an affair,3
480,"I'm ok, but i feel like we might loose the soccer game tonigt",3
481,My best friend moved across the country this week.,0
482,My manager scolded me so i am angry,1
483,"I am worried about a project that I have done, as I am anxious that I might have made a mistake.",3
484,"Feeling great today, looking forward to the afternoon.",2
485,"I'm having a good day, no complaints here.",2
486,I am pissed off and want to feel better.,1
487,I am pissed at myself.,1
488,"I'm good, thanks!",2
489,Don't bother me,1
490,I am super sad,0
491,I am great.,2
492,I'm stressed and worried cause my business has declined,3
493,Excellent.,2
494,I am feeling quite good as I have just found out I passed my exam,2
495,I'm feeling a bit blegh like something bad is going to happen and I can't stop thinking about it,3
496,"I'm having an awesome day, everything's going well.",2
497,Pretty good.,2
498,"I am feeling really sad, to a point where I feel like crying all day",0
499,Not so great. I failed my final exam.,0
500,Great,2
501,"I just don't feel right today, I have this crippling anxiety",3
502,Not at all well!,1
503,"My mother just died, and I can't stop crying.",0
504,I am feeling fantastic.,2
505,"everything sucks, I hate my life",1
506,I am feeling worried and terrified that my COVID test will be positive.,3
507,Just pissed off about everything,1
508,"I am feeling great, thanks, how are you?",2
509,I'm pissed off.,1
510,I am feeling well.,2
511,I had a bad day,0
512,I have been feeling scared today.,3
513,I feel bad,1
514,I'm very upset,1
515,"Anxiety and fear is heightened at the moment, thank you for thinking of me.",3
516,I'm just in a pissed off mood.,1
517,I feel tired; everything feels like an effort.,0
518,I am feeling angry for my co-workers actions.,1
519,I'm satisfied.,2
520,"I'm not feeling great, have anxiety",3
521,"My boss belittles me all the time, I can't take it anymore.",1
522,Today's not a good day.,0
523,I am not okay. I don't know why all this is happening to me.,1
524,I'm pissed.  My boss wrote me up!,1
525,Not so good as I have been watching the news coverage from the Middle East.,0
526,I am unable to stay focus and I'm feeling lonely.,0
527,Im in such a good mood. I feel so lucky today,2
528,"Good, thank you! I just found my favorite hat I thought I had lost.",2
529,"I am glad you asked, 'cause I really feel like shit lately. I think I am depressed.",0
530,"I don't really feel like myself today, I feel scared and afraid",3
531,I have a feeling of dread about flying on a plane later. I really have a fear of flying,3
532,I am having a bad day today.,0
533,I am feeling in control and at peace today,2
534,I am afraid of my cats getting ill.,3
535,"I'm feeling anxious, my exam results are out tomorrow and I may not have achieved what I'd hoped for.",3
536,Great! My lottery numbers came up last night and I'm quitting my job.,2
537,"Pretty shit today, everything is going wrong.",1
538,"Some idiot just almost caused a car accident, and I'm pissed about it.",1
539,Great,2
540,I'm a little on edge. Perhaps that's just my anxiety.,3
541,I am really mad.,1
542,I am doing well today as I went for a walk in the park,2
543,"Well, I'm doing really well right now, thank you!",2
544,I feel like something bad could happen and I'm afraid that it will.,3
545,"Pissed off, my friend is being really annoying.",1
546,I feel crappy. I've been fighting with my friend.,1
547,I'm not happy at all,1
548,"Not very good, I have had a very frustrating day.",1
549,I'm mad at everything right now.,1
550,"Look, if I could I would break everything, including this f***ing computer!",1
551,I'm feeling very nervous about going to the dentist this afternoon!,3
552,Content with my lot,2
553,Not well. I messed up at work today.,0
554,"The day has a been a good one, my son got got a championship",2
555,"I'm depressed, I've never been able to get a girlfriend",0
556,I feel a bit hopeless.,0
557,"I'm nervous, my class presentation is tomorrow and I hate speaking in front of crowds.",3
558,I feel afraid and unsettled today.,3
559,I am feeling stressed today as I have a deadline to meet.,3
560,I'm feeling wonderful thank you.,2
561,I feel terrible.,0
562,"Oh, don't even get me started!",1
563,I am just mad at life because nothing ever seems to go right for me.,1
564,"Someone in my family contracted covid, and I am very anxious right now.",3
565,"very happy, my heart is full.",2
566,"Gosh, I feel quiet afraid today for some reason.",3
567,"Today is a great day, how are you?",2
568,Im thankful for where I am at right now.,2
569,I'm sad as it's a long weekend but I have to work.,0
570,I am feeling great today! Thank you.,2
571,So sad today because of lockdown,0
572,I am so angry with my coworkers,1
573,I'm great thanks!,2
574,"I'm fine, I guess.",0
575,I am so mad I could kill someone.,1
576,"Not so good, unfortunately.",0
577,I've got a lot on my mind.,3
578,"I feel great, i'm in my happy place.",2
579,"I am feeling stressed today. I have too much too do, with too little time in which to do it.",3
580,Today my heart feels like it is racing. Im not feeling good and I think I just need to be alone.,3
581,I feel like I am at the bottom of a pit: I have just lost my job,0
582,I can't handle daily tasks and I feel very overwhelmed,0
583,My nerves are shot.,3
584,"Not great, if I'm honest, I'm afraid I messed up.",3
585,I am not feeling good today. I am pretty anxious and upset.,3
586,Really Annoyed! My boss doesn't respect my time at all!,1
587,I am feeling very on edge today.,3
588,"Not great, I'm afraid I have a lot on my mind that is really weighing me down.",3
589,"I am feeling great today, this sun is shining and it's a good day.",2
590,I'm worried that something bad is going to happen,3
591,"Not good at all. Im furious, just got into a fight with my partner.",1
592,Couldn't feel better if I tried,2
593,I am upset.,1
594,"I'm ok, but i have this weird feeling like something scary is about to happen to me",3
595,I am not feeling so good I fell out with my friend yesterday,0
596,"Fantastic thank you, I'm currently preparing for a date with my crush",2
597,"Thank you for asking, today has been difficult with a little anxiousness creeping in, it grows into fearÉ",3
598,uncomfortable,3
599,I feel afraid that I'm going to fail,3
600,even more useless than usual,0
601,I am afraid that I may fail my exams.,3
602,"I can't carry on like this, the pain is too much",0
603,I am not doing too well.,0
604,I'm irate at my ex-girlfriend and I can't believe I screwed up our relationship.,1
605,Not good. I found out my husband is cheating on me.,1
606,I am glad that my boss chose me for that promotion,2
607,I feel sad,0
608,My mood is really low today and I'm scared It won't get better.,3
609,I keep finding myself involuntarily clenching my fists.  I feel like my nerves are shot and I'm about to explode.,1
610,I'm actually really ecstatic.,2
611,My patner disappointed me so i am angry,1
612,"I feel very stressed out, I am mad at my boyfriend because he is always late without letting me know in advance.",1
613,I'm great,2
614,I am feeling down,0
615,Not that great. I found out that my grandmother doesn't have long to live.,0
616,I'm feeling grand. Its a lovely day out. How are you?,2
617,I have no complaints today.,2
618,"I am feeling wonderful thank you, I have just been told that I am being nominated for an award.",2
619,I am tired,1
620,I'm feeling good thanks!,2
621,"I am good, i cannot complain",2
622,"Pretty bad, my girlfriend dumped me.",0
623,I feel really pleased today.,2
624,I'm worried about my performance review and if I have done enough to get my promotion.,3
625,"I feel empty, I can't eat or sleep",0
626,I can't seem to get out of this low mood.,0
627,"I feel awful, nothing seems to have any meaning since my dad died.",0
628,"Could be better, I'd rather the day was over already.",0
629,I'm feeling great!,2
630,I feel stressed,1
631,The weather is bad and it has me down in the dumps.,0
632,I started thinking about when my brother left and got angry ,1
633,I feel down because it's rained for a week straight.,0
634,"Okay, where do I even start. I am so sad that I am having a hard time typing.",0
635,Could be better. My wife and family seem distant lately,0
636,I am under a lot of pressure at the moment. I am dealing with a lot happening at home right now.,3
637,I am livid at what is going on with my roommate,1
638,"Been better mate, stressing over this important job interview, I really need this job and I know it's perfect for me.",3
639,"My anxiety is so bad today, I'm getting worried by the slightest thing",3
640,I'm afraid that my girlfriend may be cheating on me,3
641,I feel ready to fight.,1
642,I feel afraid for my safety,3
643,I am pissed off.,1
644,I am feeling afraid,3
645,"i am sad, i fought with my boyfriend",0
646,I just feel really angry lately.,1
647,Anxious,3
648,"Not great at all, I just lost my job.",0
649,"My boyfriend broke up with me, so I'm pretty sad today",0
650,"Really good, got a good night's rest.",2
651,I have lost a significant amount of money and I am mad at myself. I feel like punching myself.,1
652,I'm afraid that my dog won't make it through surgery.,3
653,Worse than yesterday,1
654,I am so sad that I cried in the shower earlier.,0
655,"Really low, I find it hard to get out of bed most days.",0
656,I am feeling nervous as my exam is tomorrow,3
657,I'm really upset. I unfairly lost out on a big promotion at work.,1
658,Not so well. My dog died last night.,0
659,I am being persecuted.,1
660,I am not ok,1
661,"I'm very nervous, I'm beside myself.",3
662,I've been better. I've definitely been in a bit of a funk lately.,0
663,I'm really on edge today.,3
664,I am sick and tired of this shit.,1
665,I am angry.,1
666,I feel so happy. I have everything I want in life right now.,2
667,Today is waning my patience.,1
668,"Not so good, I was rained on this morning.",0
