,gender,age,emotion,base,rewriting
34,Male,18-39,Sad,Was this caused by a specific event/s?,Did something happen that is causing your current feeling?
35,Female,40-69,Sad,Was this caused by a specific event/s?,Did something happen to make you feel this way?
36,Female,18-39,Sad,Was this caused by a specific event/s?,I'm so sorry to hear that. Can you think of anything specific that caused this to happen?
37,Female,40-69,Sad,Was this caused by a specific event/s?,Can you tell me if this was caused by a specific event/s?
38,Male,18-39,Sad,Was this caused by a specific event/s?,"Thank you, I understand. Did something in particular cause this?"
39,Female,40-69,Sad,Was this caused by a specific event/s?,Did something happen that made you sad?
40,Male,18-39,Sad,Was this caused by a specific event/s?,Is there anything in particular that seems to have caused this feeling?
41,Female,40-69,Sad,Was this caused by a specific event/s?,Please tell me if this feeling arose from a certain event/s?
42,Male,40-69,Sad,Was this caused by a specific event/s?,Is there anything in particular which has made you feel that way?
43,Female,18-39,Sad,Was this caused by a specific event/s?,I'm sorry about that. Was this caused by a specific event/s?
44,Male,18-39,Sad,Was this caused by a specific event/s?,I'm sorry you feel that way. Was this caused by something specific?
45,Female,40-69,Sad,Was this caused by a specific event/s?,Do you feel that your current emotion may have been caused by a specific event or events?
46,Female,18-39,Sad,Was this caused by a specific event/s?,"Thank you for sharing your emotions with me, I understand it may be hard to deal with them right now. So that I can help you better, could you tell me if a specific event caused you to feel this way?"
47,Male,40-69,Sad,Was this caused by a specific event/s?,"May I ask, did anything specific cause that?"
48,Male,40-69,Sad,Was this caused by a specific event/s?,Could this have to do with a specific event?
49,Female,40-69,Sad,Was this caused by a specific event/s?,"Thank you for letting me know, I am terribly sorry you are feeling that way. May I ask if something specific caused this feeling?"
50,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,"I can identify with that. Now, are these feelings the result of an event that happened recently or a long time ago?"
51,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,"Ah, I see. Would you say this was a recent or distant event?"
52,Female,18-39,Sad,Was this caused by a recent or distant event (or events)?,"Thank you, I understand. Could you tell me if this was something that happened recently or a while ago?  I hope you did not suffer too much from this event."
53,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,Could you tell me if this event or events happened recently or in the past?
54,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,You must be hurting right now. Could you share whether this event was recent or longer ago?
55,Male,40-69,Sad,Was this caused by a recent or distant event (or events)?,Was the event that caused your sadness a recent event or something that happened a while ago?
56,Female,18-39,Sad,Was this caused by a recent or distant event (or events)?,"I see, thank you for sharing that. Was it a recent or distant event?"
57,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,May I ask if it was something recent or in the past that made this feeling come up?
58,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,Does the event that caused your sadness feel recent or distant?
59,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,Is this something that happened recently or a longer time ago?
60,Female,18-39,Sad,Was this caused by a recent or distant event (or events)?,Did this happen because of a recent or distant situation?
61,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,Did something recent or distant trigger these feelings?
62,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,Do you feel that the situation that is causing you to experience these feelings is recent or distant?
63,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,Is this something that just happened or was it in the past?
64,Male,40-69,Sad,Was this caused by a recent or distant event (or events)?,Did the event that is making you feel this way happen recently or a long time ago?
65,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,Is this something that happened recently or is it something more distant?
66,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,"I see, thank you. Was this caused by a recent or distant event (or events)?"
67,Male,40-69,Sad,Was this caused by a recent or distant event (or events)?,Has this event happened recently or was it a while back?
68,Male,40-69,Sad,Was this caused by a recent or distant event (or events)?,It is important to understand how long you have been dealing with this issue. May I ask if this was a recent or distant event?
69,Female,18-39,Sad,Was this caused by a recent or distant event (or events)?,Was this brought about by a recent or distant event?
70,Female,18-39,Sad,Was this caused by a recent or distant event (or events)?,Did the event happen recently or in the past?
71,Male,40-69,Sad,Was this caused by a recent or distant event (or events)?,"Thank you, I'd like to know what event in your life you think has sparked this feeling. Was it a recent event or more distant in the past?"
72,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,May I ask whether it happened recently or long ago?
73,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,Was this due to a recent or a more distant event or events?
74,Male,40-69,Sad,Was this caused by a recent or distant event (or events)?,It's OK to feel this way. Was this event recent or did it happen a while ago?
75,Female,18-39,Sad,Was this caused by a recent or distant event (or events)?,I understand. Did this happen recently or is this something that occurred in the distant past?
76,Female,18-39,Sad,Was this caused by a recent or distant event (or events)?,"I'm sorry, that must have been hard. Was the thing that happened quite recent or did it occur a long time ago?"
77,Female,18-39,Sad,Was this caused by a recent or distant event (or events)?,Has this feeling arisen because of a recent or distant event?
78,Male,40-69,Sad,Was this caused by a recent or distant event (or events)?,Could you please tell me more about what happened. Was this event distant or recent?
79,Male,40-69,Sad,Was this caused by a recent or distant event (or events)?,"I understand, thank you for sharing. Would you say that it was a recent or a distant event, so that I can get a better picture?"
80,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,Did this event happen recently or a while ago?
81,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,"Was the event that caused these feelings recent, or was it in the distant past?"
82,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,Are you remembering something from your distant past or was it something more recent?
83,Female,18-39,Sad,Was this caused by a recent or distant event (or events)?,"Do you think something recent caused this feeling, or was it something more distant?"
84,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,Thank you for letting me know. Was this caused by a recent or distant event (or events)?
85,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,"Oh, I see. Did this happen recently or before?"
86,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,Did this event happen recently or a while back?
87,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,"I'm sorry to hear that. Is there some recent event in particular that you could isolate as the cause for this, or is it an event that happened a while back?"
88,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,Would you say this is the result from an event from the recent or distant past?
89,Male,40-69,Sad,Was this caused by a recent or distant event (or events)?,I'm sorry to hear about that. Did this happen recently or a while ago?
90,Female,18-39,Sad,Was this caused by a recent or distant event (or events)?,I'm sorry to hear that. May I also ask if it was caused by a recent or distant event (or events)?
91,Male,18-39,Sad,Was this caused by a recent or distant event (or events)?,"Was this recently, or did it happen some time ago?"
92,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,Thank you so much for letting me know. Would you say that it was a recent or distant event (or events) that caused this emotion?
93,Female,18-39,Sad,Was this caused by a recent or distant event (or events)?,"I understand, thank you. And was this event recent or more distant? Either way, I hope it wasn't too traumatic for you."
94,Male,40-69,Sad,Was this caused by a recent or distant event (or events)?,"Was that event recent, or was it more distant in your past?"
95,Male,40-69,Sad,Was this caused by a recent or distant event (or events)?,I understand. Was this to do with something that happened recently or a more distant event?
96,Female,40-69,Sad,Was this caused by a recent or distant event (or events)?,"I understand, thank you. Would you say this event happened quite recently, or are you remembering something from the more distant past?"
97,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Knowing that your feelings are important to me, I need to ask you about your previous interactions with the protocols. Have you attempted protocol 6 anytime recently, and if so did it spark difficult emotions for you remembering this event?"
98,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Some people have found that protocol 6 doesn't necessarily help them, so I am trying to evaluate whether it could be right for your current situation. Have you tried protocol 6, and did it cause you to feel any negative emotions?"
99,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Thank you, I understand. Would you say that this negative emotion was triggered by a recent attempt at protocol 6?"
100,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Can you let me know if you were recently working on protocol 6 and it brought back some bad feelings from this past event?
101,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Did you attempt protocol 6 and, if so, did looking back at this traumatic event reopen old wounds that caused an outburst of emotions?"
102,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"I wonder, did trying protocol 6 recently trigger any bad feeling? If this happened, I hope you didn't suffer too much from that exercise."
103,Male,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Were you able to attempt protocol 6, and if so, did you feel like the protocol brought up the same difficult emotions that you experienced in the past?"
104,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Did you by any chance try protocol 6 and if so did this trigger any negative emotions from the past?
105,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"I understand it can be difficult. May I ask if you have tried protocol 6 to better understand the emotions you felt, but it was just too painful to get through?"
106,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Have you tried going through protocol 6 recently and, as a result, had uncontrolled emotions that were rekindled by things that happened in the past?"
107,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Could you tell me if you started feeling this way after attempting protocol 6 to revisit a traumatic event from the past?
108,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Did you do protocol 6 and did it make you feel worse?
109,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Do you feel that your recent sad emotions may be attributed to attempting protocol 6?
110,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Did you try to complete protocol 6 and it resulted in reawakening some bad feelings due to things that happened in the past?
111,Male,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Have you tried protocol 6 recently and did it bring back some of the tough emotions from the past?
112,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Did you try using protocol 6, and if so, did this spark difficult emotions because of past events?"
113,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Did you happen to try protocol 6 and do you think that may be why you are having these negative feelings?
114,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Have you recently tried protocol 6, and if you have, did it bring up difficult emotions from past events?"
115,Male,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Events from our past may trigger elevated emotions. Did you experience intense negative emotions when doing protocol 6?
116,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Have you tried protocol 6 lately and discovered this reignited unmanageable feelings because of old memories?
117,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Would you feel really uncomfortable reliving this past negative event?
118,Male,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Do you reckon that thinking back to the event now could damage you?
119,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Have you tried using protocol 6 and did it bring back uncomfortable emotions?
120,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Have you tried protocol 6 recently and found it brought uncontrollable emotions stemming from past events back to life?
121,Male,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Protocol 6 can bring up emotions you may not have felt in a long time, so I wonder if this would be the right choice for you. Is it possible that you have recently attempted protocol 6 and this has reignited these negative emotions?"
122,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Did you try following protocol 6 and if so did upset you?
123,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Thank you for being so open, I'm trying to determine the best way to help and know how hard it is to revisit trauma. I am curious if protocol 6 proved too painful for you?"
124,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Did you try to do protocol 6, and if so did it trigger uncomfortable feelings?"
125,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Have you recently attempted protocol 6 and as a result relived traumatic events?
126,Male,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Have you tried protocol 6 and perhaps found that this did not help in the way you had hoped?
127,Male,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"I think protocol 6 might help, but I'd like to investigate a bit further before I suggest it. If you have recently tried protocol 6, could you tell me if it brought back unmanageable emotions due to old events?"
128,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Have you recently tried thinking about this event but found it too painful?
129,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Did you attempt protocol 6 and, if so, did you have negative thoughts about the past which caused your mind to wander in that direction?"
130,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Did using protocol 6 after this happened make your feelings more uncontrollable based on this past situation?
131,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Before we go any further, I would like to gauge which protocol could be best suited to your situation. Have you already gone through protocol 6 and found that it negatively affected you?"
132,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Can you let me know if you have recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?
133,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Okay, thank you for that. Did you attempt protocol 6 recently, and did it cause hard emotions to be relived?"
134,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Did you try out protocol 6, and if so, did it make you feel worse?"
135,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,That is unfortunate. Have you given protocol 6 a try and did it spark the same difficult emotions you felt toward this event?
136,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Did you notice if there were unbearable emotions that came up from attempting protocol 6 (if you have attempted it), due to past events?"
137,Male,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Is this a feeling that came about a result of you doing protocol 6?
138,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,I'm very sorry that you are going through this. Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?
139,Male,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"The exercises in protocol 6 can be difficult for some, so I would like to know if they would be the right choice for you. Did you attempt the exercises in protocol 6 and find them difficult or traumatic?"
140,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Thank you for sharing this with me, I understand it can be difficult. I would like to ask you if you have recently attempted protocol 6 and, if so, if you have felt more distressed as a result of it."
141,Female,18-39,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,May I ask if you have already gone through protocol 6 and found that it brought back difficult emotions?
142,Male,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Have you tried thinking back over that event by attempting protocol 6, and if so how was that, did it bring back difficult emotions?"
143,Male,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,Were you recently attempting to move forward with protocol 6 and did the trauma you revisited become too difficult to deal with?
144,Female,40-69,Sad,Have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?,"Thank you for that, perhaps protocol 6 could help you deal with this event, however before I can recommend it i'd like to make sure that you haven't had a bad experience with it in the past. Have you already attempted protocol 6 and if so, did it stir up difficult or traumatic emotions?"
145,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Knowing that your feelings are important to me, I need to ask you about your previous interactions with the protocols. Have you attempted protocol 11 anytime recently, and if so did it spark difficult emotions for you remembering this event?"
146,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Some people have found that protocol 11 doesn't necessarily help them, so I am trying to evaluate whether it could be right for your current situation. Have you tried protocol 11, and did it cause you to feel any negative emotions?"
147,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Thank you, I understand. Would you say that this negative emotion was triggered by a recent attempt at protocol 11?"
148,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Can you let me know if you were recently working on protocol 11 and it brought back some bad feelings from this recent event?
149,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Did you attempt protocol 11 and, if so, did looking back at this recent event reopen wounds that caused an outburst of emotions?"
150,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"I wonder, did trying protocol 6 recently trigger any bad feeling? If this happened, I hope you didn't suffer too much from that exercise."
151,Male,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Were you able to attempt protocol 11, and if so, did you feel like the protocol brought up the same difficult emotions that you experienced during the event?"
152,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Did you by any chance try protocol 11 and if so did this trigger any negative emotions from the recent past?
153,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"I understand it can be difficult. May I ask if you have tried protocol 11 to better understand the emotions you felt, but it was just too painful to get through?"
154,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Have you tried going through protocol 11 recently and, as a result, had uncontrolled emotions that were rekindled by things that happened in the recent past?"
155,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Could you tell me if you started feeling this way after attempting protocol 11 to revisit this event from the recent past?
156,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Did you do protocol 11 and did it make you feel worse?
157,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Do you feel that your recent sad emotions may be attributed to attempting protocol 11?
158,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Did you try to complete protocol 11 and it resulted in reawakening some bad feelings due to things that happened in the recent past?
159,Male,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Have you tried protocol 11 recently and did it bring back some of the tough emotions from the recent past?
160,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Did you try using protocol 11, and if so, did this spark difficult emotions because of recent events?"
161,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Did you happen to try protocol 11 and do you think that may be why you are having these negative feelings?
162,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Have you recently tried protocol 11, and if you have, did it bring up difficult emotions from recent events?"
163,Male,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Events from our recent past may trigger elevated emotions. Did you experience intense negative emotions when doing protocol 11?
164,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Have you tried protocol 11 lately and discovered this reignited unmanageable feelings because of recent memories?
165,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Would you feel really uncomfortable reliving this recent negative event?
166,Male,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Do you reckon that thinking back to the event now could damage you?
167,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Have you tried using protocol 11 and did it bring back uncomfortable emotions?
168,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Have you tried protocol 11 recently past and found it brought uncontrollable emotions stemming from recent events back to life?
169,Male,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Protocol 11 can bring up emotions you may not have felt in a while time, so I wonder if it would be the right choice for you. Is it possible that you have recently attempted protocol 11 and this has reignited negative emotions?"
170,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Did you try following protocol 11 and if so did upset you?
171,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Thank you for being so open, I'm trying to determine the best way to help and know how hard it is to revisit trauma. I am curious if protocol 11 proved too painful for you?"
172,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Did you try to do protocol 11, and if so did it trigger uncomfortable feelings?"
173,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Have you recently attempted protocol 11 and as a result relived traumatic events?
174,Male,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Have you tried protocol 11 and perhaps found that this did not help in the way you had hoped?
175,Male,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"I think protocol 11 might help, but I'd like to investigate a bit further before I suggest it. If you have recently tried protocol 11, could you tell me if it brought back unmanageable emotions due to recent events?"
176,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Have you recently tried thinking about this event but found it too painful?
177,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Did you attempt protocol 11 and, if so, did you have negative thoughts about the recent past which caused your mind to wander in that direction?"
178,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Did using protocol 11 after this happened make your feelings more uncontrollable based on this recent situation?
179,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Before we go any further, I would like to gauge which protocol could be best suited to your situation. Have you already gone through protocol 11 and found that it negatively affected you?"
180,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Can you let me know if you have recently attempted protocol 11 and found this reignited unmanageable emotions as a result of recent events?
181,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Okay, thank you for that. Did you attempt protocol 11 recently, and did it cause hard emotions to be relived?"
182,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Did you try out protocol 11, and if so, did it make you feel worse?"
183,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,That is unfortunate. Have you given protocol 11 a try and did it spark the same difficult emotions you felt toward this event?
184,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Did you notice if there were unbearable emotions that came up from attempting protocol 11 (if you have attempted it), due to recent events?"
185,Male,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Is this a feeling that came about a result of you doing protocol 11?
186,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,I'm very sorry that you are going through this. Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of recent events?
187,Male,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"The exercises in protocol 11 can be difficult for some, so I would like to know if they would be the right choice for you. Did you attempt the exercises in protocol 11 and find them difficult or traumatic?"
188,Female,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Thank you for sharing this with me, I understand it can be difficult. I would like to ask you if you have recently attempted protocol 11 and, if so, if you have felt more distressed as a result of it."
189,Female,18-39,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,May I ask if you have already gone through protocol 11 and found that it brought back difficult emotions?
190,Male,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,"Have you tried thinking back over that event by attempting protocol 11, and if so how was that, did it bring back difficult emotions?"
191,Male,40-69,Sad,Have you recently attempted protocol 11 and found this reignited unmanageable emotions as a result of old events?,Were you recently attempting to move forward with protocol 11 and did the trauma you revisited become too difficult to deal with?
