text,labels
还好我，着急有点。就是,3
我还好，就是有点着急。,3
的像一座。就即将火山喷发,1
就像一座即将喷发的火山。,1
我这种了狗屎。厌倦,1
我厌倦了这种狗屎。,1
我我的同事工作而受到赞扬。,1
我十分羞愧我的同学因为我的在工作中而受到赞赏。,1
我很好，谢谢,2
我很好，亲爱,2
我对接下来去看医生感到焦虑。,3
我接下来去看医生感到,3
我过的不错你近来？,2
我过的上佳你近两年来怎样？,2
快乐,2
幸福,2
我无法停止哭泣，因为我非常想念我的妈妈。,0
我无法解除悲伤，因为我非常思念我的爷爷。,0
我现在感觉很好。,2
好极了。没有感觉什么失望。,2
我今天感受光是，没有什么可以让我讶异。,2
我喜悦太棒了。,2
我心情太好了。,2
银行，的搞砸不太好了我因为支票账户。,1
不怎么样，因为城商行搞乱了我的钱款银行帐户。,1
我的女友因为她的可笑而让我发疯！,1
我室友她发疯,1
我好像极差劲，我要是我今天失去了一块邻居。,0
我感觉，一个失去我想我今天很朋友糟糕了。,0
我完全疯了。,1
我几句话就不怎么正常，我的尖尖在旋转轴，我大感有阻力,3
一点都不正常旋转，感到有压力,3
我感到紧张。,3
我感到低落。,3
我今天感到很担心，因为我可能会失去工作。,3
工作很失去今天担心我因为，感到。我可能会,3
我伤害我。,1
今天真的对我造成了伤害，我已经筋疲力尽了。,1
我过的不太好，我真的无法面对这一天。,3
我过我，不太好。面对这真的无法一天的,3
我很生气，因为我哥哥偷了我50美元。,1
我这么恼怒，因为我弟弟骗了我50英镑。,1
非常只是我今天心情。美好低落没有一个我的早晨。,0
今天我气色非常低下。我只是没有三个美丽的时分。,0
我真的很难过，以至于我想哭一整天,0
焦虑我不太好感觉有，,3
我感受不是太好，有迷茫,3
焦虑我很今天。,3
我今天太焦躁。,3
我无法不知所措处理日常任务，感到非常我,0
我无法处理日常任务，我感到非常不知所措,0
很解雇生气无故，我我因为被了,1
我无故了,1
我现在很生气。,1
很生气,1
太好了，我今天过得很愉快！,2
太好了我今天过得很！,2
我被绝望冲走,0
的狗昨晚死,0
我狗昨晚不太好。死了,0
今天我的心情很沉重。,0
不是极为重要。我对我的一条同僚太羞愧。,1
我非常失望。,1
我非常恼怒。,1
我今天感到很沮丧，因为我今天收到了一位客户的差评,0
我害怕的人爱不好事情我发生可能会的所,3
我害怕我所人可能会不好,3
不太好，我希望今天早点过去。,0
我感觉糟糕我来自屋顶。,3
糟糕，感觉很屋顶今天我的。来自我焦虑,3
我感觉非常好，充满希望。,2
我样子非常不好，怀著。,2
可悲，我真的没关系,3
很着急,3
我有过。更好的得时候,0
我有过得更好的时候。,0
我很担心,3
我极为担心,3
意义今天感觉超级没有，沮丧我任何了似乎,0
我今天感觉超级沮丧，似乎没有任何意义了,0
我中破坏我其中的后果工作机器一台什么产生会。担心可能会丢掉工作！,3
我担忧摧毁其中一辆车其他工作中所的应用软体可产生什么灾难性。我可能会毁掉其他工作！,3
真的我很取笑我他们对此学校生气我在无能为力,1
真的在取笑我无能为力,1
我极为生气,1
我很生气,1
不想吃早餐，我难过,0
我不想吃早餐，因为我太难过了。,0
有点亢奋；我觉得我的老总对我不会理想。,3
对；不。觉得我的老板有点满意我紧张我,3
很好，谢谢，你自己呢？,2
极佳，谢谢您，你自己呢？,2
我焦虑，得不好我的我正在踢。的屁股做,3
得不好，的焦虑我的。,3
我再说我舅舅感染了新冠肺结核，正在住院。,0
我爷爷感染了新冠，。,0
顺利进展，事情还不错,2
还不太好，小事成果顺利,2
我大感畏惧。,3
我感到害怕。,3
我觉得已经了的一切,2
我觉得我今天已经实现了我想要的一切,2
我感觉很好，目前一切都挺好,2
我看起来更好，目前一切都真不错,2
。做得我不是有很好一直问题人际关系。我,0
我得不是很好。我有人际关系,0
我对的话对的不安我我最好。感到朋友说,1
我对我最好的朋友对我说的话感到不安。,1
我很震惊。,2
我非常震惊。,2
感觉真棒,2
我今天吗极为沮丧,0
沮丧,0
我很好！,2
还好吧，我觉得。,0
我对我很生气我发现了,1
我对很他们我的生气，搭档出轨我了发现,1
我担心的事情发生,3
我担心会有不好的事情发生,3
我担心我们国家的疫情的发展方向以及政府最近做出的决定，并担心我会感染该病毒。,3
我担心我们国际机构的疫病的产业发展方向以及财政最近所作的决定，并担心但要病毒感染该病原。,3
我很害怕今天得到结果。,3
我很得到今天害怕结果。,3
其实我都挺烦。的不好一点。,1
我一点点都不是太好。其实挺烦的。,1
这一天过得很好，我儿子拿到了冠军,2
这一天死心塌地极好，我孙子领到了总冠军,2
同事的行为愤怒,1
愤怒。行为同事的感到我对,1
真的很好，睡了一个好觉。,2
踏实吧，我只是觉得没有什么是我假如的。,0
好吧，我只是觉得没有什么是我想要的。,0
我感到有压力。,3
我倍感有双重压力。,3
我很好谢谢你，我刚刚收到一个好消息,2
我很好我收到一个,2
我怕我女朋友出轨,3
我怕我男朋友出轨,3
不好。压力太大了。,1
我愁这个政府机构！,1
我羞愧。我找来没我的哥哥。,3
害怕找我儿子,3
一切顺利我，很高兴地说,2
我讨厌人。,1
我讨厌我交谈的每个人会。,1
我不好我，恐惧对手,3
我不好，我恐惧对手,3
我因为，我的今天吵架和我很了伤心伴侣,0
我今天相当悔恨，因为我和我的男同志婆媳关系了,0
感到我害怕,3
害怕,3
真的很伤心。我不能让自己做任何事,0
做很伤心。真的不能让我自己任何事,0
真好,2
感觉真好,2
我就算，就算极其气愤。我觉得我可以滚了。,1
我很生气觉得真的真的我可以炸了。,1
一个白痴差点造成车祸，让我很生气。,1
差点造成白痴，车祸一个我让很生气。,1
那不是你的小事,1
这种只是严重不感觉，焦虑我的我今天有对,3
我只是今天觉得不能对，我有这种严重的迷惘,3
高兴因为今天没有。,2
今天因为我高兴真的没有很，下雨。,2
我着急结果,3
我今天有点憋屈，静待一些结果,3
糟糕的。我岳母不会停止越界。,1
可怕的。我弟媳不会重启华界。,1
我碰上了我的防冲止出厂日期，所以我沮丧非常不安。,3
我错过了我，截止日期非常的所以。感到作业我焦虑,3
今天，我大吃一惊。我的结果是有性的。,2
我我我，无缘无故的工作组人很地排斥生气,1
我很生气，我工作组的人无缘无故地排斥我,1
我心情非常重要，仅仅剩余30秒钟了，然后我就吃完饭了一连几个半小时。,2
我感觉很好，只剩下30分钟了，然后我就下班了整整两个星期。,2
了一切感觉像是努力。,0
及格我，。。说心情老实考试没不太好我,0
和善所说，我心境不太好。我考试成绩没法跳级。,0
我很难过,0
我今天的恐惧感太严重，一丁点事儿确实让我责怪,3
我焦虑的，很今天事情让严重担心一点点我都,3
我今天。有点紧张感觉,3
我感觉紧张。,3
我担心我不会按时完成我的工作,3
我害怕我不会前三天完成我的科研工作,3
我真的很生气！今天是一件又一件的事情。,1
了动力永远提高成绩我,0
我失去了内燃机，似乎此刻无法提升我的学习成绩，我Pontacq过。,0
干什么问来你,3
问来干什么,3
我很沮丧，感觉我没有未来,0
我极为沮丧，看起来我没有现阶段,0
跳都出来心快了，今天好着急,3
诚心即使快跳舞出来了，今天不好懊恼,3
后在现在紧张我袭击的生活极度抢劫,3
现在在抢劫袭击后我的生活极度紧张,3
我感觉不像往常快乐的自己。,0
我不人群中，这真的很焦虑，有点害怕,3
有点真的，在很中不我喜欢这，我焦虑让人群害怕,3
昨天我果果较好，我感到淡然和睡觉，心理素质最好。,2
我睡得很好平静和，精神状态。,2
我担心我的工作,3
我感受极为重要，我对我现在的困境沮丧理想,2
我感觉很好，我对我现在的处境感到满意,2
我今天好似欠佳的惊觉。,3
感觉我。棒极了,2
尚待明显改善。我的侄女和丈夫最近似乎极为反目成仇,0
男朋友，了很难过和我我吵架我,0
今天不太好，着急,3
这是一种非常郁闷的此时此刻,1
我今天真的很开心。,2
我今天难道很得意。,2
糟糕失去了亲近的,0
郁闷，今天上午我失去了一块仰慕的菲律宾人。,0
我感觉不太好，我有一种伴随焦虑而来的下沉感。,3
事情让我很沮丧,3
事情很沮丧。,3
老实说，我很生气。,1
现在生气我的搭档我让很。,1
我现在相当气愤。我的拍档收买了我，这让我相当难堪。,1
我样子较好，晚安！,2
我感觉很好,2
我感觉很棒谢谢！,2
我最近对离开家感到焦虑和害怕。这种长时间的隔离对我不利,3
我最近对离开家焦虑的和害怕感到这种我。隔离不利长时间对,3
我对自己受到的对待感到非常沮丧。,1
我对待自己受到对。非常沮丧感到的,1
我极其高兴，因为昨天是我的庆生，我登出了一些贺卡,2
我很高兴，因为昨天是我的生日，我收到了很多礼物,2
我。很难心碎我过的了。,0
很难过的了。,0
不尽人意。我今天党务工作完蛋了。,0
不太好。我今天工作搞砸了。,0
很令人震惊了我编出了一条非常令人震惊的惊世，这让我大感非常自卑。,3
太可怕我做可怕梦，焦虑,3
我只是一直觉得很生气。老实说，我认为我应该得到比这更好的。,1
我更好一直应该。得到生气这我，觉得认为说的很比老实我只是。,1
我害怕回家,3
我畏惧回家,3
我冀望我能彻底改变,0
我刚刚通过我考试很高兴,2
我很高兴我刚刚通过了考试。,2
惊恐，很糟糕,3
我才刚愤恨感冒，感觉很郁闷,3
我今天其实急著,3
很着急我其实今天,3
我吓得魂不附体，身体都不舒服了。,3
了身体舒服，我都魂不附体不吓得。,3
我想哭,0
感觉超级棒,2
我感觉超级棒！,2
压力一直感到昏昏欲睡,0
不太好。一直和，我最近悲伤昏昏欲睡压力。感到由于,0
今天心情很好，睡得很好！,2
今天心情睡得很好，很好！,2
些也不容置疑。,2
也一点不差,2
工作感觉今天顺利不郁闷。,0
看起来忐忑今天工作不勉强。,0
我感觉很棒！,2
看我一直更加的新闻报道让我中东焦虑。,0
我一直细看东欧的新闻让我更加烦躁。,0
我感觉很漂亮算不上踏实抱怨的,2
我感觉很棒好,2
和了真的。我生气刚刚我。一个指责我做的的很发生人没有争执现在事情,1
我现在真的很生气。我刚刚和一个指责我没有做的事情的人发生了争执。,1
我真的很生气我的前任。,1
今天心情很好，期待下午。,2
不太好，我脑子里有很多事情让我感到压力山大。,3
不太好压力，脑子里事情我有感到我让很多山大。,3
"我很不好, 想到我孩子我生气",1
我不熟，想起我的宝宝我很为难,1
你今天，不好过得我？请吗？会吗你帮帮我，能我帮帮我帮,3
我今天过得不好，你能帮帮我吗？请帮帮我，你会帮我吗？,3
我感到非常恼火，我在酒吧打架并被禁止在那里,1
感到非常，我酒吧在,1
非常好,2
我很生气。,1
家乡非常我的感到情况生气对。,1
我感到遗憾非常郁闷。昨天上午我失去了家人。,0
我感到非常难过。昨晚我失去了亲人。,0
我今天心情有点低落。,0
我的心在狂跳，我感到紧张不安。,3
的心我紧张不安。,3
我很给。老板我生气我写的！,1
我今天感到压力很大，因为我有一个截止日期要满足。,3
我今天倍感财务压力极大，因为我有一块平均达天数要满足。,3
家庭无法感觉由于，。活动参加不太好我,0
由于无法组队参加中产大型活动，我看起来不太好。,0
我现在脑子里有很多事情，这让我很焦虑,3
脑子里现在有我很多事情，这让我很焦虑,3
我很生气我男朋友没有告诉我真相。,1
我对很多事情感到担心，我觉得我无能为力。,3
很多。觉得事情对担心感到我我我，无能为力,3
今天心情特别和,0
今天低落和心情。特别弟弟吵架了,0
这是非常郁闷的一天。,1
这是非常糟糕的一天。,1
我很好谢谢,2
我感觉很好，谢谢。,2
一切确实样子非常顺利完成，非常痛快，谢谢！,2
一切都感觉很顺利，很开心，谢谢！,2
很今天，由于封锁伤心,0
我做得很好，我得到了期待已久的晋升,2
再好不过了,2
很好生活。,2
生活习惯很好。,2
好的谢谢你！我刚刚找到了我以为丢了的最喜欢的帽子。,2
谢谢！找到了以为丢的最喜欢的帽子。,2
我。舒服真的不一样，感觉被像我一直跟踪很就今天,3
我今天心情难道极其不是安静，就像我一直被追踪一样。,3
我觉得很糟糕，自从我父亲去世后，一切似乎都没有任何意义。,0
意义觉得后都，任何我父亲去世很，一切我自从。糟糕似乎没有,0
我很不高兴,1
"我害怕去看医生。我觉得事情很严重,不好。",3
不是太好，我惧怕过来看医生，我觉得想法这么严重。,3
有点失落,0
有点失落的感觉。,0
很心情真的低落今天,0
今天心情实在很一落千丈,0
我现在十分生气，我不必知道为什么。,1
我现在生气为什么,1
我感到不安。,3
我未必好看。我正在为刚刚驾临的笔试心存双重压力。,3
正在即将考试感到压力。,3
太棒了，谢谢你，我正在准备和我喜欢的人约会,2
你太棒了我谢谢，我正在，喜欢准备和的人约会,2
你问我这个干嘛？,3
我面试紧张感到对,3
我相信我好像更喜乐，但是这一个月前半生相当难熬。,0
我希望我感觉更快乐，但是这几天过得很艰难。,0
很烦躁,1
我觉得这么烦躁。,1
我因拍拖感到极懊恼。,0
我因很分手沮丧感到。,0
我不太好沮丧。,0
沮丧感觉，。我我很不太好,0
欺负朋友是因为我不好我的我,1
我欠佳正是我的邻居欺侮我,1
我怕我男朋友要返回我,3
我怕离开女朋友要我我,3
我很满足我现在的情况,2
我很我现在满足情况的,2
完成了下周的管理工作，我深感太满足，现在可以加码了,2
完成的工作我满足，,2
我觉得很烦。,3
我郁闷了，你怎么看一看。不要再问这些问题了。,1
生气。不要再问问题了。,1
我现在感觉很紧张。,3
令人吃惊的！我的女友抢走了我的珠子！,1
糟糕了的我室友偷项链我！的的！,1
不好，我在工作中度过了紧张的一天。,0
不好，我在工作中度过的一天,0
我对我的异性恋在新房子周围摆地摊倍感恼怒,1
我对我的伴侣在房子周围无所事事感到生气,1
我没什么心境说话。,1
我没心情说话。,1
父亲总是说愚蠢和懒惰,1
我舅舅总是所说我可笑和胆小。,1
不太好。我的猴子今天被安乐死了。,0
我今天感轻松愉快,2
我今天感觉轻松自在,2
我渡过了美妙的一天。,2
我度过了美好的一天。,2
不好忐忑。我最近被解职了,0
我的神情实在相当低落，或者说相当讨厌。,3
我心情低落，很。,3
我害怕会考试不及格。,3
我极其害怕。我不够知道如果我这届中考成绩优良需要再次发生什么。,3
今天是个好日子，你好吗？,2
我感觉很棒谢谢你。,2
我味道超赞非常感谢你。,2
我无法摆脱最近情绪低落。恐惧,0
我感到开心,2
有压力,1
我倍感有冲击,1
随着学年，有点坚定，我会学生。,0
随着学年即将结束，我有点坚定，我会想念我的学生。,0
的情绪沸腾在，爆炸我我快要了,1
我的心理在炙热，我刚好核爆了。,1
我不太好像生病不舒服。,0
我好像生病。,0
或者说我谈得非常积极。谢谢。,2
我今天感到压力很大。我有太多太多的事情要做，但时间太少了。,3
我今天压力很大但时间太少。要做的事情感到太多了。,3
很今天我感觉恶心,0
我今天感觉比较恶心,0
刚过，最近没太多精力做事,0
奈镇，最近没太多注意力处事,0
我倍感非常为难，因为三个鬼魂爆炸事件了我。,1
感到我我陌生人非常因为。，袭击了生气一个,1
我的焦虑感都无法衡量了。,3
都了焦虑感衡量无法的我。,3
分手跟，今天我了男朋友好难过,0
男朋友跟我分手了，今天好难过,0
我今天对真的很失望。,0
今天失望我对真的很自己。,0
有点感觉。摇摇欲坠我,3
美好未来,2
充满希望,2
不好,0
不是很好事实上,1
我很事实上不是我生气现在很好,1
由于新冠病毒，我的健康状况恶化，我非常担心,3
新冠担心的我由于我病毒恶化健康状况非常，,3
我真的很生气。我不公平地失去了工作中的大晋升。,1
我的。生气大晋升不公平地很了工作失去中真的我。,1
我开始想到我，的很我生气时候对象的离开我,1
我开始记起我的对象搬回我的时候，我很气愤,1
事情可能会更好。由于我的学校成绩，我最近陷入了困境。,0
这事可能会很好。由于我的学校成绩，我最近陷于了困局。,0
我今天极其难过，前晚我失去了有位亲爱的邻居。,0
我很伤心昨晚失去一位亲爱的朋友。,0
去年就沮丧了,0
自从我年初涨工资以来，我就有点内疚了,0
我只是一直很生气,1
不要厌弃我,1
打扰不要我,1
我我。傻子当成了不敢相信现在被，生气我很,1
我现在很郁闷，我后怕我被说成了烟鬼。,1
现在真的让我感到。,3
不太好，现在事情真的让我感到不安。,3
我极好！这是美妙的一天！,2
非常不安。本周早些时候我失去了一个亲人。,0
非常不安早些时候我,0
恐惧对结果的感到检测自己担忧我新冠和呈阳性。,3
我对自己的新冠检验结果呈阳性不已忧心和恐惧。,3
我很难过，因为这是一个长周末，但我必须工作。,0
我极难过，因为这是三个长假期，但我必须教育工作。,0
我最好的朋友寻到了一类可以一直没事的年轻人。,1
我最好的朋友找到了一个可以一直出去玩的人。,1
天哪，今天不知为何感到,3
天哪，我今天以为为何心存太憎恨。,3
我真的很生气。,1
我很积极也很感激。,2
今天我样子不想成为一颗绑在楼前的剪刀。就在那里活着。,0
我太苦痛，我已经病了很久，我帮不了治疗方法,0
找很痛苦，了已经很多年不到我，我病方法治疗我,0
担心,3
有点担心。,3
我不太好。我分手,0
我那种极差。我老公昨天和我订婚了。,0
兴奋,2
兴奋的,2
我很好，谢谢，此刻对我的生活感到非常满意我刚刚遇到了一个了不起的人。你今天感觉如何？,2
我对我生活感到满意刚刚了一个了不起的你今天？,2
现在的感觉有点压倒性的生活,3
感觉现在的生活有点压倒性的。,3
很棒,2
极好,2
我超级生气,1
焦虑,3
我焦虑和压力感到,3
朋友都挺不错。,2
挺不错的亲朋好友，一切确实吉祥。,2
我不能承受我的都市生活，显然我的女同性恋也不能，因为她已经迈步了。,1
我不能忍受我的生活，显然我的伴侣也不能，因为她已经走了。,1
我今天很沮丧,0
我今天相当懊恼。,0
今天我的仿佛狂奔。不太好我只一个着。,3
今天，我的心仿佛在狂奔。我感觉不太好，我想我只需要一个人待着。,3
我深感相当气愤，好象我什至无法窥视。,1
感到愤怒好像我什至,1
我很害怕我可能不会很好地通过考试,3
很好通过害怕很地我不会可能我考试,3
不太好。我丈夫刚失业。,0
感觉今天我很好，！谢谢,2
谢谢！,2
我感觉很厉害这是美好的一天。你好吗？,2
我感受极吓人这是美好生活的一天。哈哈吗？,2
我极怕，体罚我的第六任试图随即联系我。,3
我很害怕，虐待我的前任试图再次联系我。,3
之前我哭过,0
我之前哭过,0
我感觉很棒！,2
我觉得超赞！,2
我的家人让我发疯，我受不了他们,1
我的家人让我发狂，我怕他们,1
我非常生气,1
在垂头丧气。已经工作了，我挺孤独,0
在垂头丧气。我丈夫已经回办公室工作了，我一个人挺孤独。,0
我刚彩票中太好了,2
奥尔奈，我刚当中了福彩,2
我今天的心理健康一点都不好,3
我的心理健康都不好,3
我觉得，可怕很很很，生气可恨。,1
我觉得很可怕，很生气，很可恨。,1
我感受像一块滴纸板,0
我感觉像一块湿抹布,0
很好谢谢我感觉！,2
我感觉很好！,2
很真的，沮丧我似乎。开始任何事情无法,0
也许非常懊恼，我似乎无法开始任何小事。,0
我希望我每天都有这样的感觉,2
我每天有这样,2
我很好。,2
很好。,2
真的太棒了，太棒了,2
说实话，难道说实话,2
没人那么踏实。我辨认出我的孙女活不长了。,0
没那么好。我发现我的祖母活不长了。,0
生气,1
我很生气,1
我心很烦,1
心烦,1
我害怕有什么不好的事情会发生在我身上。,3
我讨厌有什么太差的好事时会暴发在我手上。,3
我感觉很棒。,2
我感太棒了。,2
老实说，我现在破坏某些的没。,1
刻薄时说，我现在可能会破坏某些东西。我的条叶学习班没什么及格。,1
我感到沮丧，早上我。,0
我颇感非常无助，今天早晨我不肯起床。,0
我感到害怕，我不知道为什么,3
我不感到，我害怕知道为什么,3
我对今天的考试感到很焦虑。,3
如果，更好尝试我感觉过不会,2
尝试过感觉更好,2
感到只是一切打人我真的。我，想厌烦对都现在了。,1
我只是想着打人者，就算。我现在对一切就大感厌烦了。,1
我感觉不太好。,0
老板生气因为很我的对，冲总是他我我大喊大叫,1
我对我的老板很生气，因为他总是冲我大喊大叫,1
感觉空虚，吃不下睡不着,0
我的第七任冲毁了我的都市生活，我疯了。,1
我的前任毁了我的生活，我疯了。,1
我这周加班，这事实上很生气。,1
我都在让我生气。,1
很好。辞掉我工作,1
不是很好。我想用搬回我的科研工作。,1
舒服，我我了。,0
我不怎么好看，我和我老公今天分手了。,0
我今天大感满足和高兴,2
满足今天高兴和我感到,2
我生气了。,1
我不耐烦了。,1
今天茫然是会议的的让，对一天我进展公司在这家我的漫长感到未来,3
一天，会议的让这家公司的,3
今天遭遇了有些美事，所以我不光高兴。,2
升职了我感到很开心,2
我很心烦,1
好多年没有这么不好的感觉了！,2
好久没有这么好的感觉！,2
我今天极其高兴，因为我今晚报到。,2
我今天很高兴明天放假,2
我今天想像中极差劲。,0
我今天过得很糟糕。,0
我没有心情和你们装作。,1
和说话没有我别人心情。,1
减肥，的因为不能气我也我生，自己没有自制力,1
我生自己的气，因为我不能减肥，也没有自制力,1
一门课上很生的,1
今天我觉得自己十分可怕！,1
觉得很糟糕,1
我今天倍感羞愧和惶恐。,3
感到今天不安害怕我和。,3
我并不像我想的那样快乐。,0
像我想那样快乐,0
今天。我一直想母亲这困难。,0
我了非常难过。我一直在想我最近她，困难的母亲这。今天很去世。,0
我失望。出卖感到朋友被我很了。,0
我感到恐惧十分沮丧。我被朋友挟制了。,0
我感觉很好，谢谢！,2
太糟糕某人,1
了糟糕我某人我觉得需要伤害太。,1
最近似乎一切都我，我才能保持冷静。,1
付出都。最近似乎我很好一切我，沮丧才能感到让很多需要努力不是保持冷静。,1
担心我,3
我也许太担心我的应征者应考,3
我真的很沮丧。,0
一天我，了是有一种感觉，这出来将美好的太阳！,2
对我很好,2
焦虑真的不低，我查觉大多数光景全都很难早晨。,0
情绪真的很低，我发现大多数日子都很难起床。,0
坦率地表示，我看不出生活习惯中均的任何现实意义了,0
坦率地说，我看不到生活中的任何意义了,0
空虚感到让绝望我和的疫情真的。我很受伤这次,0
我和绝望这次真的让很。,0
我准备好了，我为时已晚要开始星毛一天了！,2
我准备好了，我等不及要开始新的一天了！,2
生气今天我真的很。,1
简直。更不能快乐,2
简直不能更快乐。,2
我今天感到非常害怕。,3
今天我。非常感到害怕,3
昨天回去看牙医，我感到恐惧相当紧绷！,3
去看我感到很紧张,3
我感觉的，第一次我一段时间内有感觉一种很好很好在,2
我好像极为重要，我在数月内共第五次有第一种极为重要的好像,2
我不断发现自己情不自禁地握紧拳头。我感我的神经节被射伤了，我马上会核爆了。,1
我了地不由自主被我。快要感觉握紧拳头的神经了击中爆炸，我。不断发现自己我,1
其实，对价钱而生气,1
的，我这个。取暖油冬天其实对而价钱生气,1
非常感谢您的提问！,2
我怕我的女孩罪孽。他们流鼻血了,3
我孩子受苦我怕他们发烧了,3
我觉得有许多正能量。,2
我或许雷西县过，因为我的鳄鱼奔了,0
我很难过,0
因为我噪音对邻居很生气，正在他制造我的,1
我的邻居很他制造噪音,1
我我演讲会议。出丑公开，讨厌在害怕上,3
我害怕在会议上出丑，我讨厌公开演讲。,3
我心存非常焦躁，而且这点也不够好看。,3
一点而且感到焦虑舒服我非常也不，。,3
好极了。谢谢你。,2
好极了谢谢你,2
暴躁觉得脾气我很,1
儿子很生气，今天没有,1
我对我儿子很生气，因为他今天没有吃午饭,1
我现在身心俱疲我记忆中的这些行为。,1
我现在无法忍受我生命中的任何人。,1
工作感觉几乎，不太好最近辛苦时间没有，我我太照顾自己。,3
我感觉不太好，我最近工作太辛苦，几乎没有时间照顾自己。,3
生气了，我的朋友真的很烦人。,1
不悦了，我的邻居呢很烦人。,1
我很好。,2
不能恐怕完成按时这些所有我工作,3
恐怕我不能按时完成所有这些工作,3
我或许这么不怎么高兴，我的小猫昨天上午滑了，我到处就打听不下他。,0
我很不高兴我的跑都找他。,0
我妈妈昨晚感觉不好住院了,0
我妈妈前日患病了。,0
我又开始了,1
真的我开始生气又了,1
对我朋友行为感到非常,1
我对我同学的行为沮丧非常气愤,1
非常差劲。,2
好。,2
我很高兴马赢了,2
高兴很我了马赢,2
我今天沮丧非常恐惧感。,3
我今天感到焦虑非常。,3
我很郁闷,0
很失落。当我一直在努力清理自己的时候，我妈妈骂我很乱。,0
一点都不好。我只想躲在我的房间里，从世界上所有的动荡中睡觉。,0
一点都。我躲的房间从上所有的动荡。,0
有点紧张,3
我今天想不到极为吃紧。,3
我样子在国度之巅,2
我感觉在世界之巅,2
我很好，但我觉得我们可能会输掉足球比赛,3
很好我觉得输掉足球比赛,3
我其实是！,2
我死亡想着只是有时我害怕彻夜难眠，，生命的荒谬,3
我憎恨致死，有时我只是T6670，想想记忆的荒诞,3
我怕我，搞砸，老实不太好说了。,3
不太好，老实说我怕搞砸。,3
我感到因为我确定我,3
我感到害怕，因为我不确定我将来想要什么职业,3
我的彩票了我要,2
再好不过了！昨晚我的彩票号码出来了，我要辞职了。,2
我今天喜出望外。,2
糟糕的。男朋友甩了我,0
糟的。老公甩开了我,0
我觉得有点郁闷。我忧虑失去基层工作。,0
担心难过有点失去觉得我我。。工作,0
很，充实。,2
极伤心，心里极充实。,2
是的，我很好,2
的很好，我是,2
非常好。,2
