,text,labels
292,"I'm waiting for a call to tell me what's happening with my mom, who went into the hospital yesterday.",3
293,I am angry because my patner disappointed me.,1
294,I feel like smashing something.,1
295,I'm a bit upset.,1
296,I have no complaints.,2
297,I am content in my life.,2
298,My mood is very dark today.,0
299,"I am angry, what do you think?",1
300,I feel stressed.,1
301,I am angry because I feel like I am being cheated.,1
302,I am angry about something that happened today.,1
304,Why are you asking?,3
305,How about yourself?,2
306,It was slightly on edge.,3
307,I'm worried about what will happen if I break one of the machines.,3
308,I hate public speaking and I'm afraid I will make a fool of myself at my meeting.,3
309,I have anxiety and I'm not feeling great.,3
310,"I'm angry at my brother, I think he's trying to turn my family against me.",1
311,I need to take a break from social media.,1
312,I need to be alone.,3
314,"I have enough money for everything, but nothing is going my way.",0
316,I have everything I want in life.,2
317,I had an accident and my car broke down.,0
318,I am angry because my manager scolded me.,1
319,I cried in the shower.,0
320,There's a cloud over me.,0
321,I might need some help.,3
322,I am angry at my boyfriend because he is always late without telling me.,1
323,"I just received a piece of good news, thank you.",2
324,I can't find the motivation to leave the bed.,0
325,I quit my job last night after I got my lottery numbers.,2
326,I'm scared and sick to my stomach.,3
327,"Thank you for asking, I feel great today.",2
328,I'm worried about climate change.,3
329,My roommate stole my necklace.,1
330,I am afraid that I have cancer.,3
331,I feel like I'm going to die because my boyfriend broke up with me.,0
333,"Everything is smooth and happy, thanks!",2
334,I am not feeling well today.,3
335,Content with my family.,2
337,Not very well.,0
338,All good thanks!,2
339,I feel bad that my dog died.,0
340,"I'm okay, but I'm a bit anxious.",3
341,My mom was in the hospital.,0
343,Not great today.,0
344,"I am really happy today, thank you for asking.",2
345,I am very tense today.,3
346,I can't relax because I'm so tired.,0
347,"I am very happy to be nominated for an award, I was told about it just now.",2
348,I am feeling very blue today.,0
349,I'm tense right now.,3
350,Terrible.,1
351,I will not graduate because I didn't pass my classes.,0
352,My boyfriend is nice to me now that our relationship is back on track.,2
353,I have a feeling of dread.,3
354,I am a little worried that I will not have good grades in the exam results later today.,3
355,Thanks for asking.,2
356,I'm not sure what to think.,3
357,My anxiety is high.,3
358,I'm happy because a lot of good things have happened.,2
359,Thank you very much.,2
360,I'm not sure I'm going to get everything done because there's too many things to do.,3
361,I'm very upset.,1
362,I'm not feeling well and am anxious about things.,3
363,I think I can't cope with the anxiety.,3
365,"At the moment, everything is going well for me.",2
366,I finished all my work today and I'm feeling good.,2
367,Do you have a question?,1
368,My best friend moved this week.,0
369,I miss my mom so much that I can't stop crying.,0
370,I'm having a good day.,2
371,I am feeling weak and depressed.,0
372,I am afraid I won't be able to finish it all in time.,3
373,I have been working too hard and not having time to take care of myself.,3
374,Worse than yesterday.,1
375,I am worried that I will run out of money before the next pay day.,3
376,I am not at all well and I am very anxious.,3
377,I was made fun of at school but I couldn't do anything about it.,1
378,I'm worried that something bad is going to happen.,3
379,My boyfriend dumped me.,0
380,I have lost a loved one and I haven't felt happy in a long time.,0
381,I have been sad since I lost my job.,0
382,I'm in a good place.,2
383,"I'm scared of going to see my doctor, I think things are serious.",3
385,My life is not good.,0
386,"I can't take more of this, I'm mad as hell.",1
388,Never better.,2
389,I'm afraid that something bad will happen and I feel like that's what could happen.,3
391,I feel anxious because of some financial problems.,3
392,"Not great, but I am a bit anxious about this.",3
393,I am afraid that my loved ones might be in danger.,3
394,I am angry today.,1
395,I am angry with my son because he didn't eat lunch today.,1
396,I had a good nights sleep and am feeling great.,2
397,I am afraid of my cats.,3
398,My heart is full and I am very happy.,2
399,I'm feeling really anxious.,3
400,Thank you for your kind words!,2
401,I am angry about the situation in my hometown.,1
402,I'm sweet.,2
403,I'm not doing well.,1
404,I'm not in a good mood.,0
405,I'm a little upset.,0
406,I'm not happy.,1
407,I am actually true.,2
409,I'm going to explode if someone else tries to cut me off.,1
410,I want to be left alone.,1
411,I lost a lot of money and I am angry.,1
412,I can't continue like this because of the pain.,0
413,I just lost my job and the stress is getting to me.,0
414,I feel like my boss is not happy with me.,3
415,I am thankful for everything.,2
417,I'm not sure I can manage my bills this month.,0
418,I'm all clear after my test results came back yesterday.,2
419,I can't seem to get started.,0
420,I am worried about my father's health.,3
421,I am angry with my boss.,1
422,How are you today?,2
423,Today is not a good day.,0
424,Things did not go well at work today.,0
425,"I'm doing well, thanks! I just started my vacation and it's been relaxing.",2
426,I am very happy!,2
427,My father calls me stupid and lazy.,1
428,"I am worried about the project I have done, as I am worried that I might have made a mistake.",3
429,I can't get anyone to listen to me.,1
430,I'm depressed.,0
431,I felt scared and jumpy.,3
432,I feel great!,2
433,I am worried that my girlfriend may have an affair.,3
434,I would love to be a nail hammered into a wall today.,0
435,A sad time for my father.,0
436,I did well after my exam marks were released.,2
437,I feel very nervous today.,3
438,I got all of my tasks checked off today.,2
439,I wish I could feel this every day.,2
440,"I'm angry with my parents, they always try to control me.",1
441,I am afraid and confused today.,3
442,I thank God for my life.,2
443,I am feeling down.,0
444,I am still waiting to hear back from the job interview I did yesterday.,3
445,I find it hard to leave my bed most days.,0
446,I'm a little nervous about starting my job.,3
447,I need help.,0
448,Really good.,2
449,I have my driving test today and I'm anxious.,3
450,It's rained for a week straight and I feel down.,0
451,I'm afraid of getting the results today.,3
452,I'm good.,2
453,I am worried about losing my job.,0
454,I am supposed to be going out with friends but I am too nervous.,3
455,It's a very tense moment.,1
457,I haven't been able to do anything in weeks.,0
458,"I'm really angry, I'm getting kicked down.",1
459,I am afraid my girlfriend will leave me.,3
460,I am having a hard time typing.,0
461,Like a sucker.,1
462,Really great.,2
463,I feel empty.,0
465,I'm sad.,0
466,I am worried about my doctor's appointment.,3
467,I'm not at my best.,0
468,I just read the news and am devastated.,0
469,I failed my test.,0
470,I am feeling good and hopeful.,2
471,Nothing is well.,0
472,I'm not good at it.,0
473,I'm anxious as I wait for the results.,3
474,I am sad because of my dog's death.,0
475,I'm so nervous.,3
476,"Thankfully, it was flying again.",2
477,"I haven't felt happy in a long time, but I am in a good mood today.",2
478,My best friend was with someone else all the time.,1
479,I am angry at my partner.,1
480,"I heard a loud ""pop"" when I got up this morning and now my back is sore, I am worried.",3
481,I am healthy today.,2
482,I am not feeling great.,0
483,I can't stop crying because my mother died.,0
484,I am going for a job interview and I am nervous.,3
485,I'm excited to see my dad for the first time in 15 months.,2
486,"I thought I was getting better, but I have been angry again.",1
487,I could be better.,0
488,I feel like an impostor if I don't succeed in my job.,3
489,I am not happy.,1
490,"I'm feeling unwell today, and it's like I'm squeezing my heart.",3
491,I don't feel very confident about today and I think something bad will happen.,3
492,My dog died yesterday.,0
493,It's a bad day.,1
494,I am tired of this shit.,1
495,"I'm not sure what I'll do when the epidemic is over, I feel anxious.",3
496,I'm not feeling good.,0
497,It feels like life is a bit overwhelming.,3
498,"Thanks, I'm fine.",2
499,I'm angry at my husband for arguing.,1
501,I am afraid I will lose my job and not be able to pay rent.,3
502,Thank you!,2
503,I lost money due to the Pandemic.,0
504,"I am feeling great, how are you?",2
505,I have been feeling isolated and scared of leaving my house.,3
506,The sun is shining and I am feeling great.,2
507,I am content and happy.,2
509,I'm not feeling well today and I can't stop thinking.,3
510,I want to feel better.,1
511,I just got promoted and am doing great.,2
512,It's a bad moment.,1
513,I was told terrible news by my landlord.,1
514,"I am worried I won't do well on the interview and that I will be back at square one, I am feeling stressed out today.",3
515,I'm not feeling well and I'm worried about a job interview.,3
517,I don't know why you are asking me.,3
518,I failed my final exam.,0
519,I am feeling unwell today.,0
520,I've been better lately.,0
521,I feel like I need to hurt someone.,1
522,I am pretty angry.,1
523,I was scared.,3
524,"Not good, unfortunately.",0
525,I'm doing well.,2
526,I am terrified that a murderer is in my house.,3
527,I am nervous about my exam tomorrow.,3
528,I feel bad because I had a fight with my partner.,0
530,I am afraid that I will fail my exams.,3
531,"Thanks, things are going well.",2
532,I feel like I have accomplished everything I wanted to.,2
533,I am scared.,3
534,I am not sure why I am restless and upset.,3
535,I met up with a friend yesterday and they were told they needed to self isolated.,3
536,I'm angry that I've been dumped by my ex.,1
537,The weather has been nice and we had a walk in the park.,2
538,I was angry at my mother for having a fight with me.,1
539,"Can you help me, I'm not having a good day.",3
540,Today is a good day for me.,2
541,"I am afraid that something will happen to me, or that I won't be able to get food, as the riots make me anxious.",3
542,I fought with my boyfriend.,0
543,I have been afraid today.,3
544,I'm feeling depressed.,0
545,I'm feeling depressed and upset.,0
546,"Thank you, I'm well.",2
547,I'm ready for the day.,2
548,I feel lonely in my life.,0
549,I can't do anything.,0
550,I feel like I am doing a lot today.,2
551,"I'm very nervous today, everything feels overwhelming.",3
552,Don't bother me.,1
553,I fear for my life and those I love because of the loot that is happening in our country.,3
554,I am sad because I and my brother got into a fight.,0
555,I just want to hide in my room and sleep from all the turmoil in the world.,0
556,I'm really annoyed.,1
557,I am happy right now.,2
558,It is a good day.,2
559,I would punch someone.,1
560,I am very calm and happy.,2
561,I'm exhausted and it's taking a toll on me.,1
562,I feel so angry that my brother knows how to push buttons.,1
563,I am very worried today.,3
564,I'm not right.,3
565,I've never been so angry.,1
566,I don't like everything.,1
567,Someone broke into my house.,0
569,I feel anxious because of covid-19.,3
571,I am not feeling well.,3
572,I was so anxious that I couldn't sleep last night.,3
573,"I'm feeling great, I'm doing great at work.",2
574,"It's taking a lot of effort for me to remain calm, and everything seems to be frustrating me lately.",1
576,"I am angry right now, I'm not great.",1
577,I feel like I'm not doing anything.,0
578,I have been feeling low for a while.,0
579,I am angry at my boyfriend for not telling the truth.,1
580,I'm angry about something that happened today.,1
581,I had to work two hours overtime.,0
582,It feels awesome.,2
583,It's the same day.,0
584,I am afraid that my COVID test will be positive.,3
585,I was angry because my best friend did not show up.,1
586,Excited.,2
587,I messed up at work.,0
588,I lost my cool after being pushed to the point of aggravation.,1
589,I have this paralyzing anxiety and I don't feel right.,3
590,My mood is not good.,1
591,I'm feeling good.,2
592,I am very worried about someone in my family contracting covid.,3
593,I feel good after that work out.,2
594,How could I be in that situation?,1
595,I don't know how I'm going to manage this month.,3
596,I am overwhelmed with joy.,2
597,I am not sure if I have studied enough for the exam.,3
598,I need to leave now because I cannot answer that right now.,3
599,I'm doing well!,2
600,I'm feeling short and cautious.,1
601,"I passed my exam today, I'm feeling great!",2
602,I feel like I want to vomit.,0
603,Not much energy to do anything lately.,0
604,I have been afraid and emotional turmoil.,3
605,I'm not doing well today.,3
606,I think things could be better.,0
607,I got into a fight with my partner and I am angry.,1
608,I've been down in the dumps lately due to my school grades.,0
609,I feel afraid and anxious.,3
610,I'm angry that an idiot almost caused a car accident.,1
611,I have had better days.,1
612,I'm sad and depressed.,0
613,Today is going to be great.,2
614,I am very worried that I might not pass my exams.,3
615,Couldn't feel better if I tried.,2
616,I'm sad because my boyfriend broke up with me.,0
617,I was reprimanded by my superior.,0
618,I'm happy.,2
619,I would like to be happy.,0
620,My boss just fired me.,1
621,My son does not obey my instructions.,1
622,I'm not sure if I'm strong enough.,3
623,I'm mad because I have a lot of stuff going on.,1
624,I'm frustrated because my parents don't understand me.,1
625,Everyone is making me angry.,1
626,I am not happy with my friend's actions.,1
627,I feel like I am at the bottom of a hole.,0
628,I'm angry with my spouse.,1
629,I'm angry at a coworker.,1
630,"I'm getting worried by the smallest thing, my anxiety is so bad.",3
631,I am upset at the moment.,1
632,I am happy with the way things are going.,2
633,My dad is in the hospital.,0
634,I am better.,2
635,I'm not sure why I'm anxious today.,3
636,I am happy to be here.,2
637,"I would break everything, including this computer.",1
638,I failed a test today.,0
639,My fear is on the roof.,3
640,You don't have the right to ask that.,1
641,I'm waiting to hear back about that project.,3
642,"I am a little nervous and afraid I won't get the job, but thanks for the support.",3
643,It's more useless than usual.,0
644,I'm not feeling well today.,0
645,I don't know what will happen if I fail the exam.,3
646,I am sad and lonely after the death of a friend.,0
647,I'm really annoyed because I had an argument with someone who accused me of something.,1
649,I am afraid that someone is following me.,3
650,Looking forward to the afternoon.,2
651,I'm stressed.,3
652,I am angry with my friend because he did not follow my instructions.,1
653,"I am feeling good today, nothing can bring me down.",2
654,"Thank you for your kind words, I am feeling great today.",2
655,I was wrongly accused of cheating by my teacher.,1
656,It is an understatement.,0
657,I would like to change.,0
658,I missed my assignment deadline and I am very anxious.,3
659,I'm not sure if I'll go back home.,3
660,"I'm afraid I will fail my driving test, I'm feeling anxious and my stomach is knots.",3
661,I feel so anxious today that my heart is pounding out of my chest.,3
662,It feels a little blue.,0
663,I have a lot on my mind.,3
664,I failed my exam and I'm not doing well.,0
665,I just got accepted into college and I am very happy.,2
667,I am reliving a sad day on its anniversary.,0
668,I'm not feeling well and I'm anxious.,3
669,I feel like a failure.,0
670,Thanks a lot.,2
671,"I am miserable, please leave me alone.",0
672,Thank you for doing well.,2
673,I am happy because I got into my dream university.,2
674,I am worried about my child.,3
675,"I'm feeling good, it's my wedding anniversary.",2
676,I feel annoyed.,1
677,I could kill someone.,1
678,I'm angry and not cool.,1
679,I'm worried.,3
680,I'm down in the dumps.,0
681,I'm afraid my dog won't survive the surgery.,3
683,Things are really disturbing at the moment.,3
684,I don't know what I'm feeling.,0
685,I don't want to deal with this right now.,1
686,I feel powerless with life and I feel like I'm being unfair.,1
688,I just want to leave.,3
689,I feel very anxious.,3
690,I'm worried about entering the town.,3
691,"I feel scared and afraid today, I don't feel like myself.",3
692,I was out working and my dog tore my couch apart.,1
693,I woke up today and it scares me.,3
694,How are you?,2
695,The weather is bad and I'm in the dumps.,0
697,I'm alone and my husband is gone to work.,0
698,I've never been happier.,2
700,I am depressed.,0
701,"At the moment, nothing makes me happy.",0
702,I have to work this weekend as it is a long weekend.,0
703,I am feeling down now that I have no one.,0
704,I just feel like nothing is going my way.,0
705,I want to hit someone.,1
706,I'm angry at my ex.,1
707,I was unable to attend a family function.,0
708,I could probably break something at the moment.,1
709,I'm angry at my partner because he said something that was very annoying.,1
710,I feel more down than up.,0
711,I am not alone.,0
712,I have to give a speech in front of the whole school and I feel a bit stressed.,3
713,I was passed up for a promotion because one of my colleagues took credit for my idea.,1
714,I'm worried that the man who attacked me will follow me again.,3
715,I found out my partner cheated.,1
716,I have been feeling depressed all week.,0
717,It is a beautiful day.,2
718,I have a fear of flying.,3
719,I'm in a good mood.,2
720,I feel like the world is going in the right direction.,2
721,I am angry at the world.,1
722,I'm worried about my performance review and promotion.,3
723,"I am not working today, but I am quite relaxed.",2
724,It feels good.,2
725,I don't like this country.,1
726,I don't feel well today.,0
727,I'm depressed because of a fight.,0
728,I am sad because I have fought with my partner.,0
729,I feel like I'm suffocating.,3
730,I have a sinking feeling that comes with anxiety.,3
731,I am worried that my boyfriend is ignoring my messages.,3
732,Thank you for your kind words today!,2
733,I hate my life.,1
734,I'm happy to be fair.,2
735,I feel like I could explode.,1
736,It was uncomfortable.,3
737,"I dropped my phone and now it's cracked, I'm very upset.",1
738,I'm scared that my mood won't improve.,3
740,Today is one of those days that I am not looking forward to.,3
741,I have a gay feeling and I am very happy.,2
742,I am having the best day of my life!,2
743,I was diagnosed with a terrible disease and I don't feel well.,0
744,"Not great, feeling a bit uneasy.",3
745,All good.,2
746,I'm afraid that something bad will happen to me.,3
747,I'm not having a good time talking.,1
748,I'm just tired of it all.,0
749,"I'm not sure if I've achieved what I wanted in my exam results, which are out tomorrow.",3
750,I was able to visit the family on the weekend and had a great meal with them.,2
751,I am not well today.,1
752,I'm a little worried.,3
753,I've been miserable since the accident and I'm sad every day.,0
754,I am worried about my job.,3
755,I am happy with my new apartment.,2
756,I'm happy in my skin.,2
757,I am having a great day.,2
758,I am anxious about my test result.,3
759,I had a feeling that something bad was going to happen.,3
760,I couldn't get anything done at work today.,1
761,I was very tense after the robbery attack.,3
762,I think I lost a friend today.,0
763,I can't stand anyone in my life.,1
764,I was disgusted with the customer service executive who refused to see reason as I narrated my problem.,1
765,"Thank you, doing ok.",2
766,Leave me alone.,1
767,I think this is going to be a great day because the sun is out.,2
768,I am happy and content with my new partner.,2
769,I can't take it anymore when my boss belittles me.,1
770,I'm afraid that my girlfriend is cheating on me.,3
771,I'm really upset today.,3
772,I am angry about how much heating oil will cost.,1
773,"I'm scared, my abusive ex tried contacting me again.",3
774,I'm afraid I won't remember anything I've studied.,3
775,I feel very happy today.,2
776,I had a very frustrating day.,1
778,I didn't want to leave my bed this morning.,0
779,"It's really bad, I feel like something awful is always going to happen.",3
780,I'm feeling good about stuff for the first time in a long time.,2
781,I haven't had time to myself all week.,1
782,I'm looking forward to seeing my family.,2
783,I'm angry and I'm sick of my wife.,1
784,I'm worried about what will happen.,3
785,Not bad at all.,2
786,I can't seem to get interested in doing much.,0
787,I fell out with a friend.,0
788,I am frustrated with my work.,1
789,I feel afraid today.,3
790,I've been feeling down and can't get out of it.,0
791,I have been watching the news coverage from the Middle East.,0
792,I didn't feel like eating breakfast because I was sad.,0
793,My mental health is not good.,3
794,"I'm feeling very scared today, I can't seem to shake it.",3
795,Fuck off.,1
796,I am sad and low.,0
797,I cried.,0
798,My nerves are not good.,3
799,I feel lost after a friend died.,0
800,I lost a big bet.,1
801,I don't think I can keep going.,0
802,I am thankful for where I am.,2
803,I am feeling better about something that happened at work.,1
804,I felt a dark cloud over me today.,0
805,I feel like I'm about to explode because I keep clenching my fists.,1
806,I am not as good as I used to be.,0
807,"Thank you, I'm good.",2
809,There is a lot to be thankful for.,2
810,I haven't felt this good in a long time.,2
811,I am home alone and bored.,0
812,"I'm not doing well, my anxiety is kicking my butt.",3
813,I feel like I'm worthless and powerless.,0
814,I have these outbursts randomly.,1
815,I want to be happy but I am not.,0
816,I'm having a great day.,2
817,"I feel good, I've been feeling unwell for a while, but I feel better now.",2
818,I have begun to feel angry again.,1
819,I am about to do something I have never done before and I am a little nervous.,3
820,I could scream.,1
821,I had to rush to work after I woke up late.,3
822,"I feel angry, like I can't think straight.",1
823,I am angry because my cats ruined my rug.,1
824,I am feeling great!,2
825,I think nothing will change.,0
826,I'm fine.,2
827,I am very upset.,0
828,I received a lot of presents for my birthday.,2
829,I started thinking about when my brother left.,1
830,I think I am depressed.,0
831,I feel like nothing makes sense anymore.,0
832,I went for a walk in the park today and am doing well.,2
833,I can't seem to have any positive feelings lately.,0
834,I've been low since X left.,0
835,I feel like I'm not very hopeful.,0
836,I'm not happy about my break up.,0
