,text,labels
83,我今天失去了一个亲密的朋友，感到非常难过和孤独。,0
84,我今天其实很着急,3
85,今天能见到我的家人，我感到很兴奋。,2
86,我今天感到很担心，因为我可能会失去工作。,3
87,我很难过，我和我男朋友吵架了,0
88,我感觉很好，我在一段时间内第一次有一种很好的感觉,2
89,我对接下来去看医生感到焦虑。,3
90,不太好，老实说，我怕我搞砸了。,3
91,一个同学把我的项目建议当成了自己的。,1
92,焦虑的,3
93,我很生气,1
94,我真的很害怕，因为我一会要去看牙医。,3
95,我真的很郁闷。我所做的一切都不值得。,0
96,我真的很沮丧，有点绝望。我想我很沮丧。,0
97,不太好，又是一个没有丝毫区别的日子。,0
98,杰出的！我度过了最美好的一天！！,2
99,我感到害怕，因为我今天必须做演讲,3
100,真的很糟糕 - 真的很担心，真的觉得可怕的事情总会发生,3
101,今天，我真的很满足。,2
102,我现在很生气，我不敢相信我被当成了傻子。,1
103,我一点都不舒服。一切事情都不顺。,0
104,我从未如此快乐,2
105,好的。你呢？,2
106,就像我需要冷静,1
107,刚过，最近没太多精力做事,0
108,我今天真的很焦虑，我不知道为什么,3
109,我在想我最近和妈妈吵架，这让我很生气。,1
110,我好像生病了，不太舒服。,0
111,我对我的伴侣在房子周围无所事事感到生气,1
112,超棒！我的考试成绩出炉了，我考得很好！,2
113,我今天有点不高兴。,0
114,我感觉很好谢谢,2
115,由于我的健康状况，感觉非常糟糕。,0
116,我对考试很紧张,3
117,好极了。谢谢你。,2
118,我真的对我的邻居很生气，他今天早上无缘无故地和我吵架了。,1
119,我今天心情很不好。,0
120,我气得要死。我输了一个大赌注。,1
121,在垂头丧气。我丈夫已经回办公室工作了，我一个人挺孤独。,0
122,此刻我感到相当难过,0
123,谢谢你的提问，我今天真的很开心,2
124,我很生气，因为我被无故解雇了,1
125,如果我尝试过，感觉不会更好,2
126,我对面试感到紧张,3
127,不好，我在工作中度过了紧张的一天。,0
128,我很无聊，我一个人在家,0
129,我怕我的孩子受苦。他们发烧了,3
130,有点紧张,3
131,我真的很不开心,1
132,我今天在公园散步时表现很好,2
133,我很生气,1
134,在世界之巅，伙计！,2
135,我今天感到非常害怕。,3
136,天哪，我今天不知为何感到很害怕。,3
137,我很好。,2
138,很着急。我仍在等待我昨天参加的那次面试的回音。我知道我做得很好，但我上次也这么认为，并没有得到这份工作。,3
139,我今天真的很开心。,2
140,我的家人让我发疯，我受不了他们,1
141,我很高兴我的老板选择了我参加升职,2
142,其实还不错！,2
143,我今天真的很不舒服。等结果都快等疯了！,3
144,我现在感到很生气。,1
145,感觉从来没有这么好的,2
146,我现在无法回答，需要离开。,3
147,特别糟糕,0
148,请别打扰我,1
149,今天下午去看牙医，我感到很紧张！,3
150,我不能更快乐,2
151,由于疫情，我感到焦虑,3
152,不好。我发现我老公出轨了。,1
153,我真的很难过，因为我和我哥哥吵架了。,0
154,一点都不好，我丢了工作。,0
155,我总是忍不住感到害怕。,3
156,今天是漫长的一天，会议的进展让我对我在这家公司的未来感到茫然,3
157,我不敢相信她欺骗了我，我现在非常受伤和生气。,1
158,非常感谢您的提问！,2
159,感觉现在的生活有点压倒性的。,3
160,我觉得有很多正能量。,2
161,其实我感觉真的很棒。,2
162,我感觉有点像坏事要发生一样，我无法停止思考,3
163,我累了;一切都感觉像是一种努力。,0
164,你问我这个干嘛？,3
165,我觉得自己很糟糕。,0
166,我感觉很好谢谢你，非常满意,2
167,我担心我不会按时完成我的工作,3
168,我怕我得了癌症,3
169,没那么好。我发现我的祖母活不长了。,0
170,我今天感觉很好,2
171,我感觉很棒我刚从一个小假期回来。,2
172,可怕。我只是很难过。,0
173,我做得不好，我的焦虑正在踢我的屁股。,3
174,我情绪低落,0
175,今天天气很好，我们在公园里悠闲地散步。,2
176,我感觉很棒！,2
177,不是很好。我只是觉得空虚。,0
178,我很生气。,1
179,真的很生气！我的老板根本不尊重我的时间！,1
180,我很害怕我可能不会很好地通过考试,3
181,我今天很伤心，因为我和我的伴侣吵架了,0
182,很好,2
183,我很不高兴，因为我的手机摔坏了。,1
184,我觉得我可能得了重病但不想看医生,3
185,我很害怕今天得到结果。,3
186,今天我心情非常低落。我只是没有一个美好的早晨。,0
187,不太好。我似乎对做太多事情没有兴趣。,0
188,我今天压力很大，感觉隧道尽头没有光，我拖欠了抵押贷款。,3
189,好久没有这么好的感觉了！,2
190,我担心破坏其中一台工作中的机器会产生什么后果。我可能会丢掉工作！,3
191,我对同事的行为感到愤怒。,1
192,我感到焦虑,3
193,不错，谢谢，有点紧张，害怕我不会得到这份工作，只是跑掉了工厂的神经。,3
194,不好，我的狗死了。,0
195,我错过了我的作业截止日期，所以我感到非常焦虑。,3
196,今天心情真的很低落,0
197,我的经理骂我所以我很生气,1
198,我为今天发生的事情而生气。,1
199,我开心极了！,2
200,沮丧，我很生气，我不知道为什么。,1
201,我很生气。,1
202,一切都很好。我在山上散步度过了愉快的一天。,2
203,我感觉非常好，充满希望。,2
204,我感觉好极了。,2
205,我最近对离开家感到焦虑和害怕。这种长时间的隔离对我不利,3
206,我没有那么好，因为我被上级骂了。,0
207,今天是个好日子我很健康,2
208,没那么好。我感到有点孤独,0
209,我不好！我被解雇了，我真的很生气。我在工作中做的一切都是正确的，我有这种感觉是他们的错。,1
210,我很生气。,1
211,我对我的邻居很生气，因为他正在制造噪音,1
212,我过的不太好，我真的无法面对这一天。,3
213,由于封锁，今天很伤心,0
214,我今天真的感觉不像我自己，我感到害怕和害怕,3
215,如果其他人试图在交通中切断我，我会爆炸！,1
216,今天是个好日子，你好吗？,2
217,我厌倦了这种狗屎。,1
218,我感到空虚和绝望。这次的疫情真的让我很受伤。,0
219,我很生气。,1
220,好吧，我只是觉得没有什么是我想要的。,0
221,我对我的工作很生气。我感到被困在其中，这让我感到沮丧。,1
222,我很生气。一切都不正常！,1
223,我对自己的新冠检测结果呈阳性感到担忧和恐惧。,3
224,今天不太好,0
225,我还行，估计吧。,0
226,我在世界之巅！,2
227,很不幸，我不太好。,0
228,我很生气，想要感觉好点。,1
229,我很难过,0
230,我今天心情有点低落。,0
231,我今天真的很沮丧,0
232,我非常沮丧。,1
233,我觉得很可怕，很生气，很可恨。,1
234,我感觉很棒谢谢你。,2
235,我很生气，因为我打破了一个盘子，碎片散落在地板上。,1
236,我感觉很好，只剩下 30 分钟了，然后我就下班了整整两个星期。,2
237,我想我会惊恐发作。,3
238,我今天很焦虑，我要考驾照。,3
239,我感觉好极了。,2
240,我真的很担心我的求职面试,3
241,我今天感觉很好，阳光明媚，是美好的一天。,2
242,我心情很低落,0
243,说实话，我真的很担心事情。,3
244,我最近情绪低落，无法摆脱这种恐惧。,0
245,我今天感觉很紧张，对我的皮肤不舒服。,3
246,我实际上感觉不太好，我的头脑很模糊，我感到焦虑，我的直觉告诉我出了什么问题。,3
247,我很好谢谢！,2
248,我感觉很棒，谢谢，我刚刚被告知我被提名一个奖项。,2
249,我感觉很好,2
250,我今天一直感到害怕。,3
251,我今天好难过,0
252,那不是你的事,1
253,不是很好，老实说。我只是最近似乎没有任何积极的感觉。,0
254,我对全世界都很生气！,1
255,我对自己受到的对待感到非常沮丧。,1
256,我一点都不好。,1
257,过的得好谢谢,2
258,很失落。当我一直在努力清理自己的时候，我妈妈骂我很乱。,0
259,我感觉准备随时斗争的紧张。,1
260,我对我的老板很生气，因为他总是冲我大喊大叫,1
261,我太棒了，觉得我今天取得了很多成就。,2
262,我的足球队今天赢了，这总是让我心情愉快。,2
263,今天心情很好，睡得很好！,2
264,我对我伴侣的行为方式感到恼火。,1
265,很放松,2
266,我情绪低落。好像生病了。,0
267,今天太糟糕了，一切都出错了。,1
268,我很崩溃。我无法停止哭泣。我的狗今天被车撞死了。,0
269,我今天感到压力很大，因为我有一个截止日期要满足。,3
270,我感到压力和焦虑,3
271,我很好,2
272,不太好，我度过了非常沮丧的一天。,1
273,实际上不是很好，对此感到有些焦虑,3
274,我感到非常生气，因为我的儿子不听从我的指示。,1
275,紧张的,3
276,我很难过。我的心碎了。,0
277,我只是一直很生气,1
278,我担心我们国家的疫情的发展方向以及政府最近做出的决定，并担心我会感染该病毒。,3
279,我真的很生气！今天是一件又一件的事情。,1
280,我对今天的考试感到很焦虑。,3
281,我真的很生气。我不公平地失去了工作中的大晋升。,1
282,我不好，我对我的搭档很生气，因为他说了一些令人恼火的句子,1
283,不是很好,0
284,我觉得有点空虚。我的生活中没有任何事情发生。,0
285,我今天过得不好,0
286,我今天感觉不太好。,0
287,超级好,2
288,今天一切都糟透了。,1
289,我不断发现自己不由自主地握紧拳头。我感觉我的神经被击中了，我快要爆炸了。,1
290,我其实是！,2
291,我觉得很烦。,3
292,我直接打了我前任的车窗。,1
293,我只是想砸东西。我的老板最近很为难。,1
294,我对这个世界感到厌恶,1
295,我很高兴因为我和我的朋友出去了,2
296,不好,0
297,我感到非常焦虑。,3
298,我一点都不开心,1
299,事实上，我这周都在加班，这让我很生气。,1
300,我觉得很糟糕，自从我父亲去世后，一切似乎都没有任何意义。,0
301,我很好，谢谢，此刻对我的生活感到非常满意 - 我刚刚遇到了一个了不起的人。你今天感觉如何？,2
302,我今天感觉很恶心,0
303,我感觉很焦虑，我在等那个工作项目的回音,3
304,此刻焦虑和恐惧加剧了，谢谢你想我。,3
305,我做得很好，谢谢你的提问！,2
306,我感到有压力。,3
307,我不舒服。我正在为即将到来的考试感到压力。,3
308,我没那么好，我想一个人呆着。,1
309,一切顺利，我很高兴地说,2
310,我很担心,3
311,只是担心接下来的几天,3
312,我什至不想谈论它,1
313,我需要休息一下社交媒体,1
314,我做得很好，我的心情很好。,2
315,我今天感觉不太好。,1
316,很好，谢谢，你呢？,2
317,我很好！,2
318,我只是感觉真的很沮丧。,0
319,今天，我欣喜若狂。我的结果是阴性的。,2
320,我感到很高兴，因为我进入了我梦想中的大学,2
321,我又开始真的生气了,1
322,非常好,2
323,我不好,1
324,我今天不怎么好。,0
325,我今天感觉不是特别好的。我很焦虑，不知道为什么。,3
326,我有点沮丧,0
327,我很好，谢谢,2
328,真的受够了这个。,1
329,我真高兴。我现在拥有我想要的一切。,2
330,我的生活一片混乱。,0
331,我很害怕，虐待我的前任试图再次联系我。,3
332,我害怕死亡，有时我只是彻夜难眠，想着生命的荒谬,3
333,我感到很沮丧，今天早上我不想起床。,0
334,我很郁闷我考试不及格。,0
335,我很生气，我的房东刚刚给了我一些可怕的消息。,1
336,我今天很沮丧。,0
337,我很害怕。我不知道如果我这次考试不及格会发生什么。,3
338,我今天感觉轻松自在,2
339,我的心情不好,1
340,升职了我感到很开心,2
341,我的前任毁了我的生活，我疯了。,1
342,我对我的搭档很生气，我发现他们出轨了,1
343,我受够了。我认为我这个月无法应付所有账单，而且我还在不停地工作。,0
344,非常好。,2
345,我今天很伤心，似乎什么都不对。,0
346,我气得快要爆炸了——我哥哥真的知道如何按我的按钮。,1
347,我今天过得不好，你能帮帮我吗？请帮帮我，你会帮我吗？,3
348,我感觉有点摇摇欲坠。,3
349,我真的对我丈夫很生气，他和我吵架了。,1
350,我很生气，因为我哥哥偷了我 50 美元。,1
351,我一直看中东的新闻报道让我更加焦虑。,0
352,是的，很好，谢谢。,2
353,我真的感到很失落和悲伤。我的伙伴和我分手了。,0
354,我对我弟弟很生气。,1
355,我好多了。我正在等待我的测试结果，我对结果感到紧张。,3
356,我感觉很棒！,2
357,今天醒来感觉不到自己，这让我感到害怕。每当我有这种感觉时，总会发生一些不好的事情。,3
358,我感觉不太好，我被诊断出得了一种可怕的疾病。,0
359,我今天感觉很棒！谢谢你。,2
360,我感到紧张。,3
361,我今天真的很累。,3
362,我很难过，因为这是一个长周末，但我必须工作。,0
363,我感觉不太好。,0
364,有点紧张；我觉得我的老板对我不满意。,3
365,我对今天不是很自信，有一种不好的感觉。,3
366,我感到压力很大，我对我的男朋友很生气，因为他总是迟到而不提前通知我。,1
367,我感觉有点惨，心情可以更好。,0
368,我没心情说话。,1
369,我今天真的很生气。,1
370,我想让我为了杀他而自杀的朋友起死回生,1
371,由于无法参加家庭活动，我感觉不太好。,0
372,我不好。我头上的工作压力太大了。,1
373,我担心袭击我的人会再次跟踪我,3
374,我今天好难过。,0
375,我很好，谢谢！刚刚开始我的假期，很放松。,2
376,我感觉很好，因为我刚刚发现我通过了考试,2
377,我担心我目前的工作状况,3
378,我今天很焦虑。,3
379,我感到害怕。,3
380,我感到很不安,3
381,我感到非常焦虑，而且一点也不舒服。,3
382,自从他离开我我真的不想再活了,0
383,我很郁闷。我找不到起床的动力。,0
384,我很好，但我觉得我们可能会输掉足球比赛,3
385,我怕我考试不及格。,3
386,不太好，今天早上我下雨淋湿了。,0
387,我对上周在工作中发生的事情感到很生气。,1
388,好极了！,2
389,我很生气，觉得没有人尊重我。,1
390,不是很好，只是整个星期都感到沮丧。,0
391,我很生气。,1
392,我感觉很糟糕，我刚刚得到了一些非常令人恼火的消息,1
393,我很满足我现在的情况,2
394,我感到非常难过。昨晚我失去了亲人。,0
395,我今天感觉很好，谢谢！,2
396,我对客户服务主管感到反感，因为她在我叙述我的问题时拒绝看清原因,1
397,感觉一切都没有希望了。,0
398,我感到很失望。我被朋友出卖了。,0
399,我很失落,0
400,我感觉不太好，昨天和朋友闹翻了,0
401,我的焦虑感都无法衡量了。,3
402,我做得很好，我今天感到很高兴。,2
403,不太好，失望，沮丧。,0
404,糟糕，昨天我失去了一个亲近的人。,0
405,我想我不能再继续下去了。,0
406,再好不过了,2
407,我今天过得很糟糕。,0
408,只是感觉真的处于我生命中的低谷，似乎什么都不对。,0
409,我很生气。我的老板把我逼疯了，我的朋友一直向我要我帮不了他的忙。,1
410,对目前的情况真的很满意,2
411,我感觉棒极了,2
412,今天，我的心仿佛在狂奔。我感觉不太好，我想我只需要一个人待着。,3
413,今天对我来说是个好日子。,2
414,我只是不想再继续下去了，一切似乎都是那么绝望。,0
415,不好，我认为什么都不会改变。,0
416,我很好谢谢！,2
417,其实，我对这个冬天取暖油的价钱而生气。,1
418,不好。我的狗今天被安乐死了。,0
419,我今天压力很大，我在等一些测试结果,3
420,不好，我害怕去看医生，我觉得事情很严重。,3
421,我今天感觉很好。,2
422,我需要完成的事情太多了，我敢肯定我会忘记一些重要的事情。,3
423,我很生气，因为我的猫毁了我最喜欢的地毯,1
424,我怕我的孩子生病了,3
425,一点都不好！,1
426,我很生气，因为我的狗在我外出工作时撕毁了我最喜欢的沙发。,1
427,做得很好谢谢,2
428,我确实感到有点焦虑，因为我即将做一些我以前从未做过的事情。,3
429,我没事，就是有点着急。我只想让这一天结束。,3
430,对一切都很生气,1
431,我以为我在变好，但我真的又为事情生气了,1
432,不太好，现在事情真的让我感到不安。,3
433,我开始想到我的对象离开我的时候，我很生气,1
434,我今天有点着急，等待一些结果,3
435,极度愤怒！老婆离我而去！,1
436,我很沮丧。我和姐姐意见不合。,0
437,我感觉像一块湿抹布,0
438,老实说，我心情不太好。我考试没及格。,0
439,我很沮丧，我今天应该去看我爸爸，但他不得不重新安排时间，我很想念他。,0
440,自从我去年失业以来，我就有点沮丧了,0
441,我今天感到压力很大。我有太多太多的事情要做，但时间太少了。,3
442,还好吧，我觉得。,0
443,我今天有种不好的预感。,3
444,不好。我害怕未来的不定。,3
445,今天，我既焦虑又害怕。,3
446,我感觉不太好，我很焦虑,3
447,我有点生气，因为詹姆斯没有完成他的任务。,1
448,我害怕有什么不好的事情会发生在我身上。,3
449,我今天感觉有点紧张。,3
450,我今天的焦虑很严重，一点点事情都让我担心,3
451,我生气,1
452,我还好，但我起晚了，不得不赶去上班。我希望我不会遇到麻烦。,3
453,我不好，想到我的孩子我很生气,1
454,生活是美好的！,2
455,太阳出来了，我有一种感觉，这将是美好的一天！,2
456,我很生气,1
457,我感觉很好，生活很好,2
458,我很生气我的老板写信给我。,1
459,我今天过得很糟糕 我很担心我的考试,3
460,我感到开心,2
461,我感觉在世界之巅,2
462,我有点沮丧。我今天考试不及格。,0
463,我不好。我不知道为什么这一切都发生在我身上。,1
464,生气又生气。我周围没有人在听我说话。,1
465,我对今天开始我的新工作感到有点焦虑。,3
466,我希望我感觉更快乐，但是这几天过得很艰难。,0
467,我今天感觉很紧张。,3
468,我没有任何快感。,0
469,我很沮丧，感觉我没有未来,0
470,有点担心。,3
471,我度过了美好的一天。,2
472,我不想吃早餐，因为我太难过了。,0
473,我今天真的很开心。,2
474,不太好，因为银行搞砸了我的支票账户。,1
475,快乐,2
476,今天发生了很多好事，所以我特别高兴。,2
477,有点害怕，昨天做了件丢人的事,3
478,不错。今天心情很愉快。,2
479,我很痛苦，我已经好几个星期没能让自己做任何事情了。,0
480,真的很好，睡了一个好觉。,2
481,感觉空虚，吃不下睡不着,0
482,不太好，我脑子里有很多事情让我感到压力山大。,3
483,我今天感觉不太好。我非常焦虑和不安。,3
484,挺不错的朋友，一切都如意。,2
485,老实说，我很生气。,1
486,我觉得很烂，我和我朋友吵架了。,1
487,一个白痴差点造成车祸，让我很生气。,1
488,我他妈的气死了。,1
489,你问来干什么,3
490,哦，甚至不要让我开始！,1
491,我害怕我会失败,3
492,我觉得可能会发生一些不好的事情，而且我担心它会发生。,3
493,我感到有点压力。,3
494,我有更好的日子，我感觉不舒服，现在对事情感到焦虑。,3
495,我应该和朋友出去，但我觉得太紧张了。我不喜欢和一大群人在一起,3
496,我害怕我所爱的人可能会发生不好的事情,3
497,对我来说一切都很顺利。,2
498,我无法处理日常任务，我感到非常不知所措,0
499,糟糕的。我对我的兄弟很生气，我相信他正试图让我的家人反对我。,1
500,一切似乎都不顺利，我无法让任何人听我说话。,1
501,我感到有点压力，因为我必须在全校面前演讲。,3
502,今天心情很好，期待下午。,2
503,还不错，事情进展顺利,2
504,我很心烦。,1
505,我感觉不好。我发烧了。,0
506,每个人都反对我——我的老板、我的丈夫和我的孩子。,1
507,我生自己的气。,1
508,我生气了。,1
509,我感到害怕,3
510,我感觉很糟糕,1
511,我感到害怕，因为我不确定我将来想要什么职业,3
512,我感觉很棒！,2
513,我因分手感到很沮丧。,0
514,我今天感觉超级沮丧，似乎没有任何意义了,0
515,我非常失望。,1
516,我有一种害怕一会坐飞机的感觉。我真的很怕坐飞机,3
517,充满希望,2
518,我心情不好,1
519,我很难过,0
520,我需要得到支持,0
521,事情可能会更好。由于我的学校成绩，我最近陷入了困境。,0
522,一点都不好。我只想躲在我的房间里，从世界上所有的动荡中睡觉。,0
523,有点失落的感觉。,0
524,我感觉很好，谢谢。,2
525,太好了，我刚中了彩票,2
526,不要打扰我,1
527,我的老板只是因为我胡说八道而解雇了我！,1
528,我想砸人的脸。现在的人都是混蛋。,1
529,我感觉很棒谢谢！,2
530,再好不过了！昨晚我的彩票号码出来了，我要辞职了。,2
531,今天我感觉想成为一颗钉在墙上的钉子。就在那里呆着。,0
532,恐怕我不能按时完成所有这些工作,3
533,我今天感觉很紧张。我有一个大测试，我担心我不会通过。,3
534,我今天很紧张,3
535,我觉得这个世界好像一切都很好。,2
536,我他妈不知道,1
537,我有一种同性恋的感觉，我对我所拥有的一切感到欣喜若狂。,2
538,我心情太好了。,2
539,感觉真好,2
540,我真的很不高兴，我的小狗昨天跑了，我到处都找不到他。,0
541,这是一个非常糟糕的时刻,1
542,这些天事情正在按我的方式进行。,2
543,我真的很沮丧，很沮丧，我在任何地方都找不到工作。,0
544,好郁闷。我最近被解雇了,0
545,兴奋的,2
546,由于某种原因，我今天感觉很忧郁。,0
547,我的足球队赢得了世界杯，我感到很满足,2
548,我今天非常难过。我一直在想我的母亲，她最近去世了。这很困难。,0
549,我有很多事情要做；我生气了。,1
550,不太好;我因为生病错过了一个生日派对。,0
551,我怕我不记得我学过的任何东西,3
552,我觉得我女朋友一直在骗我，这让我很焦虑,3
553,我无法停止哭泣。,0
554,我今天真的很紧张，我似乎无法摆脱这种恐惧感,3
555,我对我儿子很生气，因为他今天没有吃午饭,1
556,我感觉自己站在世界之巅！,2
557,我很生气,1
558,一切都很美好谢谢,2
559,谢谢你的提问，今天很困难，有点焦虑，它变成了恐惧,3
560,我感觉很棒。,2
561,我今天真的很紧张。,3
562,我最好的朋友这周搬去了很远的地方。,0
563,我很生气，因为我找不到借记卡。,1
564,我今天感到满足和高兴,2
565,今天我的心情很沉重。,0
566,被惹毛了！交通是一场噩梦，有人把我拦住了，我差点撞上他们！,1
567,我有点沮丧。,0
568,我很生气,1
569,我今天感觉很好，我通过了考试！,2
570,我啥都不如意，我从来没有足够的钱做任何事情。,0
571,由于新冠病毒，我的健康状况恶化，我非常担心,3
572,我有过得更好的时候。,0
573,我失去了所爱的人，从那以后我就没有真正感到快乐。,0
574,我现在感觉很好。,2
575,我对很多事情感到担心，我觉得我无能为力。,3
576,太好了，我今天过得很愉快！,2
577,我不知道这个月我将如何处理所有事情,3
578,我很好谢谢。,2
579,我今天的心理健康一点都不好,3
580,我很郁闷,0
581,我感觉很糟,0
582,我再也受不了了。,1
583,其实，最近心情有点低落。,0
584,我真的很生气我的前任。,1
585,太棒了，谢谢你，我正在准备和我喜欢的人约会,2
586,我有些害怕，因为城里所有的骚乱让我担心自己会出事，否则我将无法获得食物和必需品。,3
587,感觉自己在坑底：刚丢了工作,0
588,我在另一门课上不及格，为此我很生自己的气。,1
589,我过的不错你近来怎样？,2
590,好多了。现在有很多值得感激的地方。,2
591,我觉得我今天已经实现了我想要的一切,2
592,我很担心，我的电话坏了。,3
593,今天，我感到快乐和满足。,2
594,我并不像我想的那样快乐。,0
595,我对考试真的很紧张,3
596,我完全感觉很糟糕,0
597,都好,2
598,实际上我做得很好。谢谢。,2
599,很开心，心里很充实。,2
600,好的谢谢你！我刚刚找到了我以为丢了的最喜欢的帽子。,2
601,我感觉没那么好。,0
602,我今天感到很焦虑。我的待办事项清单似乎越来越长，我工作的时间越来越长。,3
603,我很好，我不能抱怨,2
604,老实说不太好，我刚刚惊恐发作,3
605,我感到害怕，我不知道为什么,3
606,我超级生气,1
607,我对我最好的朋友对我说的话感到不安。,1
608,我担心我的职业,3
609,我只是随机有这些爆发,1
610,我感觉不太好。,0
611,我有点生气,1
612,我今天很焦虑。,3
613,我很生气,1
614,我和我的伴侣吵架了，我真的很难过。我觉得是我的错。,0
615,我只是想打人，真的。我现在对一切都感到厌烦了。,1
616,请放过我吧，我很痛苦。,0
617,我很生气我男朋友没有告诉我真相。,1
618,我很好,2
619,不是很好。最近似乎一切都让我感到沮丧，我需要付出很多努力才能保持冷静。,1
620,我为自己的安全感到害怕,3
621,现在在抢劫袭击后我的生活极度紧张,3
622,我真的很沮丧。,0
623,一切都很好，谢谢，没有啥可抱怨！,2
624,我真的很着急，我的肚子在打结，我怕我的驾驶考试不及格。,3
625,我感觉很满足。,2
626,我今天很伤心，昨晚我失去了一位亲爱的朋友。,0
627,随着学年即将结束，我有点坚定，我会想念我的学生。,0
628,我不能忍受我的生活，显然我的伴侣也不能，因为她已经走了。,1
629,我感觉很好，谢谢！,2
630,今天心情很紧张，要去面试。,3
631,我很担心我年迈的父亲的健康。,3
632,我很好谢谢。,2
633,我只是一直觉得很生气。老实说，我认为我应该得到比这更好的。,1
634,我很积极也很感激。,2
635,我感觉很厉害这是美好的一天。你好吗？,2
636,我不知道，你为什么要问我？谁让你问我的？,3
637,我被悲伤淹没,0
638,我感觉不太好，我很沮丧。,0
639,就像一座即将喷发的火山。,1
640,天气很糟糕，它让我陷入了垃圾场。,0
641,感觉不太好，我真的很挣扎。,0
642,我很生气。我丢了钱,1
643,我感觉有点压力，因为我忘记付信用卡了。,3
644,我今天很放松，是我的休息日,2
645,我今天很开心，一切都很顺利,2
646,老实说，我现在可能会破坏某些东西。我的一门课没及格。,1
647,活着真是神奇的一天！,2
648,我无法停止哭泣，因为我非常想念我的妈妈。,0
649,我真的很担心我的外表，有些日子我宁愿根本不出门,3
650,我对我的生活很满意,2
651,生气了，我的朋友真的很烦人。,1
652,我很高兴我刚刚通过了考试。,2
653,我觉得有点绝望。,0
654,我不好，当陌生人撞到我的车时，我真的很生气,1
655,很好，谢谢,2
656,我今天感觉不太好。我的狗不舒服。,0
657,我的一个朋友去世了，我感到很失落,0
658,我的母亲刚刚去世，我无法停止哭泣。,0
659,糟糕的。男朋友甩了我,0
660,我很好！,2
661,我感觉很好谢谢！,2
662,我不喜欢在人群中，这让我真的很焦虑，有点害怕,3
663,我太生气了，我可以杀了人。,1
664,我今天对自己真的很失望。,0
665,我很沮丧。,0
666,我很紧张，我有点失去理智了。,3
