text,labels
I am anxious about the health of my elderly father.,3
I've been feeling down lately and can't get out of this funk.,0
"I'm bad! I got fired from my job, I'm really angry. I did everything right in my job, it's their fault I feel that way.",1
I am feeling great thank you.,2
I am feeling very nauseous today,0
I feel amazing today,2
"I feel awful, I think I lost a friend today.",0
I am totally feeling very bad,0
Like a volcano that's about to erupt.,1
Horrible. I'm just so sad.,0
I am so sad today.,0
I want to shout,1
I have a bad feeling about today.,3
I'm mad because I can't find my debit card.,1
I'm very upset,1
I'm feeling great thanks,2
I'm very angry,1
"I feel awful, I didn't pass my classes and I will not graduate.",0
I can't take it anymore.,1
"Pissed off! The traffic was a nightmare, some guy cut me off and I almost crashed into them!",1
"Someone in my family contracted covid, and I am very anxious right now.",3
I am under a lot of pressure at the moment. I am dealing with a lot happening at home right now.,3
I didn't feel like eating breakfast because I was so sad.,0
It is a magical day to be alive!,2
Today I am overwhelmed with joy. My results came back negative.,2
"I just don't feel right today, I have this crippling anxiety",3
I am disgusted with the customer service executive as she refused to see reason as I narrated my problem,1
"Terrible. I'm angry at my brother, who I believe is trying to turn the rest of my family against me.",1
I have been beeling so much anger and hate lately towards the political situations going on.,1
"I am feeling somewhat afraid, as all the rioting in the city makes me anxious that something will happen to me, or I won't be able to get food and essential items.",3
I'm feeling really good!,2
So chill.,2
since he left me I don't really want to live anymore,0
Everything is wonderful thank you,2
I feel so happy. I have everything I want in life right now.,2
I feel really nervous today.,3
I am glad that my boss chose me for that promotion,2
My anxiety is high today.,3
"very content within myself, i feel in high spirits.",2
"I have to go for Covid testing as I am experiencing symptoms, and I am scared I might be positive.",3
"Terrible, someone broke into my house last night.",0
"I don't really feel like myself today, I feel scared and afraid",3
I'm feeling great!,2
I am doing well today as I went for a walk in the park,2
Feeling really good,2
I am feeling angry for my co-workers actions.,1
I am pissed off and want to feel better.,1
"So very sad, I am reliving a sad day on its anniversary.",0
"I'm really pissed, they made fun of me at school but I couldn't do anything about it",1
I am not feeling good today.,1
Today's a good day for me.,2
"Not good, I got in a fight with my mom.",0
I am having a fantastic day.,2
I just feel angry all the time. I think I deserve better than this to be honest.,1
I am feeling sad,0
Excellent thanks for asking,2
"She just won't talk to me anymore, I don't know what to do.",0
"I'm not feeling great, I'm quite anxious",3
Im feeling really good and hopeful.,2
"I'm bored, I am home alone",0
"I'm very nervous, I'm beside myself.",3
"Actually, I am mad about how much it will cost to buy heating oil this winter.",1
"Brilliant mate, all going well.",2
Not good really. I think my marriage is over.,0
"To be honest, I'm feeling really worried about things.",3
I'm not doing so well. I've been having relationship troubles.,0
I am sick and tired of this shit.,1
Today is one of those days where I would love to be a nail hammered into a wall. And just stand there,0
Things could be better. I've been down in the dumps lately due to my school grades.,0
Anxious,3
Pretty good.,2
"Ummm not great, ummm I am really worried about what is hapening, I haven't slept all week.",3
I hate my day so far.,1
Furious. Everyone is bugging me non stop at work.,1
I feel terrible.,0
I just have these outbursts randomly,1
I'm very mad,1
I feel afraid.,3
"i am distressed, i have been sick for many years and i cannot find a cure",0
"I'm so frustrated! My parents just don't understand me, no matter what I say.",1
I'm kind of pissed off because James did not do his part of the assignment.,1
I am feeling a little down.,0
I am feeling a bit anxious today to be honest. I met up with a friend yesterday and they have now been told they need to self isolate.,3
I am feeling so happy and content with my new partner.,2
I am feeling anxious about an upcoming doctor's appointment.,3
Wonderful ! I have a new job.,2
I'm furious. Nothing is going right!,1
I am happy today because am on holiday tomorrow.,2
empty is an understatement,0
Pretty good.,2
I'm not doing that great today. They are taking off my favorite childhood television show.,0
I am mad.,1
I feel good,2
I'm feeling on top of the world.,2
I hate this country!,1
I cried before,0
I feel very angry because my sister hurt me a lot.,1
"I am so mad right now, I can't believe I was taken for a fool.",1
I feel sad. My heart is broken.,0
Not too bad at all.,2
"I am feeling stressed out today to be honest, I am worried I won't do well on the interview and then I'm back at square one.",3
I feel very happy for getting a promotion,2
"I feel terrible, angry, hateful.",1
I am not feeling very confident about today and have a feeling that something bad will happen.,3
"I'm really anxious, I think I failed a test",0
I'm astounding.,2
I am angry,1
"I am really stressed today, I feel like there is no light at the end of the tunnel, I'm in arrears with my mortgage.",3
I just dont want to deal with this right now.,1
"i am sad, i fought with my boyfriend",0
I am feeling a bit scared,3
"Fantastic, really fantastic",2
I'm a little worried and stressed to be honest.,3
I'm angry as hell. I lost a big bet.,1
I am enraged.,1
I punched my ex's car window right through.,1
I am pissed off.,1
Great! My exam marks were released and I did well!,2
I am worried about my job,3
I'm pissed because I was fired for no reason,1
I have had better days,1
I am very on edge today,3
"Today is a great day, how are you?",2
My boss just fired me for some bullshit!,1
I started thinking about when my brother left and got angry ,1
"I feel furious, like I can't even think straight.",1
Everything sucks today.,1
I feel ready to fight.,1
"I'm feeling good, happy in my skin",2
I am feeling blue today as I have had an unpleasant review from one of my customers today,0
I am angry at someone.,1
I am feeling amazing!,2
I feel really great actually.,2
I'm feeling anxious today.,3
"Not great, feeling a bit on edge honestly",3
I couldn't be happier,2
great,2
I wish I could change,0
I am pissed,1
I've been pushed to the point of aggravation and lost my cool.,1
"I don't feel very well, I was diagnosed with a terrible disease.",0
"I'm feeling great, life is good",2
I'm feeling nervous about my job interview,3
I am feeling worked up about something that happened at work last week.,1
Just pissed off about everything,1
Couldn't feel better if I tried,2
joyful,2
I'm really mad at my husband for arguing with me.,1
I feel afraid and unsettled today.,3
"Not good, I think nothing is going to change.",0
"Not very well, my dog died yesterday.",0
Im in such a good mood. I feel so lucky today,2
Great. How about you?,2
"I'm very mad. My boss chewed me out, and my friend keeps asking me for favors I can't help him with.",1
"I'm okay, just a bit anxious. I just want this day to end.",3
"I'm really angry at my neighbor, who picked another fight with me this morning for no reason at all.",1
"everything sucks, I hate my life",1
I feel good. I'm reading a good book at the moment.,2
Amazing thank you for asking!,2
I'm kind of firm as the school year is coming to an end and I'll miss my students.,0
Pretty good,2
I am so pissed off because my dog tore my favourite couch apart while I was out working.,1
I'm feeling kind of down,0
I've been better.,0
I am furious right now because I failed my test,1
I am happy to be where I am,2
Really sad. I can't bring myself to do anything,0
uncomfortable,3
I'm feeling scared because I have to give a presentation today,3
I'm disgusted with the world,1
I'm depressed due to a fight with my friend.,0
"I just don't want to go on anymore, everything seems so hopeless.",0
"I'm not having a good day, can you help me? Please, help me, will you help me?",3
I feel empty and hopeless. This pandemic has really taken a toll on me.,0
I'm feeling great. I have just returned from a mini break.,2
Do you have a bonus question?,1
"I'm very sad today. I've been thinking about my mother, who recently passed away. It's been difficult.",0
