text,labels
i feel so dissatisfied with my life right now and any attempts to dream up a future leave me feeling as though i can t achieve that end,1
i feel weepy img src rte emoticons smile cry,0
i also seem to have some kind of crippling fear of bothering other people i wind up feeling like the uptight mom whos constantly correcting the kids,3
i feel so dangerous that my mind is like a bomb which i have no idea when it will trigger and explode,1
i am feeling irritated though,1
i feel relaxed and dehydrated i need to drink more water what i am grateful for a husband that helps me with the house and a warm bed,2
i feel almost petty mentioning that the documentation is poor,1
i have to admit it all feels terrific,2
i ran my fingers through my hair feeling agitated,1
i often feel over burdened by responsibility and yet i keep taking on more,0
i feel like you can never have too many talented big men who can rebound and block shots,2
i feel it venting on issues that move me ok the other issues,2
i feel terrible,0
i feel like i was punished after seeing this movie,0
i was not passionate about it i didn t feel creative and it did not seem like i was helping anyone,2
i have been doing a lot of thinking lately and i find that although i have no regrets and i believe everything i have done and all that has happened was fate i cannot help but feel distraught about my lack of progress,3
i feel shame for admitting my violent fantasies,1
i actually feel the unfortunate thing is that im too impatient and as ive learnt in my own experiences impatience ruins things,0
i feel honored to be a wife and mother,2
i feel guilt for making him mad or for being mad at him,1
i am only few steps away from becoming a catechist and honestly though at one hand i am extremely excited on the other hand i am feeling somewhat intimidated,3
i hate feeling that way mostly because i feel as if it makes me unnecessarily irritable towards people who dont deserve it,1
i feel ungrateful in my discontent living this life of dreams,0
i feel most excited and engaged like i felt back in the day when the sport was new,2
when i took the first year university exams and made a lot of mistakes in the p exam i was afraid of failing and thus being unable to go to the school of medicine,3
i identified with is she feels stupid naive and insecure,0
i feel trusting yourself and letting creativity develop seem to be key,2
im feeling extremely overwhelmed with life and bills lately and october was such a busy month that i couldnt bring myself to do much this weekend,3
i feel very very very sad,0
i feel really annoyed when i see old friends usually child less whom ask me what else i am doing besides being with p full time,1
i would feel dumb for going to the hospital in the middle of the night,0
i feel like slapping him but maybe he s rude because he s always pissed off by the stupid singaporean customers,1
i was about halfway through my meal when my tongue and mouth started feeling agitated to the point of me having an urge to scratch to oblivion which when out in public is not really an option,1
i was also suffering from insomnia and even when i did sleep i was always complaining of feeling exhausted,0
i am totally unaware of these emotions and when i go to the gym i feel anything but fearful and insecure,3
i love that feeling so damn much i neednt to care about the distressed feeling,3
i am feeling pretty virtuous,2
i happen to make it to a game a few weeks ago and i didnt feel tortured staying until the end of the game,3
i write and i feel vulnerable so i save the document and close out of it,3
i feel that i am too stubborn sometimes and just so set on being strong and independent,1
while swimming,3
i feel so hesitant and lost,3
i was feeling very pleased with myself applauding my ability to look at the matter objectively when suddenly a terrible thought struck me,2
i feel envious of people who live in other parts of the country can just walk into a school and sign their kids up for a program,1
i sit drowning in my sheets feeling shamed sinned and stolen,0
i can be ok with knowing that even though i feel like damaged goods im not and i do have something to offer anyone whod like to have it,0
i can t tell you how relieved i feel said duece s owner jd savage scratching the head of his dog,1
i feel free daring released from the tyranny of always being at someones beck and call,2
i feel like i was a little too obnoxious and loud and talkative on the phone this afternoon when i should have asked what was going on,1
we were riding in a friends car he was driving very fast and suddenly a another car crossed the road in front of us my friend had to turn the car rapidly,3
i just feel bitter,1
i am feeling a little bit better already so i am leaning towards the bad cold being overly tired,2
i feel like ive become extremely bitchy,1
ive only started to take it for a couple of days but im feeling extremely agitated and spaced out,1
im feeling another mellow day,2
i think if someone else were to treat me the way that i am treating others now i might feel offended,1
i dont mean to say its all bloody sunshine and roses and that i dont feel extremely uncomfortable and scared and unprepared and all that but god dammit we wanted this so badly and we are getting this and i am more than anything else so fucking happy and grateful that this is happening,3
im only up lbs so not feeling to pressured to drop it anyway,3
i have also learned not to waste precious time feeling hateful angry or vindictive towards those who have wronged me when i could devote that time to enjoying the multitude of people who are really there for me,1
i would like to walk so stay for a long time in this feeling a little reluctant to think of office to see will you,3
i feel like i ve been beaten and bruised trying to figure it all out,0
i left the museum that afternoon feeling something that i feel every time i leave a museum with that delicious feeling of i wanna do that,2
im feeling particularly indecisive this morning,3
i remember feeling apprehensive but hopeful and also certain that the treatment would be successful,3
i feel ive wronged myself each day i feel ive wronged the world maybe your the one for me but i guess well never know,1
i love all of the newness and feeling of school fall and meeting my sweet kids in september,2
i suddenly started to feel so incredibly vain like all i wanted to do was take pictures of them and me with them on o,0
i recollect all the times i feel in love with pain i thought was cute and life is terrible enough without swans,2
ive tried to make those feelings unimportant,0
i feel mad at myself for being so caught up in keeping on top of the house for doing everything else first,1
i know how awesome it feels to be special id like to share that feeling with people,2
im feeling pretty drained but we still need to bring our savings back,0
i didnt want to feel pressured into this and then resent chris for it,3
im feeling helpless sarah said,3
i can even say to j and hopefully s soon that i am feeling unsure on what this is about etc etc and that we can try and work on it together,3
ive been wondering if im getting anywhere being the impatient soul i am but woke in the night with a deeper understanding of something which has sobered me up a lot yet at the same time it feels hopeful,2
i want to surround myself with people who absolutely make my heart so filled with joy that i can t help but feel blessed,2
i was feeling a little grumpy as was fairly understandable,1
i feel strange wearing danella s things but i suppose i have no choice,3
i get the feeling that to the guys buford deals with the outcome of the game is not nearly as important as keeping their masculinity higher than the fans of the rival team,2
i am thankful we were able to go long enough to enjoy our time there without feeling rushed,1
im feeling so useless but youre saying you love me and you still want to hold me now you want to be near me still making me holy still making me holy,0
i was planning on taking tons of photos to send her but i was feeling shy for some reason,3
i honestly did feel like the divine child i really was taken to that place of naivet innocence and oneness,2
i feel numb posted on a href http leslielandberg,0
i dont know how sl real reactions about the whole things not that i feel bothered or concerned at all i just hoped it couldve been done in my own way,1
i don t know for what fucked up reason i defend something that feels vile to me but yes even while watching movies i ve always identified with and defended the villains,1
i feel like everything is just fine,2
i feel a little unsure about me my diaries makes me remember the times when i was facing bigger challenges and how i overcome it and then it made me remember the strong woman in me,3
i feel really proud of what i did that day,2
i was feeling a little bit sarcastic,1
i feel at the end of a gorgeous spent outside all day kind of day too hours ago,2
i watch the soaps and listen to their pathetic story lines which aren t real but what is happening to me is real and that makes me feel mad,1
i hope that other sane folks who feel this trend is dangerous and alarming start to speak up and ask the questions and demand answers,1
i was numb for years and later when i could feel i became terrified,3
i feel kind of lame about that note i said kind of,0
i feel peaceful like i shall grow wings and fly away,2
i feel really low as well as down,0
i despise pain suffering feeling miserable and the isolation that all of that sometimes brings,0
i wasnt feeling overly precious that day so its all very messy and hardly blended at all,2
i dont usually do this with adults because i dont want to offend them but when you work with children and have a loving basis with them they generally dont feel threatened when you call them out in a loving way,3
when a girl did not answer a question,0
i dont see why i have to feel unwelcome in what is now my house,0
i didnt feel at all anxious,3
i could feel my cranky left leg getting,1
i am not the biggest fan of heights so i was feeling quite apprehensive about going on the thrilling rides at everland,3
i just feel confused about god,3
im not feeling uptight about it it affords a good laugh,3
i have to wonder about the parents stating how spying is wrong would feel if some predator convinced their child that they were a friend and then some harm became them,2
i stand up for myself i end up feeling relieved and even proud,2
i feel that when you are a beginner and you are eager to learn then getting fap turbo from the get go may be the best way to go,2
i finished shadow kiss in two days because i had homework to do ugh i hate physics anyways i had money left over and it was raining hard and i had nothing to do except more homework and i was feeling very gloomy so having no car i went to walamrt on the bus on presidents day,0
i may be starting to feel paranoid or maybe insecure but im just a mere human being who yearns to be loved to be cared of and to be noticed,3
i feel a bit pressured by my pile,3
i wouldnt say im a liar but i think im often not honest with how im feeling because im afraid ill be rejected or im afraid of causing an issue,3
ive been feeling rather melancholy since monday,0
i feel scared all the time,3
i feel greed greed greed greedy greedy i want to inhale him i want to mold myself into him i want to talk with him about everything,1
i have the feeling that the kirby recolors always must be tortured,1
i feel a bit less scared,3
i will do this and make you proud of me he said still feeling joyful at the prospect of being able to leave the farmhouse for a short time,2
i feel like people are afraid to be around me like it reminds them that it cancer can happen to anyone even them,3
id like to point out that i have not paid full price for any of them thanks to ebay and probably wouldnt although they are nice but i feel there are better blushes around for a lot less money,2
i am feeling rather smug with all my new energy tips and there is even more to discover too,2
i feel more re assured that despite the hoo ha at the time the x david s have been the right people to take west ham forward,2
i feel so empty tho,0
i crave it feels very dangerous,1
i can see when someone feels uncertain or insecure,3
i can only say that i personally feel they are not only unsuccessful in their plight they begin to shift into the class with common criminals of which i wouldn t trust anything said to be truth,0
i drove to sioux city feeling the elation of a successful researcher to see the house theyd lived in the high school and college he attended,2
i feel very dissatisfied with my life,1
i feel irritated by everything,1
i can t think of a more satisfying feeling than the one i get after i ve created no matter how messy my output was or how minuscule compared to my work output it s always paltry,0
i feel a bit like a frightened puffer fish all air and no substance because even now when i do self checks the thought is always running through my head do i even know what i m looking for,3
i feel slightly distressed but mainly numb and somewhat resigned,3
i kind of disagree with her on that i feel it does help accentuate the mellow milky taste of butter and adds a savory touch to the crackers,2
i miss the company of people at work and that is why i started feeling envious,1
i was soooo tired of feeling needy and selfish ubt now i dont think i was,0
i know those feelings stem from this part of me that is not accepted mainstream more importantly in the communities to which i seek belongingness,2
i jump off the block and right before i hit the water i feel graceful i feel beautiful,2
i felt numb cold to my roots and it wasn t the good feeling kind of cold,1
i am now telling everyone if you feel im messy and wrong,0
i energy ye irrukadu azhiga azhigaia varum thukum thukuma varum after bath you should eat something or else you will feel weepy and sleepy and you will not have energy,0
i feel i can share what i want without feeling like i might be taking up precious time,2
i feel disgusted with him whenever he starts acting soppy and gushy,1
i feel very lucky to be involved and working with this particular group,2
i am feeling so insulted right now,1
i was feeling sorry for myself but who wouldnt,0
i feel a bit helpless and its not a nice feeling,0
i no longer feel tortured by the thought that i ruined everything or that i need to do something to fix it or that something is going to happen anytime soon,3
i hope one day communities will be just that to understand one another understand each others goals not feel hesitant to speak their hearts,3
i guess it s time for me to make my report and reflection again because i ve been feeling really depressed lately,0
i think that creativity is the key word about art and life i feel really well every time that i create something and always this something is something new for me and for everybody this is the good thing about creativity something new always arises from it,2
i am feeling weird neha texted in a weekend,3
i react in this manner i feel shitty about upsetting people so then i over correct by being too accommodating and it becomes a neurotic see saw of weird behavior,0
i called on one little girl whose feeling word was ecstatic,2
i may be lacking sleep or iron but mostly i just feel frustrated and that is draining,1
i went from feeling thrilled that h got accepted still am by the way to feeling a little bad about my own not getting in and then to feeling really pissed off that i put a lot of time and money into something that got me no where,2
im feeling way less apprehensive about this internet person showing up,3
i feel very triumphant at the moment,2
i am feeling proud and fit weighing in at pounds so that i can be an energetic mother,2
i can only call self realization i feel that i have finally accepted what my soul had been longing for during lifetimes the gift of a href http www,2
i would feel completely drained afterward because not letting my mind wander took every ounce of mental energy,0
when i discovered that i and my friend would be licensed at the first call this emotion was accompanied by a great relief it was the coronation of a year of sacrifice and extrene discipline,2
i missed dave i had a great time and feel pretty relaxed,2
i feel it is important to have a variety of characters within a thriller to allow the audience to have a good understanding of the narrative itself,2
i just feel so overwhelmed,3
i feel i am more excited than she was when she was about to perform her song live at her competition,2
i write this i feel guilty,0
i feel but i like the dinner delicious dinner thanks,2
i love you we re still we re feeling sweet,2
i could by no means imagine and together with the income back guarantee you will come to feel assured that it s going to get the job done for you personally as well,2
i feel privileged to be standing here today,2
i don t know why it is that i feel awkwardly hesitant to return to melbourne,3
i really have no desire to feel suspicious,3
i often hear from women who feel particularly damaged by their husband s affair because of their change in their lives before and after this event,0
im feeling handsome today a onblur try parent,2
i am curious about what lab exercises they suggest though as i m feeling most uncertain of my ability to come up with pedagogically useful labs,3
ill never forget how excited my daughter was to help pack and load stuff in my aunts van and my friends suv and feeling absolutely devastated knowing what i was doing to her,0
i feel somewhat apprehensive about going as one feels obligated to go and perhaps nervous too,3
i got that full tightness in my throat feeling and it was not pleasant,2
i never wear the bontrager gloves they feel weird on my hands and in the winder they are not much help,3
i was feeling creative today so made this,2
i feel heartbroken because i really want to get better for my fianc e and for myself but don t know how,0
i jsut cant stand it at all feeling heartbroken its so bad actually that this must be like that,0
i want to pray for healing but it almost feels selfish,1
i love my best friends there are days i feel drained and tired but i have a sense of obligation willingly to do what i can for them in their times of need and their times of joy,0
i want to feel i m hoping that by being truthful and transparent in my desired feelings i ll be more focused to get there,2
i sometimes feel selfish for feeling like this,1
i feel isolated from women of god and women of power i remember that she didnt leave it there to convert me she left it there because i mattered and she wanted me to know that she and god saw that,0
i feel like i am in such a hateful negative environment,1
i know the consequences of doing these small jobs but it makes me feel useful it makes me feel normal and without days like that well i would probably go mad,2
i feel that i purchased a terrific wine which i can enjoy now or let age for about two more years,2
i feel like im being put through the sugercane machine squeezed and tortured,1
i could continue running feeling so dull and draggy then i was putting forth a great deal of effort,0
i wrote a post about that on my blog whilst feeling pissed off so perhaps i didnt word things as well as i could have done but at that time i felt confused and quite upset,1
i feel so inhibited and undermined,3
i cant sleep and i feel horribly distressed,3
i dont know that i feel tortured necessarily,1
i still feel it and for that i am thankful,2
im feeling this kind of low energy like i am right now its probably not so much the weather as much as it is that i actually had evidently been going through another series of flashbacks and just have not even been aware that i was,0
i would go mine not feeling regretful about anything,0
i feel so incredibly blessed to say that we are closer than we have ever been and i couldnt imagine any other person i would rather experience this life with good or bad,2
im always with someone amp it makes me feel needy,0
i almost feel angry but im too tired to feel angry anymore,1
i think i want to hate someone my anger usually fades pretty fast and then i just feel dumb which i also get over pretty quickly,0
i am feeling twitchy and irritable and am picturing what i want to do to hubs in my head for the next hour but not after a short film in my head of what i shouldve done with the burger king eff up,1
i stepped further and further i could feel the cold grainy water splash upon my feet and limbs,1
i cant help but feel outraged amp slapped in the face,1
i was feeling pretty grumpy by that point but the food and wine helped me feel better,1
i feel helpless unable to move feel uncomfortable and restrictions on freedom of movement,3
im sitting on the tablechairthing when i suddenly start feeling super nauseous,2
i feel to insecure to go out to a restaurant,3
i have the ability to read eyes so keeping eye contact is my way of really getting a feel for whether a person is being sincere or not,2
i feel a little petty and materialistic because im so upset,1
id love to interact with my peers regaurdless of how stupid i feel their bullshit is it cant be nearly as petty and dramaticized as whats going on in my head,1
i eat i feel disgusted,1
i have of them talking about the question and usually once theyve shared with a friend ill have at least twice as many feeling confident enough to share in front of the class,2
i may not feel hostile towards her now but whats happened has happened,1
i feel a little reassured when he tells me its healing well and on schedule,2
i cant reach out and feel your finger tips its not that i might feel some petty shame no but that i might then learn your name,1
i feel like i want to be alone but when im alone all i wunna do is be able to talk to someone about all this,0
i don t feel i m any more artistic or less scientific than the next person,2
i know that our nursing relationship is starting to come to an end and just thinking about it makes me feel very emotional,0
im feeling so annoyed,1
im feeling troubled this morning,0
i couldn t help feeling envious cleaver had been chosen last time,1
i hate it i am feeling bothered by my boob size,1
im to sit here feeling tortured for the next several hours while you sit there pretty as you please and have your merry way with my self control,3
i feel insincere and somewhat hopeless,1
i find it difficult to take a photo of myself or of my face and consider it photography but i figured since the concept i m pushing is evident i feel it s acceptable,2
i want to feel strong take pre workout and creatine and lift heavy and have strength,2
i get a good feeling from faithful catholic blogs,2
i just have to get over feeling sorry for him because he s a sociopath and can t help himself,0
ive been feeling really uncomfortable with the accessibility of my information to others amp to myself things i have posted within the past five years amp the accessibility of others information via facebook,3
im begininng to feel like that obnoxious college kid hanging around the high school a little too much,1
i feel like im seeing how fake people really are,0
i am feeling a little uncertain about how things will go from here but i feel that the weekend of potty training was all in all a success,3
i feel like im so outraged by it ill show it to her later,1
i am feeling drained from crying when i have to wake up at freaking a,0
i had this feeling when i met a girl,1
i dont care anymore i cry for the pain i feel of being tortured for so long,1
i am definitely feeling more hopeful,2
i feel so neglectful being that ive only seen him once and hes like,0
i feel very disappointed that richard dawkins is slowly revealing himself to be nothing more than yet another superficial hate filled bigoted individual with seemingly no capacity to develop a shared understanding or find mutual ground with the rest of society,0
i peaches is feeling that her life in the trailer park is empty,0
i was home alone yesterday and feeling rather listless and muted given the circumstances so on a lark i gathered the last of my free cash and walked over to blockbuster,0
ive been wondering how it feels like to be one of those carefree girls,2
i feel and aching for it never to end,0
i am so nervous i find i feel terrified ashamed to admit out loud that i have been choosing to stay in an abusive relationship for over ten years and choosing to subject my kids to it,3
im feeling a little apprehensive,3
i am excited about the rest of my life and feel really privileged to have had the incredible experiences i have had over the past years but it is time for me to move on,2
i do good with time management sometimes if only for a few days trying different techniques but eventually i go back to the old way and i feel so frustrated with myself right now,1
i use it in the shower and love the way it makes my skin feel and the smell is fabulous as well,2
i was feeling these really angry ugly feelings,1
i really feel entertained and informed when i listen to it,2
ill be feeling a little less frantic and have more of an idea of where were heading,3
i feel so dull and i keep feeling sickly,0
i feel like im constantly being tortured and persecuted at home,1
i was feeling extremely whiney and lonely and sad,0
i dream about that all the time but they sit in my head when i m awake and itch at my anxiety making me feel irritable and uncomfortable during the day,1
i lost dollars and the next day i won dollars i spent the weekend oscilating between feeling greedy and having a carefree attitude towards money,1
i have been feeling extremely overwhelmed lately,3
i don t think there s anything wrong with her dear jude but i feel so timid that i can t help begging you to be punctual a target blank rel nofollow href http www,3
i have no license i cant drink i have to take medication everyday that makes me feel groggy and now anytime i go anywhere by myself either walking or riding my bike i am scared to death i am going to wake up in the er again,0
i started to feel stressed and depressed again,0
i feel pretty el dueto in dito entre eminem y nicki minaj width xid,2
i feel i am smart but my tests sometimes are good somtimes not,2
i don t think you can seriously dislike anyone in the movie and even the villains are fun to laugh at although you also feel doomed on behalf of linguini whenever they appear,0
i feel so very blessed to have you all in my life,2
i would not knowingly wound the feelings of any not even one who may have wronged me but would seek to do him good and make him my friend is certainly worth including though perhaps not quite in those words,1
i feel kind of like a lame mommy,0
i believed there was something wrong with me while feeling a little anxious striving for strait a s in college,3
i can see direct results and i feel like what i am doing is worthwhile,2
i dont know why i feel really disappointed him he didnt tell anything to me thats all and actually this is just fictive,0
i feel like i can believe him and for some reason i just accepted what he was saying as truth which is hard for me to do with most first person narrators ishmael i am looking in your direction,2
im sure ill feel stupid when you explain it to me,0
i just feel so worthless when i look at their work,0
ive been feeling discontent for quite sometime now and anytime there is talk of going to school or leaving makes me happy,0
i feel shy every time i remember how i did act when i saw you,3
i wonder though how many of us non passionate people felt fine until we were told we should feel passionate about our jobs,2
i feel rebellious today so i just turned away sighing letting that person just stand there constipated like they were taking a dump standing up and then i took my bag,1
i really feel hesitant,3
i breathe and go back into my myself try to feel my connection to the divine,2
im still feeling uncomfortable about my last blog post because it all about me spending money,3
i love going to school and taking all this information in i am finding myself feeling anxious about taking the next step and moving into the career world,3
i feel like you know who you are more than most people in this fucked up world,1
i no longer a chiuv that is one a man with have an obligation to say kaddish and daven from the amud lead prayers i feel more relaxed,2
i not remember things but i feel like i get lost in conversations easily,0
i feel pain if iam not body why there is suffering,0
i dont expect every minute of every day but i just feel so alone,0
i started to feel numb and fuzzy and weak,0
i dno y its only recently i feel so pissed off with them esp the nd one,1
im battling a minor health issue thats dragging me down and im feeling more than a bit overwhelmed by it all,3
i get close to people i think to myself yeah theyre trustworthy enough to me and so i do and then i get this regret feeling and it haunts me everyday like its telling me to stop trusting them not to trust them,2
i feel insulted that youd prefer a meeting with masters windu and yoda instead of trying my pancakes,1
i could actually add a couple of books to my list if i waited until the actual turn of the clock but i am feeling a little impatient these days,1
i was a bit flustered that he wouldnt answer my phone calls but i had a feeling it had to do with this increasingly suspicious evening which was unfolding so i let it go,3
i feel a strange mix of emotions regarding this fact,3
i hadnt fully come out of my shell so no one had really seen me act and the big words that were being thrown around made me feel confused and stupid,3
i feel sort of pathetic saying that my iphone inte,0
i had a lot of questions about my future just badgering me i started feeling unsure of which path god wanted me to take regarding my major relationships ministries etc,3
i was feeling a bit strange had some food and my stomach started to cramp so got up had a walk around and even went for a lie down,3
i constantly feel pressured to talk and i dont like it,3
i feel more angry hurt and helpless to affect anything in my world,1
i feel stressed out like all the time,0
i did feel hurt and explained to her the next day that its not fun being strung along like that,0
i feel that im not sociable cause i dont talk much,2
i was feeling very weird at the restaurant though and wanted to puke and pass out,3
i often feel like the world is doomed and the mere fact that it s not destroyed already by someone like me or by mere blunder proves a miracle,0
i feel pretty foolish for getting myself into trouble with water,0
i fear a person like you making me feel more ugly and disgusting and terrible than i have ever been made to feel before,0
i am feeling overwhelmed and tired of school,3
i hate feeling pissed off at everything,1
i feel out of control i attempt to rearrange everything but i get disheartened and give up,0
i feel stubborn,1
i waited as long as i could and then woke up him feeling extremely cranky and,1
i but i im starting to feel really wronged and angry,1
i do not fully grasp the cultural mores of german society which can make me feel strange and unnatural at any given time,3
i enjoy the feeling of being submissive and hope someday to,0
i am beginning to feel impatient,1
i family feeling festive,2
i pay my e enter and immediately feel intimidated,3
im feeling pretty indecisive about going to my hairstylist and getting the big chop,3
i feel rejected abandoned and damaged beyond repair,0
i feel it might be because my beloved friend is developing quite the healthy life with a newly acquired guy and i develop a burgeoning doubt and fear of abandonment vis a vis the intangible and delicate relationship between us,2
i feel abused and scorned a battered wife yet i am not and guiltless i am not either,0
i dont like that because i feel like im on guard at all times and scared it will happen again,3
i feel shaky about,3
i know how hard it is to feel pressured into looking perfect all the time and in fact i still feel a lot of that pressure from the media and things like that,3
i feel tortured everyday with sarcasm getting thrown at me getting tackled by hatred,3
i absolutely hate feeling rushed,1
i feel bit furious to ur,1
i feel terrified by the sheer amount of heart wrenching love i feel for such a tiny person a tiny person who i have the responsibility of helping to become a healthy responsible kind and compassionate adult,3
i am kind of feeling melancholy because of the recent tragedy in bontoc you know when we were there you do get the feeling that every turn is the last turn you are ever going to make in your life,0
i feel i know a dirty mess you profess and you show both of which are old hat arent they,0
i don t feel submissive anymore,0
i am feeling pretty unsure i believe its the time in my life where i need meditation reflection and writing,3
i was feeling like a wimpy giant hiding behind karen as we made our way into the cafe and found the rest of the bloggers,3
i fiddled with those and ended up not only having something to send diane but also feeling at least halfway productive,2
i stand up to leave i feel hated by every other woman in the room,0
i know i am lucky to have this job and the job is easy just cleaning days a week at a care home but even so i still keep feeling paranoid or panicky about things,3
i love to hate so when she gets in a catfight i don t have that feeling of disappointment that i do when a character i love sinks that low,0
i wobble inwardly and feel a bit vulnerable and misunderstood,3
i think im feeling a little needy because julias not here alyssas at camp for the next month and a half brian and samantha are moving away in august september,0
i also feel like ive taken all taken all the photos and said all words about how fabulous and delicious craft camp is a million times before,2
i feel i shouldnt have to worry about someone elses feelings if im telling them that they have wronged me,1
i feel frightened and very very alone,3
i feel calm and relaxed from taking ten minutes out,2
i woke up feeling disgusted i asked god what song was it that i had that i should not have,1
i just found out that i will be exhibiting i had been on the wait list and im feeling simultaneously excited and maybe a little panicked,2
i feel so blessed that i could vote today,2
i feel marketing companies can gain extremely useful information that can be used to win additional customers without crossing the line into unethical situations,2
i didnt stray much from the usual quilt block assembly so i didnt feel particularly clever,2
i actually was considering whether to post this today or tomorrow but i realized that ive a lot of topics left for the next few days and im feeling a bit impatient,1
i feel super honored and happy that i got to be a part of that,2
i tried not to feel too paranoid but my bodymind system was very uncomfortable and confused,3
