,text,labels
40,i just freak myself out i feel so emotional that i can barely carry out simple tasks let alone find a job and support myself,0
41,i arrived at hospital at on monday afternoon and was not admitted until pm and this was only due to finally getting an understanding psychiatrist the first medical professional i spoke to all day who empathised with why i was feeling so distraught,3
42,i feel like a lousy person,0
43,i sometimes feel reluctant in wearing dress or skirt is because of the cold you can feel to your legs or your feet,3
44,i was still feeling puke y and was getting cranky at a guy who kept weaving in front of char and i,1
45,i like going to the prison to serve percent of the time i feel completely helpless without any answers for the enormous problems i hear but those moments force me to realize that i am not god and only he can heal save and restore,3
46,i begin to praise the lord my spirits are immediately lifted i feel lighter the pressure leaves because i am trusting god to care for me and for those around me,2
47,i feel more jaded more tired and more skeptical,0
48,i allow another to garner such control over me that their loss from my life makes me feel this inadequate and lacking,0
49,i mean it is awesome if you arent feeling threatened by it,3
50,i feel if everybody is on board we ve still got a very talented and good team he said,2
51,im feeling creative right now,2
52,i can t protect my babies and it feels so very selfish to worry about protecting myself when my kids are going through this,1
53,i like the level of communication players are getting especially from ghostcrawler but i m getting the feeling that the expansion is being rushed out before it s actually ready,1
54,i feel inadequate as i lacked in so many areas academically,0
55,i feel rushed in a lot of areas in life but particularly in communication the pattern im seeing is that i stop listening once my mind side tracks with the thought of something related to my agenda not equal consideration of words here,1
56,i am feeling particularly vulnerable,3
57,i feel deeply disturbed that young canadian university students arrive at university ready to expound rape culture,0
58,i am not feeling very glamorous,2
59,i feel most unsure about iso when to to raise it when to keep it low,3
60,i am feeling a little isolated in that way,0
61,i feel safe in a bar basement amidst a bunch of men making dick jokes,2
62,i hate feeling like i feel now in that everyone i meet will betray me at some point and that i should probably just not form any relationships with anyone since theyll all end up fucked anyway,1
63,i love clashing prints but never feel brave enough to go all out maybe ill try mixing it up a bit in some future posts but for this look i left the outfit simple so the headscarf became more of a statement,2
64,i just had that unsettled feeling you get when you have a fever and you are restless and want to move but dont because youre so incredibly exhausted to begin with,3
65,i feel distracted and irritable more so then usual,1
66,i feel disgusted at my cousin,1
67,i feel valued and appreciated,2
68,i am reminded by how much more there is to learn about living here and getting around and i feel only as comfortable as a tourist passing through,2
69,i cry a lot and then feel disgusted with myself for wasting a lot of good make up on a no good loser,1
70,i feel like such an ungrateful jerk by turning down three nice guys simply because i dont feel the same way at all,0
71,im not feeling distressed today as i write this all out not like i did after the last session,3
72,i was feeling pretty adventurous so completely out of character so i typed the address for rhodes university into google maps and started walking,2
73,i was not feeling the ab thing so i tortured accountablibuddy with the abs while i watched,3
74,ive been feeling bitchy tired and like im gonna puke,1
75,i will feel like this process is successful,2
76,i finally saved up for his level three and ended the match but if online i feel like this could be abused,0
77,i feel like im being rude to people which makes me feel bad,1
78,i chose a couch to k program knowing if i did it any other way id end up feeling annoyed with myself as i get back into running shape,1
79,ive realized over the past few months that im naturally a pretty introverted person and im learning to accept that but these women made me feel welcomed and at home with them and with myself so it was really easy for me to be open with them about my life,2
80,i guess everytime im feeling distracted ill resort to this blog,1
81,i dont leave it open i am conjested that i wake up choking due to lacke of the ability to breathe x x i have been offered crash space at samuss and would so hope on it but i dont want my parents to feel that i am ungrateful for their hospitality or that i am trying to avoid them,0
82,i still feel ashamed at how i treated him,0
83,i could feel the water supporting me washing away bits and pieces of that perceived stress,2
84,i feel in love with luke as a fetus pretty instantly,2
85,i am not actively participating in the marblehead festival of arts and it feels strange maybe thats why i am blogging on a friday night,3
86,i feel amazing even though it s still completely surreal,2
87,i have been feeling very weepy today i seem to burst into tears at everything even just thinking of how much i will miss my husband this year makes me break down today,0
88,i admit that i do often feel so confused and every single one of my kids are different,3
89,i was informed i need a perm so i had a feeling it wouldnt look as cute,2
90,i dont know why but i end up feeling very needy lonely and confused,0
91,i feel overwhelmed by work walden the portfolio which i will end up having a stroke nervous breakdown or a heart attack due to the portfolio which i am honestly having nightmares over the loss of a dear family member and life in general,3
92,i feel intimidated by victorias secret,3
93,i suppose i didnt feel so bothered by the change as i would have if i had come here alone,1
94,i remember feeling acutely distressed for a few days,3
95,i feel kind of dumb because when i got this months currently i realized i did not use the correct currently last month,0
96,i feel more than bitchy,1
97,i feel shamed katie glueck,0
98,i have a fervent disagreement and walk away feeling enraged she always says if things cannot be peaceful at the family level how can one expect peace between nations and peoples,1
99,i came out of the oh office feeling like i was a vile and useless creature,1
100,i feel like some divine source is telling me to be alone sexually,2
101,ive been feeling rather bitter lately thinking about all the so called friends i used to have,1
102,i digest the lessons learned from the field trip ill admit that im not really feeling very joyful,2
103,i was feeling agitated and realize i m just kind of thirsty,3
104,i stopped feeling depressed,0
105,i have times that i feel fearful but i am very aware that my lord is not surprised by this diagnosis and it has not come to me before being sifted through his sovereign hands,3
106,i feel guilty and all but i just cant stop myself,0
107,i resolved to level with eg in the morning and tell her that sometimes whats hard for moms when their children are frightened is that they feel a bit helpless because they know they cannot fix the problem for the child,3
108,i feel agitated when i hear the word,3
109,i was explaining my role at miriams and how torn i feel sometimes between opening myself up to being hurt or let down and heading full speed into broken ness,0
110,i said to myself was merissa dont get attached cos i have a past of getting so attached to that good feeling when it leaves i get heartbroken,0
111,i was feeling not so bitchy per se,1
112,i am feeling quite jolly potato bake for dinner healthy style and possibly a low fat orange lolly,2
113,i am grateful to see the bigger picture that we are all beings of light moving through our lessons of life feeling suffering joy happiness pain grief excitement sorrow and more joy,0
114,i feel reluctant to actually write for it just because,3
115,i feel like my heart is saying this fearful of the answer to everyone i love whenever i spend time with them,3
116,im feeling but i cant be bothered to come up with words or more to describe it,1
117,i tell you this not because i feel joyful about this situation but to make a little parallel,2
118,i feel so vile and ugly and whats so amazing is that i was fine not an hour ago,1
119,i feel this perverse desire to buy nail polish,0
120,im not that old realistically its just that i cant shake this feeling that i have missed my shot that all opportunities have passed me by and i have failed,0
121,ive been feeling a bit crappy over the last couple of weeks culminating in me getting a tummy bug from the child which shed picked up at a soft play centre aka the fountain of all evil over mothers day weekend,0
122,i said something familiar such as i would love to be present with you now and i feel too anxious about time,3
123,i feel like humorous shows shouldnt be put on that level but itd give me something new to look at,2
124,i can t help it that it feels good or that i see it as in my self interest,2
125,i got tons of writing done and i drew pictures and i feel bouncy,2
126,i feel honored he chose me to be their mama,2
127,im really feeling lonely,0
128,im feeling that kind of feeling when you are confused yet like bleh,3
129,im feeling really insecure about my weight,3
130,i know we create our own destiny but do you ever feel resentful for the way your life turned out,1
131,i wanted to take it easy and run by feel this was the only time during the race i felt grumpy or like i didnt want to be there,1
132,i feel so vulnerable now,3
133,i don t think any woman should feel disadvantaged,0
134,i feel gratitude towards those sweet beautiful girls for the warmth they showed me,2
135,i feel extremely tranquil,2
136,i feel waves of blood and hormones and my eyes water and i am afraid of people seeing me cry because i cannot explain it and i cant think straight all i can think is how wonderful how sad how hopeful how beautiful how mysterious,3
137,i ate a whole pound of cherries and now im on a natural sugar high and am feeling excessively playful and silly,2
138,i could be wrong but i feel like you are starting to show when you are mad about things,1
139,i felt it today when the bus driver shouted rather indecent words at a man without any reason whatsoever,1
140,i always knew what i wanted to do with my life even though that knowledge has changed but now i feel frightened just imagining life without the comfort of school,3
141,i feel really dumb for reacting to the haircut with so much emotion its just hair after all,0
142,i think everyone feels equally insecure about going on stage,3
143,i had been nervous and now im feeling relaxed,2
144,i dun feel burdened to cook or learn to and clean for him,0
145,i was really upset cause whenever i got sad or feel insecure about anything youd claw out at me like it was my fault to love you that much,3
146,i feel that more than any other birthday milestone this one has caused the most obnoxious case of naval gazing ive ever undergone,1
147,i can t say that s exactly how it happens but it makes sense in my mind which is currently cluttered with bitter cynicism optimistic pessimism and feeling jaded in a profound way however all of that works,0
148,i was thinking about that song and i was thinking about how some years feel harder than others to be thankful even though i know i still have so much to be thankful for,2
149,i have the emotions but have learned that to feel them to let myself become agitated or excited means that my heart and heat jumps the regulated limits of what can be sustained,3
150,i have varied feelings about the games on one hand i feel like our government has pissed away a huge chunk on span style color font family arial sans serif font size,1
151,i find that i myself cannot participate in the first suggestion but in the second i feel afraid of what might happen or what i might say,3
152,i was feeling playful when i was planning the class,2
153,i must say i feel a strong connection with lydia,2
154,i feel like i am a very low priority for her,0
155,i hate awful parents still and i have an overwhelming feeling of discontent and loathing for live journals still,0
156,i found myself sitting in a waiting room feeling a bit scared and a lot weary,3
157,i sometimes feel so discouraged dumb empty restless disappointed angry sad exhausted stressed irritated discontented unmotivated and frustrated,0
158,i suppose im feeling slightly apprehensive,3
159,i feel irritated of someone and can just hit them,1
160,i feel like i disappointed them again since we missed out on the race yesterday morning and then the movies today,0
161,i feel afraid to be myself,3
162,im still feeling uncomfortable about my last blog post because it all about me spending money,3
163,i feel very honoured as it has to be,2
164,i feel so rebellious so philosophical,1
165,i do admire younger mes passion though and i feel like im regaining some of that passion and focusing it in a more positive way,2
166,i can t move another centimeter and i feel helpless in my bonds,3
167,im right i feel like the person saying this just dont want to try and listen to meet me halfway its being stubborn,1
168,i feel i should have hated this comic more but in the end even with its various flaws id still consider it a perfectly acceptable comic,1
169,i feel like cookie monster having that inner struggle when craving something sweet,2
170,i do think he fulfilled his moral obligation but i also feel that given his respected position he should have advocated for the children involved instead of going forward without questioning the actions of the university,2
171,i woke before i could feel much more i just remember his anger or turmoil it frightened me so much i was completely unable to go back to sleep,3
172,i was feeling a little insulted by this man,1
173,i am feeling uncertain about the road ahead leading my family and challenges in ministry,3
174,i opened my mouth and expressed my feelings something i was afraid to do for so many decades,3
175,i feel a splendid disturbance force,2
176,i asked you to take off your shoes tonight so that you might experience a little bit of what it means to feel vulnerable and seen and loved in the community of christ s body,3
177,i went feeling a little bit apprehensive because i really havent done anything weights and gym related for a long time,3
178,i am lucky enough to return and i certainly would if given the chance i would know what to expect a bit more and feel much less inhibited or awkward with the bath area,3
179,i feel as if i m in some strange catholic vortex,3
180,i feel disappointed to my country,0
181,i was feeling grumpy and uncharitable,1
182,i yong also angry feeling quite homesick and zhang fei theory but zhang fei was plausibly said im not all you get out of it a href http www,0
183,i feel like being vicious but,1
184,i felt zero need to continue to eat until my stomach hurt i didnt feel like i had lost control and compulsively cleared my plate i even left some food on my plate i didnt feel hungry or unsatisfied in any way and i felt no guilt,0
185,i would start comparing my un flexible out of shape body to others which left me feeling overwhelmed with self defeating thoughts of not being good enough,3
186,i hated that so much because i didn t understand what you wanted us to do for it and also i don t like hearing myself talk on video it is just something i have never been okay with so i didn t feel comfortable with,2
187,i feel sceptical about studying and the system as a whole,3
188,i voted for president obama four years ago and i voted for him on tuesday so ill admit that im feeling pretty content right now,2
189,on a holiday in france i made a walk in the woods all alone and very relaxed then a motorbike took me over and i saw the man watching all the time suddenly the man stood behing me and i ran away fast,3
190,i are highly pleased until the princess is also extremely frivolous i ask that the master whether be or not can order the princess senior female fellow apprentice extremely frivolous expression feels uncertain very much the princess has been highly pleased promising has given a weapon to me,3
191,im feeling really violent and im kinda scared one day ill break and hurt someone i care about,1
192,i feel rude that i m cutting her off,1
193,i decided about two minutes ago that i had better put on a nicotine patch because i can really feel my body aching,0
194,i feel delighted enough,2
195,i always feel bad for lily because,0
196,i feel a bit sentimental it might just be the exhaustion though,0
197,i am happy to report that after hours of sleep last night i am feeling considerably less grouchy and much more happy about passing out treats to the kids tonight,1
198,i feel so very sorrowful that i should have done them so wrong after their faithful service,0
199,i feel that you have partly damaged a section of my reputation,0
200,i feel insulted embarrassed,1
201,i feel mad because i want to stay in the tub,1
202,i was also nervous about my stamina as i was still feeling a little wimpy from delivery,3
203,im enjoying it even if it does feel rushed at times,1
204,i feel a little lame admitting it because these are not high ticket price items however i didnt want to buy both so i had to make a choice,0
205,i cant even get on a f ing bus without feeling anxious and scared,3
206,i feel pretty tortured because i work a job and often the inspiration strikes while im at work,1
207,i tried to look back what had i have today i feel life is very rude and unfair for them,1
208,i feel weird about someone buying me a meal much less anything more than that,3
209,ive been feeling quite miserable these past months,0
210,i feel doubtful that heigels character could have done enough for me to cheer her on at the end,3
211,i don t know why but those experiences left me calm and at peace with the world a feeling that lasted until my mind became distracted once again by the responsibilities of everyday life,1
212,i think that i m just feeling a little resentful of my husband today,1
213,im not the kind of person who would open up and share about my feelings because i always feel that no one would be bothered to hear what i have to say or no one could relate to how i felt or experienced,1
214,i have to start over because i m beginning to suspect that life is better with other people around maybe even people you can t stand and since i can t get rid of a lingering feeling that the world is still dangerous i need another out,1
215,i came to realise how scared i am toward marriage maybe at the age of i m really not ready to step into marriage yet let alone to be a mother and simply asking me when will i get married is enough to make me feel fearful gt,3
216,i feel the frustration that they feel the balm for feeling uncertain about your religious convictions is probably not to simply be certain by way of axiom about anything put into the category of religious conviction,3
217,i was just thinking about the commentment i feel it would be and its keeping me hesitant,3
218,i feel about the messy html comments the ap automatically puts in,0
219,i begin to feel really petty and immature,1
220,i know officially feel like i can say i have been to africa and not feel like one of those idiotic people who refers to this continent as a country because it is much to diverse to be referred to as one thing,0
221,i was reading had a monkey on the back of it i started to feel slightly amused that was things the t,2
222,i know that i will feel immensely disappointed in myself if i dont go gah i use such dramatic words sometimes,0
223,i realized that what i once found safe that what kept me safe and sane was merely a cage i imprisoned myself in so i couldnt feel so that i was numb to all the was around,0
224,i just feel kind of grouchy,1
225,ive been feeling restless lately with close friends and family going through big life changes new jobs babies that sort of thing while ive been in the same city with the same job,3
226,i feel like this course i am in now suits me more that ive find something im truly passionate about,2
227,i get the feeling that maxwell was determined to avoid any of the racial and class tensions between the slave owner relationship,2
228,i know i m sad because it s never fun to see innocent people die at the hands of some lunatic who rather place his hands around a deadly gun than a harmless stress ball to work out his issues but why aren t i feeling as distraught about this shooting as i did with sandy hook,3
229,i usually feel this week two vps resigned within a day of each other,0
230,i feel jealous of my brother,1
231,i feel like when you dont forgive people and when youre very bitter its not really doing anything for you,1
232,a man spat on the wall of a house,1
233,im feeling resolved because my budgeting plans are on track and i leave in seven weeks,2
234,i feel so insecure and even threatened at times,3
235,i was feeling pretty overwhelmed tired and ready to die on the carpet after play practice so i checked into the hotel a few blocks from the school,3
236,im feeling low or my anxiety is particularly bad,0
237,i might have been trying to prevent myself from feeling heartless,1
238,i feel this is one of those habits that might seem strange to people like my hour a day time limit,3
239,i can think of that made me feel afraid was starting at a new school with all new people when i went to high school,3
240,i didn t feel comfortable leaving them for up to months so i am fighting the biggest loser journey on my own with the help of crossfit apx custom fit meals and an amazing supportive family,2
241,ill keep this one for myself or make a gift of it but im relishing the feeling of being productive today and completing this project,2
242,when my dog ran out on thin ice last spring,3
243,i wish i hadn t seen even once darren aronofskys excessive direction is so brutal that i came away feeling abused by the filmmaker,0
244,im cautious yet excited because i still feel that creative fire burning inside,2
245,i am feeling slightly more inspired and motivated managed to get out of bed and used,2
246,i often did in the past that left me feeling resentful afterward,1
247,i feel hesitant to make any decisive suggestions,3
248,im feeling fine i want to be a clone ive learned enough to stay afloat but not so much i rock the boat im glad they shoved it down my throat i want to be a clone,2
249,i alone in feeling pissed at this,1
250,i begin to feel even more agitated as i realize that keith has detoured for a tourist stop in another small mountain village on the way to xela,1
251,i found myself listening to all the doubts and fears in my mind instead of feeling the calm release that should have resulted from my prayers to the god of the universe who loves me provides for me and desires to do good for me,2
252,i admit ive been feeling a little bitter about steampunk as a community recently,1
253,i feel angered by the system,1
254,i would love to say that i am feeling relaxed and rested but unfortunately hubby managed to come down with a cold and chesty cough and has been keeping us both awake during the night with his coughing and wheezing,2
255,i feel ashamed regarding all of those nasty thoughts i had about curley and company being a western bunch of rock lobstering giddoids,0
256,i am feeling better yay prescriptions,2
257,i told her i agreed to some point but i got the feeling she thought i was some uptight year old,3
258,i guess it s part of the human condition then to feel dissatisfied with our own performance or lack of performance,1
259,i feel uncomfortable around the shafiq people,3
260,i have found that i count my blessings more often amp feel like a dirty house or a mountain of laundry isnt scary,0
261,i am feeling a little bit on the hesitant side of things,3
262,i love that he can one minute talk about something spiritual or some inner strength that fuels endurance but then admit to being horrible to one of the support team and feeling terribly remorseful,0
263,i feel energetic stress levels have improved and strangest of all i absolutely love going to the gym,2
264,i am of myself yet ashamed because it leaves me feeling absolutely alone and excluded from the world around me,0
265,i feel sure of that,2
266,i think ive mentioned a few times on this blog how important feeling and thinking positive is to me,2
267,i feel like i have inspired my coursemates to be brave,2
268,i shall mostly be feeling grouchy,1
269,i feel like i m being obnoxious about how excited i am to go back to school,1
270,i ate a donuts for breakfast today at am and now it is am and i am feeling lethargic and sick,0
271,i was doing revison alone at grams house i feel stressed and pick up the phone,0
272,i feel so jealous over the most stu,1
273,i like the feeling of freedom as we sat dangerously on the unprotected seat,3
274,i realize that this movie was directed by andy warhol and for whatever reason i feel outraged,1
275,ive lost enough weight in the last few months that i didnt feel physically threatened by their tenuous integrity but just barely,3
276,i can live in calm denial about labor but i know im going to hate the epidural no matter how it actually feels so im nervous about it,3
277,i am still feeling irritable,1
278,i being unreasonable to feel distraught,3
279,i feel that im a foolish student in this earth,0
280,i try to block it all out sometimes it feels like it wasn t even me that s when i feel numb but more often i m angry upset embarrassed ashamed,0
281,i was still residually pissed off at him and feeling like the relationship is probably doomed,0
282,i feel your pain shango i feel your pain shango i m not the only one disturbed with last night s win,0
283,i feel it is a bit dangerous looking at the work of someone who has a similar style and working method to my own and still alive but i couldnt help watching this and now its too late so here it is,1
284,i didnt know my heart could feel the way it does for this handsome man,2
285,i could feel something cold washing the gullet inside of me it was quite uncomfortable and sometimes i gagged out some of it,1
286,i hate that i feel that way because being a mom does take work and how dare i be ungrateful for the blessing of being a mother,0
287,i feel like i m on really shaky ground right now because i don t know for sure how i feel about certain things,3
288,i are feeling fabulous after our morning of shopping and beauty,2
289,i feel idiotic and wierd in this class,0
290,i was able once again to open my mouth at a dinner party and discuss something besides organic applesauce or how i d lost feeling in my hands because of being so incredibly exhausted,0
291,ive never even met your dad but already i feel a sincere sense of goodwill towards him,2
292,i have been stuck here for months without a job and feeling helpless,0
293,i made in photoshop i feel a little less uptight,3
294,i go to feel safe and protected from the world,2
295,i was feeling uncertain about this lipgloss,3
296,i feel the warmth around me with cool air blowing across my face,2
297,i also got better at feeling all the lymph nodes although there were certainly a few that i missed and i was glad that i wasnt the only one checking for enlarged or firm lymph nodes,0
298,i am very happy i got the surgery now but i have to say the lead up to it made me feel really shitty,0
299,i hope i wont need any clear reasons to still be able to meet you and have a lil chit chat to you all one day i was moved and feeling emotional when i sang terimakasih uns with hundreds scholars and read the prasetya alumni,0
300,i am feeling petty antsy lately due to school getting closer and closer,1
301,i thought it was my right to feel offended and wronged by certain people,1
302,i didn t feel scared probably because i hadn t actually seen anything,3
303,i particularly hate this day because dammit i feel so hated and invisi,1
304,i wasnt even that excited about this gift but it has become an obsession and i feel so triumphant,2
305,i feel only a little agitated right now,1
306,im feeling a little bit dissatisfied,1
307,i cannot pretend i am okay with people treating me like nothing anymore nor can i say that i still have the total ability to keep my mouth shut anymore when i feel like i am being wronged,1
308,i feel triumphant and defeated all at once may nd by jules leave a reply so the lovely a href http philosophywithfries,2
309,i feel and not be afraid of conflict,3
310,i was also feeling angry,1
311,i feel blessed to have so many wonderful and supportive people in my life,2
312,i want all eyes on me and to feel so amazingly gorgeous,2
313,i am feeling distraught again,3
314,i feel and if im embarassed at least i probably wont see him ever again unfortunate as that may be,0
315,i came home amp im feeling artistic so im gonna draw amp color,2
316,i fade in and out to all of them not wanting to be noticed but feeling resentful when im ignored,1
317,i entitle myself to feel uniquely victimized by you know how privilieged middle class people like to claim their special place of suffering in this universe expectant of all ready ears for the listen will always be overshadowed by events infinitely more grave painful or despairing,0
318,i had a prime example of this when i was having quite a bad day and was really feeling frustrated and down emotionally,1
319,i also felt feel guilty for not being able to handle visitors as much as i wanted too,0
320,i still feel a bitter taste interview to alfredo versace i still feel a bitter taste interview to alfredo versace a href http neapolitanclub,1
321,i feel more and more people are getting annoyed with my addiction and the crap that i say,1
322,im feeling it start to fall away and im unsure of why,3
323,im feeling oddly festive already,2
324,when i was in form,1
325,i try to sleep at night i toss and turn and twitch until its time to get up in the morning feeling groggy and disconnected,0
326,i feel towards the powers that be however they also reveal to me that my problem as always is with the concept of trusting god,2
327,i can see myself feeling fed up and yes even a little envious which i am absolutely not going to allow to happen,1
328,i get lazy and revert to my natural state my sinful nature emerges and my thinking drifts to sinful things i fall into doing sinful things and i feel hostile to god,1
329,i have no problem telling people how i feel i would be more hesitant if i knew it would upset them,3
330,im feeling so ignored and so distant right now,0
331,i continue to feel heartbroken by how horrible people are,0
332,i feel so glamorous in this dress,2
333,ive just finished the fourth book feeling satisfied knowing that im now as good as the others on the knowledge of the stories and more importantly i feel energised,2
334,i have no desire to be a part of any clique or group but simply to feel for and be burdened with a desire to see change in all the wrong that i see and hear,0
335,i feel more in control and i know i can get on with my day without getting distracted or losing track,1
336,i have been feeling extraordinarily indecisive about which innocent crush fabrics i love the most,3
337,i feel its important to bridge the gap between the a href http blog,2
338,i feel i find i felt target blank clasheen by nicola brown a href http keepmeinstitchez,0
339,i am feeling mostly drained and exhausted but slightly inspired,0
340,i feel so listless i am busy but in a way that i dun even exactly know what am i busying about,0
341,i left the theater on time feeling appreciative and satisfied,2
342,i am just feeling pretty appreciative lately and wanted you all to know,2
343,i didnt know whether or not to feel flattered or some sort of disgusted,1
344,i should have brought my tripod but i was feeling kinda shy cos my workmates have no idea how passionate i am about photography,3
345,i also have a dubious relationship with karate suggests that it might just be that im feeling pretty grouchy these days,1
346,im feeling pretty cool right now because of it to not only that but the people in the band are pretty awesome themselves and,2
347,i sometimes feel that it is a blow to my self respect to have to admit this but when i examine that it is not my self respect that has been damaged but my pride,0
348,im feeling so tortured,3
349,i have to lock my knees because my legs feel like jell o and i m afraid i ll fall,3
350,i have to say though that even contemplating the possibility feels very dangerous,1
351,i urge you to walk away from anyone who speaks to you in a way that makes you feel humiliated or dismissed,0
352,i always feel like my senses are being assaulted,3
353,i miss you so much i feel almost pained,0
354,i beg for attention from traditional media which often feels pathetic demeaning the begging and futile,0
355,during the chinese lessons a student often showed off moreover he misbehaved and dressed very badly so disgusting,1
356,i still feel vulnerable,3
357,i mayve told her i stopped but i just changed the blog url so she couldnt read it or feel betrayed or offended by it,1
358,i feel like i already am becoming bitter,1
359,im beginning to feel cold and im beginning to feel tired so i dont want to diet myself into hypothyroidism,1
360,i feel like i was being punished for not being initially grateful for the life growing inside me,0
361,i filled the bottle and i must admit to feeling a little apprehensive as i opened the nozzle and raised it to my lips but again it was very nice clean tasting water albeit a little warm,3
362,i feel like there s a subtext to that statement there is always something to be thankful for so stop complaining that your life is hard,2
363,i feel reluctant to sell them although i know that if i do it ll make space for new works and provide money for materials so that s a good way to look at it,3
364,i do eat its never enough to make me feel satisfied,2
365,ive never had two male turkeys at the same time before but apparently both of them are feeling a tad inadequate in the others presence and do what they can to prove they are in fact the fluffier fancier turkey,0
366,i have been feeling a little dissatisfied with my apartment the last couple of days,1
367,car accident travelling as a passenger along narrow bitumen road at night trying to overtake semitrailer the truck pulled over onto our side and we hit the wet dirt,3
368,i soon discovered that certain feelings happen when you have sex with someone and for this reason i was very dumb,0
369,i hate the fact that i feel hated by everyone,1
370,i feel like i m so uptight about things needing to follow these scripted rules about how i should lead my life,3
371,i thanked god for giving me such miracle in my life because having gifted this feeling is beyond wonderful,2
372,i already feel restless and jittery,3
373,i still feel very unsure of this relationship and how they feel for me,3
374,i feel like a woman suffering from post workout depression eating lots of sweets in my pajamas in front of the live stream of ironman couer dalene all day long,0
375,im feeling like it could be useful,2
376,i feel sorry for you and yes your mother should die cos she cancelled plans maybe cos her work is probably much less important than your frivolous plans,0
377,i can tell i feel irritable and my energy is a bit low,1
378,i love being creative it makes me feel vital,2
379,i actually had really good legs and was feeling pretty good,2
380,i feel playful,2
381,i know i talked about this issue with sean and how the media is the one to blame for a lot of these feelings then the real question is why do i allow myself to be tortured by these ideals that film tv books songs project,1
382,im feeling slightly agitated,1
383,i feel less like a genius when i read over what i write over amp over again convinced im nothing im worthless,2
384,i feel this will probably help me not stop within a month or so and get distracted by the next shiny thing that passes by,1
385,one night i was lying in my bed awake but i had my eyes closed i saw figures with terrible faces and black frocks bending over me and touching me i opened my eyes but i could still see them i had the feeling that somebody was in the room it was terrible only when i turned on the light i was able to go to sleep,3
386,i feel so bitter and ugly underneath this exterior,1
387,i feel like a lucky man,2
388,im not feeling fearful or powerless,3
389,i can feel very irritated,1
390,i spent the afternoon and evening watching the news with my wife feeling numb and helpless,0
391,i do hope however to hear you speak well of him and that as you feelingly cry out behold i am vile,1
392,i feel so emotionally drained all the time,0
393,i feel that mulberries might not be subjected too badly to strange weather,3
394,i love vintage is that i love style and beauty and theres nothing like the cut of a beautiful piece of vintage silk or a gorgeous feather shrug to make you feel glamorous,2
395,i know i feel a little weird using other peoples big bottles of shampoo or soap bars sheesh,3
396,i nearly called an ambulance feel a bit shaken up saw the doc who has given me some diazepam which im not sure of takeing,3
397,i began to feel slightly frightened about what he was going to tell me next,3
398,i am actually feeling just the teensiest bit cold could be me but i suspect it s real maybe being a few floors up makes the difference too,1
399,i found to be inspirational and just reading them aloud made me feel more resolved,2
400,im feeling very distraught,3
