,text,labels
191,我的明星后卫德怀恩·韦德（Dwyane Wade）试图建立一个与世界相抵触世界的感觉，他们去年获得了明星勒布朗·詹姆斯（LeBron James）和克里斯·波什（Chris Bosh），并被大多数竞争对手俱乐部的球迷鄙视 ,1
192,我觉得她很受欢迎 ,1
193,我简直不敢相信，但是这个少年开始给她说她首先在那儿，她不想移动毛巾和背包，这真的很粗鲁 ,1
194,我在iPhone墙纸移动壁纸内感到空虚 ,0
195,我必须承认，尽管我感到乐观，但我仍然感到有些不确定 ,3
196,我感觉就像是闲聊和涂指甲和编织我的头发，我真的很害怕 ,3
197,我真的开始感到紧张和压力 ,3
198,我觉得自己很容易烦躁 ,1
199,我只是突然感觉到我内心的沉重，同时感到生气和悲伤 ,1
200,我从未见过在此级别上以相同的原始手臂力量组合的投手，对次生的感觉当然不是十九个乐观的投射启动器 ,2
201,我并不是真正感觉到我过着迷人的生活，并且知道更高的力量在我所做的一切中都在引导我 ,2
202,我本周还没有感觉很棒 ,2
203,我必须承认，我对进入二十多岁的下半年感到有些担心 ,3
204,我一直感到不满，因为我感觉不好，而且我有足够的工作要做 ,1
205,我必须承认，我因阻碍交通的事实而分心 ,1
206,我爱你，也许我仍然爱你，火焰也许没有被扑灭，但它在我的灵魂内部如此安静地燃烧，不再让你默默地和绝望地感到沮丧，我有时也爱你，有时也太害羞了 ,3
207,我有旧的感觉，如果它不破裂，请不要修复它 ,0
208,我觉得我在海洋中间被猛烈的海浪扔掉，我不能游泳 ,1
209,我感到被冒犯或不尊重，我将始终努力维持专业精神和阶级的意见 ,1
210,我确实对他感到，但这是如今必须以结果为基础经营的企业，这对他来说是不幸的 ,0
211,我很害羞地与我的朋友分享这件事 ,3
212,我想成为那个人们来寻求建议或何时感到孤独或何时发生伟大时发生的朋友 ,0
213,我真的很高兴和感激 ,2
214,我确实注意到我真的开始感到很冷 ,1
215,我感到非常不安全和敏感 ,3
216,我遇到无助于做任何事情 ,3
217,每当我看着它们或阅读它们时，我只会感到愤怒 ,1
218,我还没有尝试让莱利感到，因为我不想让她感到沮丧 ,1
219,我感到胡思乱想，所以我要定期闪烁检查轮胎灯，只是为了吓到你 ,1
220,我击中了岩石底部，我激励着士气很低，我觉得自己像个失败者，我无用，我按下了紧急按钮，我抬起了白旗，但没有任何帮助 ,0
221,我的肚子有病，我刚刚在我可爱的洗衣房上做了一篇博客文章，现在我的干衣机出去了 ,2
222,我感到不重要且不存在 ,0
223,我觉得像詹恩自然拥有Elaine时一样无助和多余 ,3
224,我本来可以采取不同的态度，但是当您觉得自己被剥夺了应该是自然的事物或应得的，有时您只希望事情在运动或解决 ,0
225,我嫉妒有爱父母的人 ,1
226,我感到很冷 ,1
227,我正在服用抗生素，并从所有人的效果中感到糟糕 ,0
228,当我称他为失败者时，我只是感到胡思乱想 ,1
229,当一个人不公正地指控自己没有做的事情时 ,1
230,我只让感到不满意和失望 ,1
231,我总是在那里花更多的钱，而不是我的意思和退出商店时感到不满意 ,1
232,我有时会颤抖 ,3
233,我感到摇摇欲坠，如果我让自己摇晃和抽搐 ,3
234,我注意到对与人们谈论耶稣感到恐惧，我害怕自己去的地方 ,3
235,我对此感觉还好 ,2
236,我已经觉得任何与任何人的关系都注定要失败 ,0
237,我喜欢帮助人们，尤其是在董事会上帮助我的家人，他们有时会感到恼火，因为他们没有自己的说法 ,1
238,我筋疲力尽，虽然岩石库的东西加上我的新课程的所有工作，以及我最近经历的明显缺乏睡眠，这使我感到很脾气暴躁 ,1
239,我最终对未来感到非常恐惧，充满信心，我们将占上风，但要计划和创新我们的所有创造力和能力才能这样做 ,3
240,我现在很生气 ,1
241,我在想，当我的感觉丈夫表达了担心，他可能会因他做出的决定而冒犯某人 ,1
242,我感到无用 ,0
243,我已经对我的朋友感到不重要 ,0
244,我开始对为什么这么痴迷于我的幼儿园感到很奇怪 ,3
245,我觉得我的大脑是你家不幸的抽屉 ,0
246,id留下同样的感觉，我错过了一些东西 ,0
247,我有我需要的钱，但我有一种不幸的人可能不会 ,0
248,我觉得每个人都在看着我，并判断我分心 ,1
249,前一天晚上我躺在床上感到生气 ,1
250,我现在有点偏执，因为这是我第一次收到这种直接反馈 ,3
251,我觉得我在上学时太不小心了 ,2
252,那时我不知道，但是在HRS内，我会独自站在巴塔哥尼亚的亚特兰岛的岸边，再次感到满足和快乐 ,2
253,我从字面上抽搐了我在中国的宝贵时间溜走了 ,2
254,我忽略了她的电子邮件太可恶了，不能祝贺她 ,1
255,那天早上几个月来，我实际上第一次感觉很可爱 ,2
256,我在两个肩膀上都倾斜，我有我的时刻，我觉得我所有的毅力都是徒劳的 ,0
257,我完全摆脱了我不需要的各种感觉，你不需要你和我的爱，因为我无情 ,1
258,我最近对母亲感到不高兴，因为我觉得她一直不友好 ,1
259,我已经感到被冒犯或不认真，但是我会变得非常激动而无情 ,1
260,我仍然无法掌握发生的事情或对所有这一切的感觉，我一生中从未感到如此困惑 ,3
261,每当我上车并看到伤口时，我仍然感到很痛苦 ,3
262,我在房间的前面感到不紧张 ,3
263,我把一杯姜啤酒窒息下来，设法将其保持下来，具有讽刺意味 ,3
264,我觉得我一无所有 ,0
265,我可以帮助，但感觉到神使我的生活陷入了这一目的和无数的恩典经历，超出了我的个人理解 ,2
266,我觉得在一个凌乱的艺术家创意阶段 ,0
267,我想我会接受我觉得自己现在会感到伤心欲绝，即使我知道这不是什么 ,0
268,自从上个月以来，我的生活已经解决了很多事情 ,2
269,我感到贪婪和自私，向你问任何事情 ,1
270,我觉得他是相信还是我无法控制，但我真诚 ,2
271,我是如此不舒服，感觉很奇怪，但是不确定它们是否是收缩 ,3
272,我觉得该单位的其余部分都相当不错，我了解到我不了解事情时需要寻求帮助，因为这会清除很多事情 ,2
273,我不确定我创造的艺术和我的个人创意生活品牌是我在这里做出贡献的事情 ,3
274,我还想写一个快速的摘要，说我几天前没有放弃我的饮食日很糟糕，而不是自己沮丧，而是在他们的曲目中停止了这些想法，我有一个很棒的热泡泡浴，并拥有自己 观看性爱和城市重播时的脚步 ,1
275,我喜欢固定其他人的工作，并感觉像我同时通过帮助提高知名度来支持他们 ,2
276,我现在感到更加麻烦 ,0
277,我发誓，感觉就像你从未离开过我，感觉就像我被震动了，新鲜和新的只是以前 ,3
278,香港专业教育学院每天晚上上床睡觉，对明天可能给我的东西感到恐惧 ,3
279,我几乎没有小说的教学法要谈论，我也不会感到整个学期的令人振奋的感觉，以及任何遇到我并敢于询问课程的人都知道我现在可以不停地谈论我的奇妙翻转多么出色 ,2
280,我感到不安的感觉，我们的政府认为旅行者可疑，应该看着他们应该受到监管，他们应该留在一个地方 ,3
281,我知道并且可以感觉到我的女儿一起玩的东西没有取悦她或其他东西，我已经对此感到厌恶 ,1
282,我觉得我应该为他把上帝放在第一位 ,1
283,我甚至无法开始解释他这烦恼时的感觉 ,3
284,我和你们在一起，我觉得你们总是生我的气 ,1
285,我讨厌我觉得自己讨厌自己是自私和嫉妒的方式，而布雷迪必须觉得他对我还不够 ,1
286,我努力工作和汗水比以往任何时候都多，但休息了几秒钟，或者在我开始感到有点摇摇欲坠时进行了修改后的版本 ,3
287,我对丑陋的人感到不幸 ,0
288,我是那些内部人士华盛顿精英人士之一，他们相信世界围绕着DC和波士顿之间的走廊旋转，我觉得我欠你所有人，都可以为您带来至关重要的故事 ,2
289,我喜欢这些东西，因为它使我能够真正专注于自己的优势，但我确实专注于更积极的范围，更不那么认真地表达我对他人的感觉，而更加社交 ,2
290,我现在对他有些犹豫 ,3
291,我本周实际上并没有感到不安全，但我感到有些不知所措 ,3
292,我最终感到很奇怪 ,3
293,我知道我过去已经写过这篇文章，但是随着圣诞节拐角处，我觉得这是一个重要的时候记住如何对待他人 ,2
294,我以为我开始对他产生某种感觉，但是当他在一个约会之后被动地拒绝我时，我与他继续前进，所有人都直奔胖胖的火箭直奔地狱 ,0
295,我开始上班感到脾气暴躁或无情，因为人们的日子只是立即使我的一天升起 ,1
296,我回家为ID听到和学到的一切感到高兴 ,2
297,我考虑打开收音机，但觉得它似乎很粗鲁，然后选择将其放下 ,1
298,我称生活中的依赖性是由于我不知道如何与人照顾自己，因此感到恐惧和陷入恋爱关系。 ,3
299,我走在酒店附近，我感到非常明显和不安 ,3
300,我会感到不舒服，可以这样感觉我舔了一下 ,3
301,我告诉她那是一种正常的感觉，我也在铁人三项之前也感到害怕 ,3
302,我需要告诉她一些事情，所以她现在会感觉好些 ,2
303,我感到胜利，好像我真的确实克服了一场巨大的战斗 ,2
304,我已经完成了所有的大事，我觉得我在那个怪异的时刻我不想尽早完成其余的事情，以防万一我改变主意 ,3
305,我觉得太不耐烦了 ,1
306,我爱我们可以看到她非常不确定该怎么做 ,3
307,我感到非常乐观，这将在不久的将来发生 ,2
308,我没有我的父亲一边度过时光，我没有一个长时间的脚步家庭与我不能去我的男朋友的家庭聚会，我不能去我的兄弟们，而没有很多人骚扰我，让我哭泣或感到 完全不受欢迎 ,0
309,我可以看到一些人多年来认识的人可能会被这些新朋友吓倒吗 ,3
310,我提出这个问题是因为发现你不能生孩子是为了使我们中的许多人毁灭性灾难性，而且很难不像女人那样受到伤害 ,0
311,我觉得很琐碎，但是grr ,1
312,我还简短地谈论了我对家庭虐待的经历，以及我有些沮丧，似乎没有人走关于女性对男性家庭虐待的谈论 ,1
313,我觉得我还有一周的时间享受怀孕，因为我害怕下周变得不好 ,3
314,我感到胡思乱想的悲伤幸福悲伤的温柔的脾气暴躁的脾气暴躁 ,1
315,我已经感觉到我宝贵的小天使在我注视她或他之前还没有增长 ,2
316,我确实明白了，但我觉得你是一个捣蛋，你让许多人用你的优雅讽刺和暴力是你最好的工具之一 ,2
317,我对自己感到不耐烦，认为我应该做的不仅仅是等待桌子，然后制作Yarnbombs和图纸 ,1
318,从我的角度来看，我们的设计应该接近现实，但我觉得植物上的小孩设计会使我们的听众感到更加娱乐 ,2
319,我觉得像那些看上去公鸡的势利角色之一，当他们以势利的方式握住头部时，他们在他们下面感觉到那些人的感觉 ,1
320,我真的不想这样做，但是如果我把它全部保留给自己，永远不要把它送给爱的锁，我会感到贪婪 ,1
321,我感到内gui，我在做消息流行文化的普遍期望 ,0
322,最近，我一直感到非常虚弱 ,1
323,我将在家里的某个地方，有人会叫我Mindy，问我过去的Brielle如何纠正它们，但这只是令人尴尬的谈话，我感到很荣幸被称为Mindy ,2
324,我但是醒来时感觉到哭泣，我认识到它的剪辑恰当地夹有片段，直到有些东西摆脱了洪水 ,0
325,我感到非常酷刑，因为我在工作时经常工作，而我在上班时的灵感却经常发生。 ,3
326,我和我觉得他是如此有创造力和才华 ,2
327,我什至没有睡觉的感觉 ,0
328,我爱我没有让我在加纳社区中的局外人，而是人们欢迎我进入他们的生活，并努力认识我 ,2
329,我感觉到他们让我紧张 ,3
330,当我穿着它们时，我只是觉得迷人和复古 ,2
331,我喜欢我所做的工作，但它变得越来越愉快，因为我觉得自己不能完全成为我自己以保持客户的快乐 ,2
332,我对自己失去或没有感觉好像受到惩罚的事情感到非常生气 ,0
333,我是基督徒louboutin的话，我感到优雅和放松 ,2
334,我对此感到非常乐观 ,2
335,我感到胡思乱想的朝着几个不同的方向拉动，因此提供的少于每个区域 ,1
336,我现在感觉很搞砸了，因为我强调，尽管我同样想思考，但我一直都很懒惰和无效 ,1
337,我意识到他很敏感，所以病了，试图让他不再被冒犯 ,1
338,我喜欢这是一个没有真正英雄的系列的地方 ,1
339,我感觉太可爱了，根本没有水泡 ,2
340,我想，当我想到未来时，我会感到有些不安全 ,3
341,我感到有些愤怒 ,1
342,我会呼气，我会感到压力减轻 ,1
343,我试图解释自己的感受，我变得如此加重，因为我知道我没有取得任何进展，我都会感到难过 ,1
344,我希望我没有那么疯狂 ,3
345,有时我听到妻子的来信，他们在审判或婚姻分离时感到非常孤独和脆弱 ,0
346,我能感觉到我的好朋友对我的嫉妒，然后开始想知道上帝的名字是什么，我会对这个美丽的女孩说 ,1
347,当我没有足够的睡眠时，我感到很脾气 ,1
348,我没有任何怀孕或有另一个孩子的愿望，但是当我考虑不再这样做时，我会感到不确定 ,3
349,我感到情感悲伤 ,0
350,香港专业教育学院一直感到很痛苦 ,3
351,我上床睡觉，以为我不知道为什么我会被负面体液不适合我的人如此拒绝 ,0
352,我伸手仔细地感觉到他们中的任何一个是否受到损坏 ,0
353,我觉得需要加热和冷的结合，所以我今天正在寻找一对照片 ,1
354,我认为克雷格可能为此原谅了我 ,0
355,我对人们的心态和人们试图妖魔化别人的方式感到非常生气 ,1
356,我大多会摇晃，因为我仍在接受人们的反应时，当我想成为一个防腐剂时 ,3
357,我感到更加痛苦，但我发现拉娜·德尔·雷斯（Lana del Reys）的声音正在复兴和舒缓 ,3
358,我喜欢浏览它们以获取她说的想法 ,0
359,我觉得让我犹豫 ,3
360,我为我还没有花时间学习语言学习而感到难过 ,0
361,香港专业教育学院一直让自己吃废话，这让我感到有点低 ,0
362,我觉得我们的决定等待更长的时间是一个聪明的人 ,2
363,我没有感到压力 ,1
364,我感到有些不知所措，因为没有课程，但是我有资源正在帮助我 ,3
365,我的肚子里也有一个漂亮的婴儿 ,2
366,我很厌倦感到如此麻木 ,0
367,我现在感到不安全 ,3
