text,labels
太阳出来了，我有一种感觉，这将是美好的一天！,2
I am really happy today.,2
我父亲总是说我愚蠢和懒惰。,1
I'm well thank you,2
我感觉非常好，充满希望。,2
是的，我很好,2
这是美好的一天，我感觉很棒。,2
我担心我不会按时完成我的工作,3
I wish I could be happy.,0
恐怕我不能按时完成所有这些工作,3
我真的很生气。我不公平地失去了工作中的大晋升。,1
我有些害怕，因为城里所有的骚乱让我担心自己会出事，否则我将无法获得食物和必需品。,3
我今天很生气。,1
I am not feeling good today. I am pretty anxious and upset.,3
今天是个好日子,2
由于无法参加家庭活动，我感觉不太好。,0
我的老板只是因为我胡说八道而解雇了我！,1
我很生气，我的朋友和我男朋友调情，我不知道如何处理。,1
I'm devastated. I can't stop crying. My dog was hit by a car today and died.,0
实际上不是很好，对此感到有些焦虑,3
I have missed my assignment deadline so I am feeling very anxious.,3
老实说，我今天感到很焦虑。,3
我有点沮丧,0
我真的很担心我的求职面试,3
"Thank you for asking, today has been difficult with a little anxiousness creeping in, it grows into fearÉ",3
我开始想到我的对象离开我的时候，我很生气,1
一切似乎都不顺利，我无法让任何人听我说话。,1
"I am really stressed today, I feel like there is no light at the end of the tunnel, I'm in arrears with my mortgage.",3
I'm terrified about getting the results today.,3
我感觉很好，谢谢。,2
你知道这有什么用吗,1
我感到压力和担心，因为我的生意下降了,3
I am furious right now because I failed my test,1
I'm not in the mood of talking.,1
I am feeling down,0
我今天对我的股票市场投资组合表现特别满意。,2
"I'm okay, just a bit anxious. I just want this day to end.",3
我今天感到害怕和不安。,3
I'm feeling on top of the world!,2
I'm actually really ecstatic.,2
I am happy to be where I am,2
I am feeling happy because I got into my dream university,2
我感觉很棒，谢谢，我刚刚被告知我被提名一个奖项。,2
"Actually, I have been feeling a little down lately.",0
真的很伤心。我不能让自己做任何事,0
我感到害怕,3
I am fucking pissed.,1
I'm really upset about the way my former partner and I split.,1
不好，我感到孤独,0
今天，我既焦虑又害怕。,3
I am worried that my work will not be to a sufficiently high standard,3
Not too good. I just feel empty.,0
"Pissed off, my friend is being really annoying.",1
很糟糕,1
我不好，我恐惧对手,3
"Really bad - just really worried, really feel like something awful is always gonna happen",3
我觉得很烦躁。,1
"I feel awful, my girlfriend dumped me, now I have no one, I am truly feeling down.",0
我不喜欢在人群中，这让我真的很焦虑，有点害怕,3
我担心会有不好的事情发生,3
太可怕了我做了一个非常可怕的梦，这让我感到非常焦虑。,3
I am happy because yesterday it was my birthday and I received lots of presents,2
"I'm feeling great, life is good",2
I failed another class and I'm so mad at myself for it.,1
I have been feeling quite low the last few days.,0
好多了。现在有很多值得感激的地方。,2
我很生气我的老板写信给我。,1
"Not good, I've been really low since X left.",0
我最好的朋友这周搬去了很远的地方。,0
不好，我认为什么都不会改变。,0
I'm afraid that my child may be sick,3
我对我的新伙伴感到非常高兴和满足。,2
我感觉不太好，我有一种伴随焦虑而来的下沉感。,3
"Just getting by, not much energy to do anything lately",0
我感觉很棒我刚从一个小假期回来。,2
Life is good.,2
Terrible! my roommate stole my necklace!,1
我感觉有点虚弱和沮丧。,0
"I've got a lot on my mind at the moment, it's making me anxious",3
我今天非常难过。我一直在想我的母亲，她最近去世了。这很困难。,0
我需要完成的事情太多了，我敢肯定我会忘记一些重要的事情。,3
我觉得很难受。我狗丢了。,0
我想我会惊恐发作。,3
I can't stop crying because I miss my mom so much.,0
我只是不想现在处理这个。,1
I'm shaky and have a feeling of dread,3
我今天好难过,0
"I'm so hateful, the person I trusted the most betrayed me in a way I couldn't even imagine",1
我感觉不太好。我的祖母上周去世了。,0
我需要得到支持,0
I am feeling great today,2
I feel very angry because my son does not obey my instructions.,1
我今天感觉轻松自在,2
我真的很高兴，因为今天没有下雨。,2
Things could be better. I've been down in the dumps lately due to my school grades.,0
我今天不怎么好。,0
我对某人生气。,1
I am totally irritated about the actions of my friend,1
Everything is going well for me.,2
I am feeling apprehensive.,3
我害怕在会议上出丑，我讨厌公开演讲。,3
我心情太好了。,2
I'm feeling great. No complaints,2
"I'm not feeling great, have anxiety",3
I am so angry for something that happened today.,1
I am depressed,0
请别打扰我,1
"I'm really angry right now. I just got passed up for a promotion at work, and it's because one of my colleagues took credit for my idea.",1
我很沮丧，因为我男朋友和我分手了。,0
"I'm having a good day, no complaints here.",2
I've been better. I've definitely been in a bit of a funk lately.,0
我很生气,1
我感觉不太好，有焦虑,3
"我不是很好 - 事实上, 我现在很生气。",1
I want to smash someone's face in. People are such assholes these days.,1
我感觉很棒没什么好抱怨的,2
不好，我在工作中度过了紧张的一天。,0
Not too bad at all.,2
I have a lot of stuff going on; I'm mad.,1
我希望我能改变,0
"Very sad, I donÃt have energy today.",0
不是很好。我今天不得不加班两个小时。,0
Don't bother me,1
I am feeling worked up about something that happened at work last week.,1
I suffered a loss due to the pandemic,0
不太好;我因为生病错过了一个生日派对。,0
"I am quite relaxed today, it's my day off",2
I'm not coping so well today,3
I need to take a social media break,1
我怕我不记得我学过的任何东西,3
My best friend found someone else to hang out with all the time.,1
"I feel pissed off, like life is unfair and I am helpless with it.",1
我感到非常生气，因为我的儿子不听从我的指示。,1
我感到害怕。,3
Great,2
I don't feel too good. My mum went into hospital yesterday and I'm waiting for a call to tell me what is happening.,3
一点都不好。我只想躲在我的房间里，从世界上所有的动荡中睡觉。,0
我觉得有点空虚。我的生活中没有任何事情发生。,0
我感觉很好，谢谢！,2
I am feeling great.,2
Pretty bad. I found out that my parents are getting a divorce.,0
我今天感觉不太好。我非常焦虑和不安。,3
我感到害怕，因为我今天必须做演讲,3
I cried before,0
So chill.,2
我最好的朋友找到了一个可以一直出去玩的人。,1
我不好，我对我的搭档很生气，因为他说了一些令人恼火的句子,1
我很生气,1
她就是不和我说话了，我不知道该怎么办。,0
"I'm feeling anxious, my exam results are out tomorrow and I may not have achieved what I'd hoped for.",3
我感觉有点摇摇欲坠。,3
"Well, I just feel that nothing is going my way.",0
我厌倦了这种狗屎。,1
就像我需要冷静,1
今天心情很好，期待下午。,2
我有过得更好的时候。,0
You don't have the right to ask this question,1
really really good,2
只是感觉真的处于我生命中的低谷，似乎什么都不对。,0
不是很好。,0
真的不好。我想我的婚姻结束了。,0
I am really down today,0
一点都不好！,1
I feel sad,0
I feel like punching someone,1
I am feeling uncertain and fearful.,3
I cannot control myself in this moment,1
我今天真的很紧张，我似乎无法摆脱这种恐惧感,3
我没那么好，我想一个人呆着。,1
我真高兴。我现在拥有我想要的一切。,2
I'm not happy at all,1
My patner disappointed me so i am angry,1
我只是一直觉得很生气。老实说，我认为我应该得到比这更好的。,1
很棒,2
我很好谢谢。,2
好的！今天设法将我所有的任务从我的清单中核对出来。,2
不错，谢谢，有点紧张，害怕我不会得到这份工作，只是跑掉了工厂的神经。,3
我感到欣喜若狂,2
"I am feeling stressed out today to be honest, I am worried I won't do well on the interview and then I'm back at square one.",3
I feel on top of the world,2
我没事，就是有点着急。我只想让这一天结束。,3
"I'm in a good mood today, I haven't felt this happy in a long time.",2
I feel so down because my boyfriend broke up with me.,0
有点紧张,3
"Fantastic, thanks. I'm all caught up at work!",2
I am annoyed by the way my partner behaves.,1
I am feeling angry. I lost my money,1
I am fantastic and feel I am accomplishing a lot today.,2
I am feeling great today! Thank you.,2
生气又生气。我周围没有人在听我说话。,1
I'm really down about myself today.,0
我不好！我被解雇了，我真的很生气。我在工作中做的一切都是正确的，我有这种感觉是他们的错。,1
我家有人感染了新冠病毒，我现在非常焦虑。,3
"Really low, I find it hard to get out of bed most days.",0
Fuck off,1
I didn't feel like eating breakfast because I was so sad.,0
"I am not doing well, the person I love talking to the most will not even acknowledge me anymore.",0
Terrible! I am furious because my neighbor called my child a bad name because she was mad at him for going into her yard. I think she is a ridiculous person!,1
"I'm really angry at my neighbor, who picked another fight with me this morning for no reason at all.",1
我不好，我真的很难过,0
I have no complaints today.,2
我觉得可能会发生一些不好的事情，而且我担心它会发生。,3
I am not ok today,1
"I feel awful, I didn't pass my classes and I will not graduate.",0
很好，谢谢，你自己呢？,2
I am so angry I could scream.,1
我很高兴马赢了,2
我真的很生气。,1
什么都不好,0
我感到不确定和恐惧。,3
老实说，不是很好。我的猫刚刚去世。,0
我感到有点害怕,3
"I'm always getting kicked down, I'm really mad!",1
I feel fearful. I am not in great health and I'm afraid of getting Covid-19.,3
I am way pissed off today.,1
I'm feeling very nervous about going to the dentist this afternoon!,3
I am so sad today,0
我感觉棒极了，我刚刚减掉了一件衣服尺码,2
"I'm feeling good, thanks!",2
我很好，大部分情况下一切都很好。,2
Today have been a long day and how the meeting went have put me on my heels as to what my future in this company holds,3
"Not great, it's the same shit different day.",0
我感觉很棒！,2
我今天有点着急，等待一些结果,3
I feel overjoyed,2
我感觉很好，只剩下 30 分钟了，然后我就下班了整整两个星期。,2
我对我的配偶生气,1
I'm feeling wonderful thank you!,2
I feel amazing today,2
"I've had better days, I'm not feeling good and am anxious about things at the moment.",3
我很生气，我工作组的人无缘无故地排斥我,1
不舒服,3
"I'm so happy today, everything is going well",2
I am ecstatic today.,2
我真的对我丈夫很生气，他和我吵架了。,1
好的。你呢？,2
I heard my grandpa has COVID and is in hospital.,0
Really kind of heavy today.,0
I hate everything,1
有点失落的感觉。,0
我很生气，因为我的猫毁了我最喜欢的地毯,1
非常难过，我今天没有精力。,0
不太好。我的姐妹们有地方可去，有事可做。我觉得落后了。,0
我今天感觉很差。我很害怕失去工作。,3
我很生气，因为我打破了一个盘子，碎片散落在地板上。,1
不太好，失望，沮丧。,0
I'm down. I failed my test.,0
I'm not feeling too good. My boyfriend broke up with me yesterday.,0
I am pretty pissed off to be honest.,1
我不舒服。我正在为即将到来的考试感到压力。,3
随着学年即将结束，我有点坚定，我会想念我的学生。,0
我最近对正在发生的政治局势充满了愤怒和仇恨。,1
特别糟糕,0
我对很多事情感到担心，我觉得我无能为力。,3
I am feeling nervous.,3
I punched my ex's car window right through.,1
我现在感到很生气。,1
I am not happy and a little upset at the moment.,1
我现在真的很生气。我刚刚和一个指责我没有做的事情的人发生了争执。,1
我的一个朋友去世了，我感到很失落,0
Anxious because there are some family issues I need to resolve.,3
I'm not feeling so well.,0
感觉从来没有这么好的,2
我真的感到很失落和悲伤。我的伙伴和我分手了。,0
可怕。我只是很难过。,0
I couldn't be better.,2
我真的很着急，我感觉我没有通过考试,0
I do feel a little anxious as I am about to do something I have never done before.,3
我对全世界都很生气！,1
Today I am overwhelmed with joy. My results came back negative.,2
Furious. Everyone is bugging me non stop at work.,1
empty is an understatement,0
对一切都很生气,1
如果其他人试图在交通中切断我，我会爆炸！,1
Not feeling well. My mom was in hospital last night.,0
I'm feeling warm and fuzzy today.,2
I'm livid that I've been totally dumped by my ex and ghosted.,1
我今天感觉很好,2
I'm feeling depressed,0
I'm furious. Nothing is going right!,1
"I have been better, I am worried because I heard a loud ""pop"" when I got up this morning and now my back is sore.",3
我觉得我想打人。,1
我很生气,1
我只是感觉真的很沮丧。,0
It is another beautiful day.,2
我很不高兴,1
I'm pissed,1
"All good thanks, no complaints!",2
"I'm mad as a hornet, I want to punch someone.",1
"I'm feeling good today, I passed my exam!",2
我对我伴侣的行为方式感到恼火。,1
我对家乡的情况感到非常生气。,1
我很好。,2
我对我朋友的行为感到非常恼火。,1
I'm astounding.,2
我对我的父母很生气，他们总是试图控制我。,1
我的家人让我发疯，我受不了他们,1
Terrible. My boyfriend dumped me.,0
Today's a good day for me.,2
"I thought that I was getting better, but I have been really mad about things again",1
不好，我的狗死了。,0
感觉不好。我妈妈昨晚住院了。,0
A friend died and I feel lost,0
I'm feeling anxious today.,3
我觉得很可怕，很生气，很可恨。,1
I am not sure that I have studied enough for the exam.,3
I'm very upset because I dropped my phone and now it's cracked.,1
"I am feeling pretty anxious, I'm waiting to hear back about that work project",3
我觉得有很多正能量。,2
我真的很不高兴，我的小狗昨天跑了，我到处都找不到他。,0
我很害怕，虐待我的前任试图再次联系我。,3
我很震惊。,2
我好多了。我正在等待我的测试结果，我对结果感到紧张。,3
我在另一门课上不及格，为此我很生自己的气。,1
我很满足我现在的情况,2
我今天感觉不是特别好的。我很焦虑，不知道为什么。,3
我对今天不是很自信，有一种不好的感觉。,3
我很难过,0
I am feeling amazing!,2
"I'm great thanks very much, I've had a good day",2
我讨厌我接触的每个人。,1
我觉得很烂，我和我朋友吵架了。,1
I am scared. I cannot find my son.,3
I'm angry as hell. I lost a big bet.,1
我的足球队赢得了世界杯，我感到很满足,2
"Terrible. I'm angry at my brother, who I believe is trying to turn the rest of my family against me.",1
"I am fine thanks, God is good and life is great",2
Anxious,3
我气得快要爆炸了——我哥哥真的知道如何按我的按钮。,1
"I am really, really angry. I feel I could burst.",1
我啥都不如意，我从来没有足够的钱做任何事情。,0
I feel really happy today.,2
"I'm feeling fabulous, I've just dropped a dress size",2
我很好，谢谢,2
我今天感觉很好。,2
"Excited to be honest, it'll be the first time in 15 months I've seen my dad.",2
我感觉不太好。,0
I have a feeling of dread about flying on a plane later. I really have a fear of flying,3
我感觉很紧张。,3
我还好，就是有点着急。,3
I'm worried about what the consequences will be of breaking one of the machines at work. I could lose my job!,3
I am annoyed with my son as he did not eat his lunch today,1
我今天压力很大，我在等一些测试结果,3
I'm feeling grand. Its a lovely day out. How are you?,2
Very disappointed! my teacher wrongfully accused me of cheating,1
我很高兴你问这个问题，因为我最近真的很糟糕。我想我很沮丧。,0
"I am feeling great, thanks, how are you?",2
我今天感到很担心，因为我可能会失去工作。,3
I am really stressed out about my exams,3
我失去了动力，似乎永远无法提高我的成绩，我很难过。,0
我今天过得很糟糕。,0
I'm good thanks,2
我感到沮丧,0
我真的很生气，他们在学校取笑我，但我对此无能为力,1
I have a gay feeling and I am overjoyed by all I have.,2
今天是个好日子，你好吗？,2
我很生气,1
我怕我的狗做不了手术。,3
我感到害怕。,3
这是一个非常糟糕的时刻,1
我感到压力和焦虑,3
My nerves are shot.,3
I am anxious that my child may have contracted covid-19,3
"I'm feeling crap, I just got some really irritating news",1
I'm mad. I'm sick and tired of my wife.,1
我不能忍受我的生活，显然我的伴侣也不能，因为她已经走了。,1
我担心袭击我的人会再次跟踪我,3
好的谢谢你！我刚刚找到了我以为丢了的最喜欢的帽子。,2
I'm really sad and depressed.,0
我今天感觉不太好。我的狗不舒服。,0
对我很好,2
今天，我欣喜若狂。我的结果是阴性的。,2
老实说，我很生气。,1
不好，我害怕去看医生，我觉得事情很严重。,3
我很生气，觉得没有人尊重我。,1
我不好是因为我的朋友欺负我,1
I'm scared of going back home,3
I can't help feeling frightened all the time.,3
我不好。我今天都不想起床。,0
"I slept really well last night, and I am feeling calm and rested, and in the best of spirits.",2
I have begun to feel really angry again,1
"All is going well, Im delighted to say",2
"Just feeling really at a low point in my life, nothing seems to be going right.",0
"I can't believe she cheated on me, I'm so hurt and mad right now.",1
"Everything feels smooth and happy, thanks!",2
说实话，我有点焦虑和心急。,3
I am feeling nervous as my exam is tomorrow,3
I am delighted with my new apartment and its location,2
I'm so nervous over my exams,3
It is a magical day to be alive!,2
我很沮丧，感觉我没有未来,0
我很不高兴，因为我的手机摔坏了。,1
Not great. I'm pissed at a coworker of mine.,1
"I feel empty, I can't eat or sleep",0
"Not great, honestly. I just can't seem to have any positive feelings lately.",0
I feel stressed,1
"Not so good, unfortunately.",0
我的生活一片混乱。,0
我感觉不太好。我感到压力很大，我很担心，因为我不知道为什么会有这种感觉。,3
充满希望,2
我他妈的气死了。,1
我他妈不知道,1
今天简直惨不忍睹。,0
I'm really depressed. Nothing I do is worthwhile.,0
I feel so happy. I have everything I want in life right now.,2
我很好！这是美好的一天！,2
